Date,Month,Year,OUT,TOT,YOLO,SAC,MISC,SJR,XGEO,EXPORT
1/1/1970,1,1970,82977,85191,9969,66000,3821,4840,9607,514
1/2/1970,1,1970,74781,76951,5289,62400,3821,4910,9128,520
1/3/1970,1,1970,67841,70239,2350,58900,3821,4660,8662,798
1/4/1970,1,1970,63129,65890,1281,56200,3821,4100,8303,1211
1/5/1970,1,1970,59713,61737,990,52500,3821,3950,7811,524
1/6/1970,1,1970,53526,55589,762,46600,3821,3950,7026,613
1/7/1970,1,1970,47347,49368,591,40300,3821,4210,6188,621
1/8/1970,1,1970,43776,45589,519,36800,3821,3990,5723,599
1/9/1970,1,1970,45992,44592,860,35400,3821,4030,5537,599
1/10/1970,1,1970,54552,51359,5740,36800,3821,4100,5723,965
1/11/1970,1,1970,62163,58600,5657,43600,3821,4040,6627,1525
1/12/1970,1,1970,67883,63095,4248,50100,3821,3880,7492,722
1/13/1970,1,1970,74852,70460,3861,57800,3821,3880,8516,932
1/14/1970,1,1970,93695,87053,9164,66500,3821,4080,9673,841
1/15/1970,1,1970,144516,135145,47681,71600,3821,4630,10351,965
1/16/1970,1,1970,192340,180112,84081,78700,3821,6720,11296,2500
1/17/1970,1,1970,265929,253531,136630,90200,3821,8220,12825,3074
1/18/1970,1,1970,291597,279941,159440,93500,3821,12200,13264,3866
1/19/1970,1,1970,284533,275121,153870,93100,3821,17400,13211,838
1/20/1970,1,1970,265798,260211,143850,87900,3821,18200,12519,631
1/21/1970,1,1970,268953,259061,143290,84900,3821,18400,12120,532
1/22/1970,1,1970,337119,325001,195500,89500,3821,18700,12732,602
1/23/1970,1,1970,348613,336691,203500,93300,3821,24000,13237,848
1/24/1970,1,1970,373417,361131,229000,93800,3821,24000,13304,1786
1/25/1970,1,1970,395113,383921,255600,93000,3821,21200,13198,2012
1/26/1970,1,1970,377435,374841,253500,89100,3821,20200,12679,1182
1/27/1970,1,1970,355786,353941,234800,87100,3821,19700,12413,678
1/28/1970,1,1970,337670,336101,219300,84500,3821,19400,12067,954
1/29/1970,1,1970,304103,303831,192860,80700,3821,18900,11562,949
1/30/1970,1,1970,288705,288611,180530,79400,3821,17900,11389,1065
1/31/1970,1,1970,262910,262831,158320,77900,3821,16200,11189,1130
2/1/1970,2,1970,219460,221642,124780,76600,612,13300,11016,1406
2/2/1970,2,1970,194434,196482,101520,76800,612,11400,11043,1272
2/3/1970,2,1970,178581,180578,87906,75800,612,10300,10910,1221
2/4/1970,2,1970,163713,165828,75716,74000,612,9680,10671,1339
2/5/1970,2,1970,148932,150915,62363,72700,612,9870,10498,1207
2/6/1970,2,1970,138603,140749,53554,71900,612,9870,10391,1246
2/7/1970,2,1970,130131,132414,46477,71300,612,9570,10311,1383
2/8/1970,2,1970,119355,121812,37643,70100,612,9300,10152,1557
2/9/1970,2,1970,112963,115199,32223,69200,612,9150,10032,1336
2/10/1970,2,1970,107511,110091,28564,67800,612,9180,9846,1730
2/11/1970,2,1970,102922,105486,24949,66700,612,9360,9700,1838
2/12/1970,2,1970,99399,101741,22082,66100,612,9360,9620,1740
2/13/1970,2,1970,99715,100678,21427,65900,612,9230,9593,1726
2/14/1970,2,1970,106941,105222,25150,66000,612,9260,9607,2145
2/15/1970,2,1970,107633,105927,26055,66600,612,8840,9686,2158
2/16/1970,2,1970,104828,103046,24104,66200,612,8580,9633,1958
2/17/1970,2,1970,104391,101672,21820,65700,612,8390,9567,2324
2/18/1970,2,1970,104125,101425,22063,65900,612,8340,9593,2467
2/19/1970,2,1970,96637,97098,19156,65400,612,8530,9527,2527
2/20/1970,2,1970,91220,91672,14710,64400,612,8890,9394,2518
2/21/1970,2,1970,85253,85842,10260,63100,612,9020,9221,2605
2/22/1970,2,1970,80355,82322,7910,62100,612,9000,9088,2556
2/23/1970,2,1970,75768,79242,6610,60700,612,8750,8902,2574
2/24/1970,2,1970,73047,76338,5970,58900,612,8370,8662,2391
2/25/1970,2,1970,71814,75069,5640,58300,612,8100,8582,2355
2/26/1970,2,1970,69764,73112,5150,57100,612,8010,8423,2448
2/27/1970,2,1970,66716,69676,5230,53700,612,7970,7971,2060
2/28/1970,2,1970,62924,66015,4920,50700,612,7730,7572,2501
3/1/1970,3,1970,63503,65788,4760,49500,1528,7130,7412,2265
3/2/1970,3,1970,72011,72728,5010,52800,1528,7360,7851,1515
3/3/1970,3,1970,75398,76428,4580,57900,1528,9040,8529,1828
3/4/1970,3,1970,77412,78608,4820,59400,1528,9800,8729,1994
3/5/1970,3,1970,80213,81028,6370,58800,1528,10200,8649,1377
3/6/1970,3,1970,83030,79019,5181,57700,1528,11300,8503,1637
3/7/1970,3,1970,81684,78587,4909,57500,1528,11700,8476,1683
3/8/1970,3,1970,81253,78170,4412,57100,1528,11700,8423,1647
3/9/1970,3,1970,82123,78915,3467,58400,1528,11900,8596,1522
3/10/1970,3,1970,83768,79853,3565,59600,1528,11800,8755,1745
3/11/1970,3,1970,78954,80500,3532,61000,1528,11200,8942,1450
3/12/1970,3,1970,78142,79265,3377,61000,1528,10400,8942,1027
3/13/1970,3,1970,75515,76658,3430,59900,1528,9120,8795,997
3/14/1970,3,1970,72956,74378,4480,57600,1528,8200,8489,1226
3/15/1970,3,1970,67702,70328,4210,54500,1528,7550,8077,1376
3/16/1970,3,1970,63985,66798,3880,51900,1528,7000,7731,1513
3/17/1970,3,1970,58565,62059,3690,48500,1528,6510,7279,2144
3/18/1970,3,1970,52854,56364,3510,44100,1528,5600,6694,2160
3/19/1970,3,1970,48570,52181,3430,40400,1528,5310,6202,2211
3/20/1970,3,1970,44100,47993,2226,38000,1528,5050,5883,2493
3/21/1970,3,1970,39785,43633,2021,34000,1528,5070,5351,2398
3/22/1970,3,1970,35760,39800,1751,30500,1528,4860,4885,2540
3/23/1970,3,1970,33585,37681,1541,28700,1528,4770,4646,2596
3/24/1970,3,1970,31334,36090,1293,27500,1528,4650,4486,3206
3/25/1970,3,1970,29560,34763,1097,26600,1528,4450,4366,3653
3/26/1970,3,1970,27997,33217,728,25900,1528,4050,7557,3620
3/27/1970,3,1970,25867,31101,484,24400,1528,3700,9239,3634
3/28/1970,3,1970,23450,28732,393,22400,1528,3450,8653,3632
3/29/1970,3,1970,22419,27700,345,21600,1528,3300,8418,3631
3/30/1970,3,1970,21984,27380,316,21400,1528,3270,8360,3746
3/31/1970,3,1970,22080,27532,309,21800,1528,3130,8477,3752
4/1/1970,4,1970,20065,25664,291,21700,151,2800,8448,3849
4/2/1970,4,1970,18148,24130,276,20800,151,2250,8184,4232
4/3/1970,4,1970,16955,22981,245,20000,151,1960,7950,4276
4/4/1970,4,1970,15214,21852,237,19000,151,1860,7657,4838
4/5/1970,4,1970,14361,20693,222,18000,151,1720,7364,4532
4/6/1970,4,1970,13610,20015,207,17400,151,1650,7188,4605
4/7/1970,4,1970,13232,19622,197,17000,151,1670,7071,4590
4/8/1970,4,1970,12301,18953,152,16400,151,1680,6895,4802
4/9/1970,4,1970,10949,18318,124,15900,151,1590,6748,5519
4/10/1970,4,1970,10500,17812,106,15500,151,1550,6631,5462
4/11/1970,4,1970,10002,17607,88,15400,151,1500,6602,5755
4/12/1970,4,1970,7427,16936,81,14700,151,1540,6397,7659
4/13/1970,4,1970,9316,16602,86,14200,151,1680,6250,5386
4/14/1970,4,1970,10764,17439,100,14800,151,1760,6426,5395
4/15/1970,4,1970,11724,16348,101,13800,151,1690,6133,5329
4/16/1970,4,1970,11156,15940,97,13500,151,1680,6045,5489
4/17/1970,4,1970,11110,15786,103,13400,151,1650,6016,5443
4/18/1970,4,1970,10256,15107,82,12800,151,1630,5840,5618
4/19/1970,4,1970,8597,14367,70,12100,151,1600,5635,5917
4/20/1970,4,1970,7492,13905,83,11600,151,1590,5488,4575
4/21/1970,4,1970,6858,13210,61,11100,151,1450,5342,4514
4/22/1970,4,1970,6780,13107,53,11100,151,1380,5342,4427
4/23/1970,4,1970,7187,12752,65,10800,151,1330,5254,3665
4/24/1970,4,1970,7068,12580,61,10600,151,1370,5195,3562
4/25/1970,4,1970,7713,13181,72,11100,151,1470,5342,3518
4/26/1970,4,1970,8318,13734,104,11500,151,1590,5459,3466
4/27/1970,4,1970,8249,14359,89,12000,151,1690,5606,4160
4/28/1970,4,1970,9141,14810,73,12500,151,1650,5752,4103
4/29/1970,4,1970,13501,16621,75,14400,151,1590,6309,1554
4/30/1970,4,1970,12816,17721,80,15500,151,1610,6631,3339
5/1/1970,5,1970,11876,17797,60,15600,98,1660,6660,4355
5/2/1970,5,1970,12922,17445,60,15300,98,1590,6572,2957
5/3/1970,5,1970,13061,17404,87,15200,98,1620,6543,2293
5/4/1970,5,1970,13083,17325,84,15100,98,1630,6514,2142
5/5/1970,5,1970,13458,17569,52,15500,98,1490,6631,2011
5/6/1970,5,1970,13481,17593,36,15500,98,1530,6631,2012
5/7/1970,5,1970,13165,17462,42,15200,98,1680,6543,2147
5/8/1970,5,1970,12454,17092,30,14900,98,1630,6455,2488
5/9/1970,5,1970,9940,16578,32,14200,98,1810,6250,4438
5/10/1970,5,1970,10246,16871,31,14200,98,2110,6250,4425
5/11/1970,5,1970,11414,18112,28,15200,98,2350,6543,4448
5/12/1970,5,1970,13411,20052,33,17100,98,2420,7100,4341
5/13/1970,5,1970,13869,20536,64,17500,98,2490,7217,4367
5/14/1970,5,1970,13859,20559,74,17500,98,2510,7217,4350
5/15/1970,5,1970,13561,20410,54,17400,98,2470,7188,4499
5/16/1970,5,1970,12438,19636,38,16600,98,2520,6953,4798
5/17/1970,5,1970,12453,19243,40,15600,98,3110,6660,4340
5/18/1970,5,1970,12330,19096,40,15000,98,3540,6485,4316
5/19/1970,5,1970,11075,17864,34,13700,98,3600,6104,4289
5/20/1970,5,1970,10821,17696,33,13500,98,3640,6045,4325
5/21/1970,5,1970,10029,17216,33,13200,98,3490,5957,4637
5/22/1970,5,1970,9287,16558,34,13000,98,3060,5899,4671
5/23/1970,5,1970,8284,15604,45,12800,98,2320,5840,4670
5/24/1970,5,1970,7935,15308,73,12800,98,2010,5840,4673
5/25/1970,5,1970,8024,15383,67,12400,98,2500,5723,4609
5/26/1970,5,1970,8183,15555,67,12400,98,2690,5723,4622
5/27/1970,5,1970,7732,15129,60,12100,98,2570,5635,4597
5/28/1970,5,1970,6209,13600,47,10700,98,2460,5225,4541
5/29/1970,5,1970,5949,13440,37,10600,98,2430,5195,4591
5/30/1970,5,1970,6174,13786,27,10800,98,2610,5254,4662
5/31/1970,5,1970,6870,14614,29,11600,98,2650,5488,4744
6/1/1970,6,1970,6848,14643,33,11800,84,2500,5547,4745
6/2/1970,6,1970,7496,15313,41,11200,84,3780,5371,4717
6/3/1970,6,1970,5623,13569,35,10100,84,3150,5049,4796
6/4/1970,6,1970,6503,14481,27,10400,84,3780,5137,4778
6/5/1970,6,1970,7067,15370,25,11200,84,3880,5371,5053
6/6/1970,6,1970,6225,15078,27,11100,84,3700,5342,5553
6/7/1970,6,1970,5589,14049,37,10700,84,3070,5225,5110
6/8/1970,6,1970,5126,13598,38,10900,84,2420,5283,5072
6/9/1970,6,1970,5733,13593,43,11200,84,2080,5371,5092
6/10/1970,6,1970,6466,14305,31,11500,84,2390,5459,5145
6/11/1970,6,1970,8900,16488,23,12600,84,3510,5781,4844
6/12/1970,6,1970,9813,17013,32,12900,84,3770,5869,4406
6/13/1970,6,1970,8871,16215,22,12700,84,3200,5811,4500
6/14/1970,6,1970,8281,16482,21,12700,84,3470,5811,4625
6/15/1970,6,1970,7908,16164,20,12300,84,3580,5693,4506
6/16/1970,6,1970,6406,15016,24,12100,84,2630,5635,4810
6/17/1970,6,1970,5285,14356,22,12100,84,1980,5635,5221
6/18/1970,6,1970,5136,14188,25,12300,84,1620,5693,5152
6/19/1970,6,1970,4338,13427,23,11800,84,1380,5547,5139
6/20/1970,6,1970,4162,13173,30,11700,84,1220,5518,5011
6/21/1970,6,1970,3894,13395,40,11900,84,1230,5576,5451
6/22/1970,6,1970,4454,13681,51,11900,84,1500,5576,5127
6/23/1970,6,1970,5659,14627,65,12200,84,2140,5664,4868
6/24/1970,6,1970,6181,15266,55,12000,84,2990,5606,4935
6/25/1970,6,1970,5319,14585,52,11600,84,2700,5488,5066
6/26/1970,6,1970,5305,14710,49,11600,84,2810,5488,5205
6/27/1970,6,1970,5533,15051,30,11800,84,2990,5547,5268
6/28/1970,6,1970,4699,14736,28,12000,84,2440,5606,5787
6/29/1970,6,1970,6526,15751,26,12400,84,3040,5723,4925
6/30/1970,6,1970,7088,16397,28,12900,84,3160,5869,5009
7/1/1970,7,1970,7075,16367,16,13200,32,2920,5957,4992
7/2/1970,7,1970,6866,16158,12,13600,32,2320,6074,4992
7/3/1970,7,1970,6228,15692,12,13300,32,2130,5986,5114
7/4/1970,7,1970,5339,15316,14,13100,32,1950,5928,5627
7/5/1970,7,1970,4957,15042,12,13000,32,1780,5899,5685
7/6/1970,7,1970,5968,15142,12,13200,32,1650,5957,4774
7/7/1970,7,1970,4783,14532,10,12600,32,1600,5781,5349
7/8/1970,7,1970,4171,13928,19,12200,32,1430,5664,5357
7/9/1970,7,1970,3616,13516,19,12000,32,1270,5606,5500
7/10/1970,7,1970,3630,13418,16,11900,32,1250,5576,5388
7/11/1970,7,1970,4148,13836,12,12300,32,1240,5693,5288
7/12/1970,7,1970,3964,13980,6,12400,32,1270,5723,5616
7/13/1970,7,1970,5444,14622,7,12900,32,1380,5869,4778
7/14/1970,7,1970,4946,14774,7,13100,32,1330,5928,5428
7/15/1970,7,1970,5222,14993,3,13500,32,1150,6045,5371
7/16/1970,7,1970,5132,14875,8,13400,32,1120,6016,5343
7/17/1970,7,1970,4719,14350,7,12900,32,1090,5869,5232
7/18/1970,7,1970,4739,14371,12,12900,32,1110,5869,5232
7/19/1970,7,1970,4966,14599,16,13100,32,1120,5928,5233
7/20/1970,7,1970,5317,14544,26,13000,32,1130,5899,4877
7/21/1970,7,1970,4465,14708,34,13300,32,1020,5986,5893
7/22/1970,7,1970,4854,14906,49,13600,32,902,6074,5702
7/23/1970,7,1970,5677,14927,43,13600,32,920,6074,4900
7/24/1970,7,1970,5747,15014,30,13700,32,950,6104,4917
7/25/1970,7,1970,5404,15026,16,13700,32,974,6104,5322
7/26/1970,7,1970,5624,15161,6,13700,32,1080,6104,5237
7/27/1970,7,1970,6648,15413,10,13900,32,1150,6162,4465
7/28/1970,7,1970,6245,15379,14,13900,32,1130,6162,4884
7/29/1970,7,1970,5654,15140,12,13800,32,1000,6133,5236
7/30/1970,7,1970,5659,15092,20,13800,32,944,6133,5183
7/31/1970,7,1970,5744,15080,24,13800,32,926,6133,5136
8/1/1970,8,1970,5059,14837,9,13500,49,968,6045,5578
8/2/1970,8,1970,5652,15018,16,13600,49,1030,6074,5166
8/3/1970,8,1970,6224,15114,32,13600,49,1110,6074,4740
8/4/1970,8,1970,5785,15440,35,14000,49,1050,6192,5505
8/5/1970,8,1970,6396,15436,38,14100,49,950,6221,4940
8/6/1970,8,1970,6462,15495,21,14100,49,1030,6221,4933
8/7/1970,8,1970,6523,15760,9,14400,49,1010,6309,5187
8/8/1970,8,1970,6231,15956,19,14600,49,980,6367,5675
8/9/1970,8,1970,7399,16018,16,14600,49,1040,6367,4619
8/10/1970,8,1970,8006,16257,20,14800,49,1070,6426,4251
8/11/1970,8,1970,7380,16124,15,14800,49,962,6426,4794
8/12/1970,8,1970,7342,16265,19,15000,49,908,6485,4973
8/13/1970,8,1970,7109,16019,15,14800,49,920,6426,5010
8/14/1970,8,1970,7490,16286,28,15000,49,950,6485,4946
8/15/1970,8,1970,7463,16370,40,15100,49,926,6514,5057
8/16/1970,8,1970,7409,16332,31,15000,49,986,6485,5123
8/17/1970,8,1970,8333,16404,27,15000,49,1080,6485,4271
8/18/1970,8,1970,7840,16237,21,14900,49,1060,6455,4647
8/19/1970,8,1970,7870,16137,19,14900,49,962,6455,4567
8/20/1970,8,1970,7888,16105,15,14900,49,968,6455,4517
8/21/1970,8,1970,8221,16192,6,15000,49,956,6485,4321
8/22/1970,8,1970,8327,16430,4,15200,49,1010,6543,4503
8/23/1970,8,1970,8352,16568,8,15300,49,1040,6572,4616
8/24/1970,8,1970,8634,15943,7,14500,49,1210,6338,3759
8/25/1970,8,1970,8250,15888,8,14400,49,1230,6309,4138
8/26/1970,8,1970,8805,16192,14,14800,49,1140,6426,3937
8/27/1970,8,1970,10055,17514,31,16100,49,1140,6807,4009
8/28/1970,8,1970,10748,18213,33,16800,49,1130,7012,4065
8/29/1970,8,1970,10845,18358,34,16900,49,1170,7041,4163
8/30/1970,8,1970,11650,18754,47,17300,49,1140,7158,3804
8/31/1970,8,1970,12622,18906,76,17300,49,1250,7158,3034
9/1/1970,9,1970,11967,18341,58,16700,118,1220,6983,3174
9/2/1970,9,1970,12210,18701,52,17200,118,1090,7129,3291
9/3/1970,9,1970,12543,18979,50,17500,118,1070,7217,3286
9/4/1970,9,1970,13060,19244,56,17700,118,1090,7276,3084
9/5/1970,9,1970,13185,19569,68,17900,118,1210,7334,3334
9/6/1970,9,1970,13640,19783,62,18000,118,1320,7364,3143
9/7/1970,9,1970,14431,19849,60,18000,118,1380,7364,2468
9/8/1970,9,1970,14055,19672,51,18000,118,1220,7364,2717
9/9/1970,9,1970,14567,20110,44,18600,118,1080,7539,2643
9/10/1970,9,1970,15588,21064,41,19600,118,1030,7832,2626
9/11/1970,9,1970,16230,21727,43,20200,118,1080,8008,2697
9/12/1970,9,1970,16664,22189,27,20500,118,1260,8096,2775
9/13/1970,9,1970,16879,23280,22,21500,118,1340,8389,3701
9/14/1970,9,1970,16987,22409,18,20500,118,1380,8096,2772
9/15/1970,9,1970,17179,22464,14,20600,118,1370,8125,2685
9/16/1970,9,1970,16521,21729,11,20000,118,1260,7950,2608
9/17/1970,9,1970,16502,21709,12,20000,118,1260,7950,2657
9/18/1970,9,1970,16401,21553,15,19800,118,1300,7891,2652
9/19/1970,9,1970,16187,21578,14,19700,118,1420,7862,2941
9/20/1970,9,1970,16005,21790,14,19800,118,1510,7891,3335
9/21/1970,9,1970,16856,21987,34,19900,118,1590,7920,2731
9/22/1970,9,1970,15587,20927,50,18900,118,1510,7627,2990
9/23/1970,9,1970,14289,19646,56,17700,118,1440,7276,3007
9/24/1970,9,1970,13319,19219,63,17300,118,1410,7158,3600
9/25/1970,9,1970,12810,18777,63,16900,118,1360,7041,3717
9/26/1970,9,1970,12218,18345,62,16400,118,1410,6895,3877
9/27/1970,9,1970,12159,18649,62,16600,118,1520,6953,4290
9/28/1970,9,1970,13243,18785,60,16700,118,1550,6983,3342
9/29/1970,9,1970,13327,18810,58,16800,118,1480,7012,3333
9/30/1970,9,1970,12988,18341,62,16400,118,1420,6895,3203
10/1/1970,10,1970,12926,18185,49,16300,49,1420,6865,3109
10/2/1970,10,1970,13464,18690,31,16700,49,1530,6983,3126
10/3/1970,10,1970,13339,18483,13,16500,49,1550,6924,3094
10/4/1970,10,1970,12449,18424,7,16400,49,1590,6895,3925
10/5/1970,10,1970,12710,17939,11,15900,49,1600,6748,3229
10/6/1970,10,1970,11995,17490,19,15400,49,1640,6602,3495
10/7/1970,10,1970,11610,16910,20,14900,49,1570,6455,3350
10/8/1970,10,1970,11111,16361,13,14400,49,1530,6309,3300
10/9/1970,10,1970,11151,16237,19,14300,49,1500,6279,3136
10/10/1970,10,1970,11734,16604,14,14600,49,1540,6367,2970
10/11/1970,10,1970,11632,16527,12,14500,49,1570,6338,2995
10/12/1970,10,1970,11539,16418,15,14400,49,1560,6309,2979
10/13/1970,10,1970,11846,16448,39,14400,49,1550,6309,2702
10/14/1970,10,1970,11967,16576,38,14500,49,1590,6338,2759
10/15/1970,10,1970,12210,16732,28,14600,49,1650,6367,2672
10/16/1970,10,1970,12147,16689,20,14400,49,1820,6309,2692
10/17/1970,10,1970,12251,16632,22,14300,49,1860,6279,2531
10/18/1970,10,1970,12017,16448,20,14300,49,1670,6279,2631
10/19/1970,10,1970,12299,16222,28,14200,49,1530,6250,2123
10/20/1970,10,1970,13802,16550,31,14600,49,1440,6367,1940
10/21/1970,10,1970,15318,16968,24,15100,49,1370,6514,1896
10/22/1970,10,1970,16314,17285,27,15400,49,1300,6602,2085
10/23/1970,10,1970,16779,17558,28,15700,49,1280,6690,2067
10/24/1970,10,1970,18208,18055,26,16200,49,1280,6836,2065
10/25/1970,10,1970,17238,18110,38,16200,49,1290,6836,2098
10/26/1970,10,1970,16414,18178,45,16300,49,1250,6865,1936
10/27/1970,10,1970,15524,18058,37,16200,49,1240,6836,1838
10/28/1970,10,1970,15004,17602,32,15900,49,1200,6748,1778
10/29/1970,10,1970,13690,17155,30,15600,49,1200,6660,1765
10/30/1970,10,1970,13969,17457,18,15500,49,1190,6631,1788
10/31/1970,10,1970,13469,16963,12,15400,49,1140,6602,2042
11/1/1970,11,1970,13771,16819,9,15100,286,1120,6514,1596
11/2/1970,11,1970,13194,16723,11,15000,286,1140,6485,2077
11/3/1970,11,1970,13584,17031,21,15300,286,1150,6572,1995
11/4/1970,11,1970,22888,17814,20,16000,286,1190,6778,1848
11/5/1970,11,1970,24708,17990,27,16100,286,1270,6807,1879
11/6/1970,11,1970,26077,19326,35,17300,286,1360,7158,1846
11/7/1970,11,1970,30569,20670,57,18400,286,1470,7481,2482
11/8/1970,11,1970,30841,22596,58,20300,286,1530,8037,4186
11/9/1970,11,1970,25295,23023,53,20800,286,1520,8184,1847
11/10/1970,11,1970,22398,22035,38,19900,286,1480,5852,1957
11/11/1970,11,1970,23856,23493,18,21300,286,1470,3661,1957
11/12/1970,11,1970,22994,26096,14,23800,286,1550,3994,2072
11/13/1970,11,1970,21739,24409,14,22100,286,1560,3768,1640
11/14/1970,11,1970,20227,23368,14,21000,286,1590,3622,2049
11/15/1970,11,1970,19773,22565,18,20200,286,1600,3515,1526
11/16/1970,11,1970,19950,21921,17,19600,286,1570,3435,705
11/17/1970,11,1970,18725,21942,15,19600,286,1600,3435,1517
11/18/1970,11,1970,19053,22303,12,20000,286,1570,3489,1550
11/19/1970,11,1970,20737,23867,9,21600,286,1540,3701,1430
11/20/1970,11,1970,22062,25246,7,23000,286,1520,3888,1434
11/21/1970,11,1970,21902,26000,6,23700,286,1520,3981,2348
11/22/1970,11,1970,20792,26321,7,23900,286,1620,4007,3779
11/23/1970,11,1970,23419,26856,10,24300,286,1750,4060,1687
11/24/1970,11,1970,23365,26906,10,24300,286,1800,4060,1791
11/25/1970,11,1970,26482,27215,12,24500,286,1860,4087,1786
11/26/1970,11,1970,29906,28713,14,25100,286,1950,4167,1783
11/27/1970,11,1970,32548,31402,14,27900,286,1990,4539,1780
11/28/1970,11,1970,38278,33861,75,30400,286,2040,4872,2677
11/29/1970,11,1970,59907,46693,1848,38100,286,2750,5896,4115
11/30/1970,11,1970,74457,59069,4315,47000,286,3570,7080,1581
12/1/1970,12,1970,80527,66495,4237,53700,1675,3580,7971,1708
12/2/1970,12,1970,99338,81337,5764,65900,1675,3430,9593,1709
12/3/1970,12,1970,109600,95052,15318,70500,1675,3590,10205,1688
12/4/1970,12,1970,110488,104172,23134,71000,1675,3590,10272,1682
12/5/1970,12,1970,122532,118608,32983,73200,1675,3640,10564,1605
12/6/1970,12,1970,113744,112384,30369,72300,1675,4620,10444,3425
12/7/1970,12,1970,113048,113524,32209,71800,1675,5230,10378,1241
12/8/1970,12,1970,108347,109347,28972,71100,1675,5270,10285,1021
12/9/1970,12,1970,100429,102979,23534,70500,1675,4730,10205,1020
12/10/1970,12,1970,96574,99300,21605,69700,1675,3830,10099,1022
12/11/1970,12,1970,97321,100046,22622,70300,1675,3260,10178,1021
12/12/1970,12,1970,96021,99450,21733,70400,1675,3590,10192,1725
12/13/1970,12,1970,88908,94028,16897,69600,1675,3900,10085,3416
12/14/1970,12,1970,84655,87360,11151,68500,1675,4150,9939,1435
12/15/1970,12,1970,78221,81216,6177,67200,1675,4350,9766,1725
12/16/1970,12,1970,76262,77539,3899,66000,1675,4550,9607,1682
12/17/1970,12,1970,78426,77595,2928,65400,1675,4660,9527,1683
12/18/1970,12,1970,79227,76854,2705,65200,1675,5060,9500,1680
12/19/1970,12,1970,79072,76201,2681,64700,1675,5470,9434,2733
12/20/1970,12,1970,77861,75674,2922,63900,1675,5760,9327,3417
12/21/1970,12,1970,81439,76102,3305,63400,1675,6100,9261,1371
12/22/1970,12,1970,79598,76377,3100,63100,1675,6330,9221,1688
12/23/1970,12,1970,77146,75420,2791,62700,1675,6630,9168,1744
12/24/1970,12,1970,73577,74253,2397,62200,1675,6610,9101,1665
12/25/1970,12,1970,71160,71806,2284,60100,1675,6500,8822,1685
12/26/1970,12,1970,64928,68523,2355,56800,1675,6510,8383,2959
12/27/1970,12,1970,60544,65047,2303,53300,1675,6500,7917,4537
12/28/1970,12,1970,61008,62599,2221,50400,1675,6400,7532,2245
12/29/1970,12,1970,61104,61129,2210,49000,1675,6310,7346,1597
12/30/1970,12,1970,62919,62729,2910,50000,1675,6240,7479,1618
12/31/1970,12,1970,62413,63214,2752,51200,1675,5970,7638,1605
1/1/1971,1,1971,60417,62012,2486,51400,699,5880,7665,1569
1/2/1971,1,1971,60674,62003,2432,51300,699,5920,7651,1477
1/3/1971,1,1971,58883,61731,2378,50900,699,6080,7598,2178
1/4/1971,1,1971,56004,59028,2247,48600,699,6110,7292,2218
1/5/1971,1,1971,52460,55189,2144,45000,699,6040,6814,1973
1/6/1971,1,1971,49898,52218,2072,42400,699,5780,6468,1614
1/7/1971,1,1971,45835,49137,1903,40200,699,5100,6175,1902
1/8/1971,1,1971,43217,46401,1316,38400,699,4780,5936,1784
1/9/1971,1,1971,40869,44368,969,36800,699,4710,5723,2149
1/10/1971,1,1971,38351,42813,785,35500,699,4660,5550,3162
1/11/1971,1,1971,38347,41760,738,34600,699,4560,5430,2113
1/12/1971,1,1971,41340,42769,761,35600,699,4410,5563,2164
1/13/1971,1,1971,48797,46895,859,38700,699,4380,5976,694
1/14/1971,1,1971,51387,49365,987,40100,699,5070,6162,996
1/15/1971,1,1971,50542,49871,1595,40100,699,5660,6162,2347
1/16/1971,1,1971,54956,53765,2433,43200,699,5900,6574,1877
1/17/1971,1,1971,59558,60895,6687,46500,699,5530,7013,2420
1/18/1971,1,1971,64077,67290,7668,52100,699,5150,7758,2485
1/19/1971,1,1971,72423,75370,6832,61100,699,5080,8955,1971
1/20/1971,1,1971,97763,100507,22509,70500,699,5140,10205,1892
1/21/1971,1,1971,107565,110400,31221,71700,699,5160,10365,2033
1/22/1971,1,1971,102931,105923,27065,71400,699,5220,10325,2190
1/23/1971,1,1971,97026,99884,22015,70500,699,5230,10205,2106
1/24/1971,1,1971,90786,93566,16849,69200,699,5460,10032,1904
1/25/1971,1,1971,85306,87517,11864,68100,699,5560,9886,1211
1/26/1971,1,1971,79459,81428,7723,66400,699,5370,9660,969
1/27/1971,1,1971,75081,76983,5525,64400,699,5030,9394,952
1/28/1971,1,1971,72054,73949,4322,62800,699,4780,9181,945
1/29/1971,1,1971,69881,71435,3533,61300,699,4560,8981,604
1/30/1971,1,1971,65181,68016,3135,58400,699,4440,8596,1885
1/31/1971,1,1971,58815,63810,2401,54800,699,4560,8117,4095
2/1/1971,2,1971,56664,58882,2116,50600,72,4730,7558,1318
2/2/1971,2,1971,52665,54997,1911,46900,72,4740,7066,1432
2/3/1971,2,1971,51543,53125,2080,44500,72,5100,6747,682
2/4/1971,2,1971,48325,50745,1655,42700,72,4980,6508,1520
2/5/1971,2,1971,45368,48062,1170,40800,72,4710,6255,1794
2/6/1971,2,1971,43272,46405,986,39400,72,4670,6069,2233
2/7/1971,2,1971,40932,45083,956,38100,72,4700,5896,3251
2/8/1971,2,1971,40068,43342,936,36400,72,4700,5670,2374
