Date,Month,Year,OUT,TOT,YOLO,SAC,MISC,SJR,XGEO,EXPORT
8/5/1996,8,1996,8240,23748,34,20500,430,2170,8096,11408
8/6/1996,8,1996,8632,23810,34,20700,428,2120,8155,11078
8/7/1996,8,1996,8302,23361,34,20300,431,2100,8037,11009
8/8/1996,8,1996,8668,23634,34,20600,443,2070,8125,10916
8/9/1996,8,1996,8550,23934,34,20900,450,2060,8213,11384
8/10/1996,8,1996,9451,23825,34,20800,437,2080,8184,10374
8/11/1996,8,1996,12000,24210,34,21100,442,2120,8272,8260
8/12/1996,8,1996,10682,24810,34,21800,436,2060,8477,10178
8/13/1996,8,1996,11756,25627,34,22700,422,1990,8741,9971
8/14/1996,8,1996,10865,26116,34,23200,430,1970,8887,11401
8/15/1996,8,1996,10897,26093,34,23200,416,1960,8887,11346
8/16/1996,8,1996,9916,25065,34,22300,423,1830,8623,11349
8/17/1996,8,1996,9451,24707,34,21900,428,1870,8506,11456
8/18/1996,8,1996,9849,24295,34,21400,456,1930,8360,10696
8/19/1996,8,1996,8687,23588,34,20700,432,1940,8155,11201
8/20/1996,8,1996,8675,23468,34,20600,404,1950,8125,11093
8/21/1996,8,1996,8212,23285,34,20400,410,1960,8067,11423
8/22/1996,8,1996,8753,23820,34,20900,388,1990,8213,11467
8/23/1996,8,1996,9572,24593,34,21600,383,2070,8418,11421
8/24/1996,8,1996,9938,24785,34,21800,371,2070,8477,11297
8/25/1996,8,1996,10243,25029,34,22000,387,2100,8536,11286
8/26/1996,8,1996,9929,24710,34,21700,352,2100,8448,11331
8/27/1996,8,1996,11890,24675,34,21700,347,2070,8448,9335
8/28/1996,8,1996,9697,24438,34,21500,356,2030,8389,11341
8/29/1996,8,1996,9789,24409,34,21500,348,2030,8389,11270
8/30/1996,8,1996,11417,23934,34,21000,364,2030,8243,9217
8/31/1996,8,1996,9352,23728,34,20800,367,2030,8184,11126
9/1/1996,9,1996,10313,23381,24,20400,370,2090,8067,9868
9/2/1996,9,1996,10183,23258,20,20200,388,2150,8008,9875
9/3/1996,9,1996,10487,23677,20,20600,367,2160,8125,10040
9/4/1996,9,1996,9743,24125,20,21200,344,2050,8301,11282
9/5/1996,9,1996,10432,24538,20,21600,337,2070,8418,11056
9/6/1996,9,1996,10090,24080,20,21100,338,2100,8272,10990
9/7/1996,9,1996,9778,23826,20,20800,323,2170,8184,11098
9/8/1996,9,1996,8964,22938,20,19900,321,2190,7920,11074
9/9/1996,9,1996,8196,22121,20,19100,311,2220,7686,11025
9/10/1996,9,1996,13163,21493,20,18700,299,2060,7569,5480
9/11/1996,9,1996,10467,20945,20,18200,292,2050,7422,7678
9/12/1996,9,1996,12333,21272,20,18500,275,2140,7510,6189
9/13/1996,9,1996,7453,20727,20,18100,286,2070,7393,10574
9/14/1996,9,1996,8139,20968,20,18300,289,2120,7451,10179
9/15/1996,9,1996,6842,20653,20,17900,273,2250,7334,11211
9/16/1996,9,1996,7003,20718,20,18000,227,2290,7364,11115
9/17/1996,9,1996,6885,20216,20,17600,219,2200,7246,10781
9/18/1996,9,1996,6154,19823,20,17200,221,2210,7129,11169
9/19/1996,9,1996,5725,19325,20,16700,218,2220,6983,11150
9/20/1996,9,1996,5401,19050,20,16400,239,2230,6895,11199
9/21/1996,9,1996,5120,18737,20,16100,246,2220,6807,11217
9/22/1996,9,1996,5764,18802,20,16200,224,2220,6836,10688
9/23/1996,9,1996,4588,17917,20,15300,234,2240,6572,10979
9/24/1996,9,1996,3957,17435,20,14900,245,2160,6455,11178
9/25/1996,9,1996,3198,16563,20,14000,253,2180,6192,11115
9/26/1996,9,1996,3163,16542,20,14000,257,2150,6192,11129
9/27/1996,9,1996,4277,17455,20,14900,247,2170,6455,10978
9/28/1996,9,1996,4122,16914,20,14400,233,2140,6309,10592
9/29/1996,9,1996,3599,16453,20,13900,233,2180,6162,10704
9/30/1996,9,1996,3240,16399,20,13800,219,2210,6133,11009
10/1/1996,10,1996,4722,17788,246,14900,380,2110,6456,10950
10/2/1996,10,1996,4230,17538,229,14700,348,2120,6397,11237
10/3/1996,10,1996,4486,17667,232,14800,337,2160,6426,11155
10/4/1996,10,1996,4201,17307,235,14500,305,2140,6339,11118
10/5/1996,10,1996,5087,17540,228,14700,335,2140,6397,10494
10/6/1996,10,1996,5012,17311,225,14500,320,2130,6339,10333
10/7/1996,10,1996,4057,16618,246,13800,299,2140,6133,10643
10/8/1996,10,1996,4030,16259,244,13500,304,2080,6046,10316
10/9/1996,10,1996,2578,15757,233,13100,294,2000,5928,11254
10/10/1996,10,1996,3614,16006,234,13400,315,1930,6016,10534
10/11/1996,10,1996,4137,16008,242,13300,298,2030,5987,10014
10/12/1996,10,1996,4582,15602,215,12600,315,2330,5782,9146
10/13/1996,10,1996,5568,16572,200,12800,347,3090,5840,9137
10/14/1996,10,1996,3964,16160,204,12100,340,3380,5635,10361
10/15/1996,10,1996,3936,15669,223,11500,315,3490,5460,9892
10/16/1996,10,1996,3855,15689,227,11500,318,3500,5460,9991
10/17/1996,10,1996,3430,15492,205,11300,344,3500,5401,10230
10/18/1996,10,1996,3269,15026,188,10900,323,3460,5284,9993
10/19/1996,10,1996,4319,15686,182,11800,334,3210,5547,9585
10/20/1996,10,1996,4245,15572,176,11700,360,3170,5518,9562
10/21/1996,10,1996,4529,15250,182,11400,368,3130,5430,8932
10/22/1996,10,1996,3676,15135,192,11500,356,2920,5460,9677
10/23/1996,10,1996,4920,14926,184,11400,329,2840,5430,8269
10/24/1996,10,1996,3619,14924,184,11400,316,2850,5430,9569
10/25/1996,10,1996,4138,15554,167,12000,243,2970,5606,9716
10/26/1996,10,1996,5451,16151,149,12600,210,3010,5782,8985
10/27/1996,10,1996,4353,14850,148,11500,183,2830,5460,8777
10/28/1996,10,1996,3722,14286,136,11200,146,2620,5372,8830
10/29/1996,10,1996,3491,14931,98,11900,112,2570,5577,9756
10/30/1996,10,1996,12195,16169,50,13000,125,2740,5899,9158
10/31/1996,10,1996,14422,17396,25,14100,199,2820,6221,9759
11/1/1996,11,1996,15223,17940,50,14600,217,2810,6368,9499
11/2/1996,11,1996,13487,17207,80,13900,170,2810,6163,10502
11/3/1996,11,1996,13714,17343,60,14200,93,2750,6251,10410
11/4/1996,11,1996,7600,17590,60,14200,95,2630,6251,9894
11/5/1996,11,1996,5512,17011,60,13800,107,2550,6133,9798
11/6/1996,11,1996,5455,16424,60,13400,121,2500,6016,9269
11/7/1996,11,1996,4538,16118,60,13200,126,2400,5958,9881
11/8/1996,11,1996,3949,15974,60,13100,121,2370,5928,10374
11/9/1996,11,1996,3946,15803,60,13000,114,2310,5899,10158
11/10/1996,11,1996,4189,15672,78,12900,114,2260,5870,9833
11/11/1996,11,1996,4258,15561,85,12800,119,2240,5840,9653
11/12/1996,11,1996,4240,15807,81,13100,123,2190,4390,9917
11/13/1996,11,1996,5270,15843,75,13100,119,2240,2571,8922
11/14/1996,11,1996,3953,15889,75,12900,119,2490,2545,10287
11/15/1996,11,1996,4340,15850,75,12800,125,2540,4048,9810
11/16/1996,11,1996,5155,16199,75,13200,125,2480,5958,9343
11/17/1996,11,1996,8441,16698,75,13500,137,2580,6046,9308
11/18/1996,11,1996,15400,18988,47,14600,759,2750,6368,10370
11/19/1996,11,1996,16859,19356,0,15400,504,2730,6602,9508
11/20/1996,11,1996,17805,20460,48,16800,432,2600,5038,10304
11/21/1996,11,1996,17434,20606,115,17200,335,2420,3117,10820
11/22/1996,11,1996,18495,22810,29,18800,532,2530,3329,10818
11/23/1996,11,1996,16704,26260,82,20600,1304,2960,3569,10786
11/24/1996,11,1996,16004,25763,65,20900,669,3300,3609,10760
11/25/1996,11,1996,15756,26205,43,21600,441,3450,3702,10712
11/26/1996,11,1996,14714,24472,0,20000,366,3500,3489,10021
11/27/1996,11,1996,10938,23170,88,18700,323,3450,3316,10841
11/28/1996,11,1996,9531,22127,79,17800,311,3330,3196,10696
11/29/1996,11,1996,9434,21960,70,17800,298,3190,3196,10626
11/30/1996,11,1996,8719,21126,63,17100,283,3090,3103,10457
12/1/1996,12,1996,7040,19732,38,15800,274,3030,2930,10692
12/2/1996,12,1996,8676,19300,0,15400,279,2980,2877,9082
12/3/1996,12,1996,8076,18819,52,14900,289,2950,2811,9431
12/4/1996,12,1996,10937,20667,88,16500,224,3180,3024,8368
12/5/1996,12,1996,20624,31066,46,21200,2130,4190,3649,9717
12/6/1996,12,1996,39985,49369,57,39500,2115,5190,6083,10723
12/7/1996,12,1996,42122,51464,65,41800,1181,6580,6388,10860
12/8/1996,12,1996,41194,50727,65,40700,850,7570,6242,10822
12/9/1996,12,1996,39727,49190,65,38700,820,8090,5976,10752
12/10/1996,12,1996,48869,56639,38,42000,2261,8520,6415,10613
12/11/1996,12,1996,63881,67400,26,50200,3654,9460,7506,8196
12/12/1996,12,1996,79498,85548,1605,59600,4383,11300,8756,10039
12/13/1996,12,1996,102962,107723,3525,80000,5388,11700,11469,10584
12/14/1996,12,1996,127545,130890,25365,82500,6005,12400,11802,9397
12/15/1996,12,1996,125300,132441,30565,80100,5106,12800,11482,10901
12/16/1996,12,1996,115048,124912,26265,78200,3767,13200,11230,9727
12/17/1996,12,1996,109357,115792,20165,75400,3267,13700,10857,6298
12/18/1996,12,1996,96515,103197,10865,72400,2710,14100,10458,4762
12/19/1996,12,1996,86884,94159,5205,69600,2032,14300,10086,5125
12/20/1996,12,1996,81038,87840,2535,66600,1355,14400,9687,4652
12/21/1996,12,1996,84202,92544,1455,63900,2569,14600,9328,6242
12/22/1996,12,1996,95407,94533,1334,64400,3939,15500,9394,7341
12/23/1996,12,1996,110127,96135,1160,67500,4375,18100,9807,5506
12/24/1996,12,1996,108874,94784,50,65800,6424,18700,9580,6324
12/25/1996,12,1996,104967,89900,50,62100,6216,18100,9088,5397
12/26/1996,12,1996,100975,85669,50,58000,6083,18100,8543,5158
12/27/1996,12,1996,105001,98415,98,66500,6217,18400,9674,4988
12/28/1996,12,1996,110175,115342,2269,81900,7183,17700,11722,5739
12/29/1996,12,1996,139275,144305,24658,89400,6127,18500,12719,4734
12/30/1996,12,1996,177331,181168,52097,94000,4771,19900,13331,4738
12/31/1996,12,1996,225094,227220,90600,96400,7250,20700,13650,4223
1/1/1997,1,1997,314657,318478,167813,94900,6265,21100,13451,4643
1/2/1997,1,1997,557208,555168,358527,106000,3561,21800,14927,4333
1/3/1997,1,1997,567086,561889,395140,113000,5699,24700,15858,5828
1/4/1997,1,1997,560341,557840,388647,103000,8413,44900,14528,3993
1/5/1997,1,1997,482525,480314,308350,98300,9244,54300,13903,3858
1/6/1997,1,1997,388826,382903,229550,93700,9623,41400,13291,3860
1/7/1997,1,1997,344379,344179,200852,86800,10767,37900,12373,3852
1/8/1997,1,1997,299653,317776,182555,84300,9881,33700,12041,4011
1/9/1997,1,1997,263041,286733,153255,84300,9508,32700,12041,3871
1/10/1997,1,1997,239378,256915,124952,84500,9073,31700,12068,3862
1/11/1997,1,1997,214141,230527,102050,83800,8107,29800,11974,5259
1/12/1997,1,1997,185397,201436,79250,81400,5916,28100,11655,7411
1/13/1997,1,1997,171004,179039,61390,80800,3469,26700,11575,4272
1/14/1997,1,1997,163045,166109,49701,80900,3468,25600,11589,3698
1/15/1997,1,1997,155093,158195,44057,79100,3288,25400,11349,3736
1/16/1997,1,1997,150121,151242,39504,76400,3368,25700,10990,3180
1/17/1997,1,1997,144306,144641,35451,73800,3320,25900,10644,2394
1/18/1997,1,1997,137141,138290,31412,71500,3368,25900,10339,1425
1/19/1997,1,1997,133123,133243,28284,70100,2699,26100,10152,395
1/20/1997,1,1997,129274,129098,24770,69400,2268,26400,10059,99
1/21/1997,1,1997,127496,126580,21658,69100,2542,26700,10019,97
1/22/1997,1,1997,139954,139492,21692,76500,3070,26700,11004,2614
1/23/1997,1,1997,212323,201628,58449,93100,6259,26900,13211,1142
1/24/1997,1,1997,223700,212515,71836,92600,10589,28000,13145,652
1/25/1997,1,1997,240309,226500,86012,93500,5868,29000,13265,91
1/26/1997,1,1997,281165,268271,115723,97500,5598,30000,13797,89
1/27/1997,1,1997,283009,268232,119925,96800,5457,31500,13703,90
1/28/1997,1,1997,267676,262844,115630,95100,8864,32600,13477,1324
1/29/1997,1,1997,269037,264352,116190,94600,11042,33300,13411,1471
1/30/1997,1,1997,254386,252612,109626,90400,10616,33600,12852,2319
1/31/1997,1,1997,237512,235656,99916,85200,9080,33600,12161,1140
2/1/1997,2,1997,216492,218603,88371,81900,7142,33600,11722,1211
2/2/1997,2,1997,200509,203858,77216,79400,6072,33800,11389,2449
2/3/1997,2,1997,189512,191898,67082,78300,5326,34100,11243,1486
2/4/1997,2,1997,179082,181295,57162,78200,4533,34500,11230,1313
2/5/1997,2,1997,170382,172307,48441,77300,4236,35600,11110,1254
2/6/1997,2,1997,163282,165211,40914,76600,3547,37600,11017,1258
2/7/1997,2,1997,158303,160224,35690,75500,2914,39700,10871,1250
2/8/1997,2,1997,152272,155229,30952,74200,2827,40800,10698,3203
2/9/1997,2,1997,144165,148904,26813,72000,2801,41000,10405,4985
2/10/1997,2,1997,140022,142838,23075,70300,2783,40500,10179,2883
2/11/1997,2,1997,134540,136269,18836,68700,2753,39900,9966,1796
2/12/1997,2,1997,125534,127256,13093,67200,2413,38600,9767,1789
2/13/1997,2,1997,112745,116215,7485,65400,2180,35300,9527,2632
2/14/1997,2,1997,105214,108711,5440,62900,2031,32600,9195,2659
2/15/1997,2,1997,99171,103062,4890,59100,1912,31500,8689,3053
2/16/1997,2,1997,93007,96711,4540,53900,1776,30900,7998,2866
2/17/1997,2,1997,87165,90961,4350,48500,1751,30700,7280,2958
2/18/1997,2,1997,82272,85881,4190,43600,1701,30800,6628,3229
2/19/1997,2,1997,79757,83238,3993,40800,1538,31600,6255,3101
2/20/1997,2,1997,79927,83322,3798,39000,1743,33700,6016,3016
2/21/1997,2,1997,77917,82734,3396,37500,1709,35300,5817,4388
2/22/1997,2,1997,82076,81649,2820,37200,1667,35400,5777,1380
2/23/1997,2,1997,81143,80517,2380,36800,1626,35400,5723,723
2/24/1997,2,1997,77552,78458,1956,35800,1544,35100,5590,235
2/25/1997,2,1997,74813,76355,1732,34800,1289,34700,5457,871
2/26/1997,2,1997,74711,76774,1450,36700,1191,33800,5710,1677
2/27/1997,2,1997,71546,75732,1345,36900,1162,32900,5737,3807
2/28/1997,2,1997,69814,74478,1220,36700,1128,32200,5710,4507
3/1/1997,3,1997,69138,73712,1130,37200,1070,31300,5777,4367
3/2/1997,3,1997,70831,71846,1660,36400,1064,29900,5670,4738
3/3/1997,3,1997,68613,70178,2050,35600,1252,28500,5564,5517
3/4/1997,3,1997,65130,67340,1740,34300,1200,27400,5391,3897
3/5/1997,3,1997,60947,63893,1280,32500,1182,26300,5152,4361
3/6/1997,3,1997,55345,58329,75,30200,1158,24300,4846,4396
3/7/1997,3,1997,48061,53412,80,27600,1126,22000,4500,6765
3/8/1997,3,1997,42928,49075,93,25300,1095,20000,4194,7261
3/9/1997,3,1997,38970,46283,100,24200,1016,18400,4048,7599
3/10/1997,3,1997,37635,44036,100,23700,884,16800,3981,6674
3/11/1997,3,1997,34672,41776,100,23000,824,15300,3888,7228
3/12/1997,3,1997,31478,39115,110,22400,619,13500,3808,7310
3/13/1997,3,1997,28448,36797,126,22000,578,11700,3755,7986
3/14/1997,3,1997,26417,34937,151,21500,593,10200,3689,8105
3/15/1997,3,1997,23957,32648,167,20500,590,9170,3556,8276
3/16/1997,3,1997,23087,31580,205,20300,566,8420,3529,8029
3/17/1997,3,1997,23766,31612,224,20800,597,8050,3595,7384
3/18/1997,3,1997,23604,32212,220,21900,567,7740,3742,8355
3/19/1997,3,1997,25945,34743,213,24800,561,7390,4127,8250
3/20/1997,3,1997,26386,34714,205,25200,588,7000,4181,7748
3/21/1997,3,1997,24362,32652,230,23300,588,6840,3928,7652
3/22/1997,3,1997,23619,31457,247,22300,634,6590,3795,7413
3/23/1997,3,1997,21651,30931,246,21900,661,6410,3742,8047
3/24/1997,3,1997,21770,30565,259,21700,733,6140,3715,7556
3/25/1997,3,1997,21488,29705,283,21200,728,5740,3649,6970
3/26/1997,3,1997,21032,28853,320,20700,711,5410,3582,6507
3/27/1997,3,1997,20542,28613,322,20700,807,5020,3582,6767
3/28/1997,3,1997,19604,28710,311,21000,881,4780,3622,7762
3/29/1997,3,1997,17783,27102,301,19600,896,4590,3436,7955
3/30/1997,3,1997,13894,25644,295,18300,770,4590,3263,10154
3/31/1997,3,1997,15918,25676,299,18400,692,4590,3276,8103
4/1/1997,4,1997,17053,25012,335,18100,637,4270,3236,6263
4/2/1997,4,1997,16291,24343,361,17700,638,4010,3183,6363
4/3/1997,4,1997,15453,23978,360,17400,635,3980,3143,6826
4/4/1997,4,1997,15456,23262,371,16900,593,3830,3077,6055
4/5/1997,4,1997,13059,22342,400,16200,548,3740,2984,7548
4/6/1997,4,1997,10672,21066,405,15000,559,3670,2824,8647
4/7/1997,4,1997,11025,20646,418,14700,551,3550,2784,7886
4/8/1997,4,1997,10153,19268,430,13600,521,3410,2638,7334
4/9/1997,4,1997,9429,19088,418,13600,503,3340,2638,7876
4/10/1997,4,1997,9158,18499,431,13100,489,3290,2571,7555
4/11/1997,4,1997,10346,18700,478,13200,527,3330,2585,6610
4/12/1997,4,1997,8474,18459,501,13000,607,3290,2558,8210
4/13/1997,4,1997,8677,18155,505,12900,528,3250,2545,7653
4/14/1997,4,1997,9603,17995,512,12600,506,3510,2505,6556
4/15/1997,4,1997,13537,17754,523,12000,584,3820,2425,2394
4/16/1997,4,1997,13013,17384,507,11500,589,4010,2359,2563
4/17/1997,4,1997,13622,18010,496,11200,563,5000,2319,2579
4/18/1997,4,1997,13849,18214,505,10800,567,5590,2265,2561
4/19/1997,4,1997,16574,18873,513,10800,658,5990,2265,2558
4/20/1997,4,1997,17677,19336,491,11200,683,5980,2319,2586
4/21/1997,4,1997,19140,20800,472,12900,564,5930,2545,2587
4/22/1997,4,1997,20869,22474,440,14800,509,5790,2797,2571
4/23/1997,4,1997,21359,22992,432,14900,622,6080,2811,2565
4/24/1997,4,1997,19611,23376,443,15000,605,6350,2824,2560
4/25/1997,4,1997,17617,22110,440,14000,558,6260,2691,2586
4/26/1997,4,1997,17105,21477,466,13500,579,6150,2625,2472
4/27/1997,4,1997,15325,19827,464,11900,571,6140,2412,2595
4/28/1997,4,1997,14269,18770,483,10800,579,6160,2265,2532
4/29/1997,4,1997,14187,18745,460,10900,546,6110,2279,2640
4/30/1997,4,1997,13783,18250,431,10600,512,6020,2239,2515
5/1/1997,5,1997,14130,18646,428,11100,521,5940,2305,2578
5/2/1997,5,1997,13403,17942,435,10600,476,5780,2239,2608
5/3/1997,5,1997,13049,17604,466,10400,463,5630,2212,2581
5/4/1997,5,1997,12880,17519,456,10400,491,5540,2212,2539
5/5/1997,5,1997,13071,17702,460,10200,489,5930,2186,2601
5/6/1997,5,1997,13013,17694,464,10000,495,6110,2159,2657
5/7/1997,5,1997,12268,17027,477,9400,555,5990,2079,2670
5/8/1997,5,1997,12235,17140,517,9480,532,6000,2090,2834
5/9/1997,5,1997,12515,17190,520,9600,509,5940,2106,2549
5/10/1997,5,1997,12233,17091,498,9470,522,5990,2089,2709
5/11/1997,5,1997,12728,17580,476,9750,503,6250,2126,2678
5/12/1997,5,1997,12809,17774,485,9960,488,6240,2154,2710
5/13/1997,5,1997,12808,17703,498,10300,455,5860,2199,2738
5/14/1997,5,1997,14339,18188,515,11000,427,5680,2292,2563
5/15/1997,5,1997,13829,17684,554,10900,398,5270,2279,2597
5/16/1997,5,1997,13308,17246,586,10800,440,4860,3013,2639
5/17/1997,5,1997,12538,16381,586,10400,439,4410,5137,2494
5/18/1997,5,1997,9151,15073,603,9360,459,4120,4832,3562
5/19/1997,5,1997,11742,15329,636,9750,437,3980,4947,1192
5/20/1997,5,1997,11906,15366,653,10000,387,3810,5020,1058
5/21/1997,5,1997,12148,15663,664,10400,410,3660,3472,1132
5/22/1997,5,1997,11810,16219,639,11000,412,3640,2292,1957
5/23/1997,5,1997,13217,17652,600,12400,429,3690,4042,1894
5/24/1997,5,1997,14684,18267,551,12900,453,3790,5870,2359
5/25/1997,5,1997,12653,19030,504,13900,454,3610,6163,5103
5/26/1997,5,1997,12696,20093,470,15100,412,3590,6514,6123
5/27/1997,5,1997,12178,20393,449,15600,408,3440,6661,6875
5/28/1997,5,1997,11482,20095,412,15400,453,3340,4184,7198
5/29/1997,5,1997,9878,19968,387,15200,463,3430,2851,7296
5/30/1997,5,1997,9172,19304,399,14600,409,3430,4504,7281
5/31/1997,5,1997,8969,18991,435,14300,437,3380,6280,7047
6/1/1997,6,1997,8211,18045,475,13500,378,3270,6046,6810
6/2/1997,6,1997,7843,17513,478,13000,435,3190,5899,6653
6/3/1997,6,1997,7866,17553,490,13000,432,3200,5899,6628
6/4/1997,6,1997,9082,17997,452,13400,453,3230,6016,6298
6/5/1997,6,1997,8742,17932,437,13200,455,3270,5958,6692
6/6/1997,6,1997,9323,18576,421,13900,440,3280,6163,6780
6/7/1997,6,1997,10575,18840,427,14300,429,3200,6280,5653
6/8/1997,6,1997,9515,17841,464,13500,434,2990,6046,5704
6/9/1997,6,1997,8622,17432,488,13200,396,2920,5958,5730
6/10/1997,6,1997,7910,16996,499,13000,387,2680,5899,5692
6/11/1997,6,1997,7944,17025,531,13200,347,2510,5958,5659
6/12/1997,6,1997,7327,17531,566,13700,348,2490,3862,6762
6/13/1997,6,1997,8141,18667,588,14800,361,2480,2797,7027
6/14/1997,6,1997,8140,18610,564,14700,374,2540,2784,6937
6/15/1997,6,1997,8274,19578,589,15500,398,2670,2891,7705
6/16/1997,6,1997,9578,20944,641,16800,353,2730,5545,7635
6/17/1997,6,1997,9172,21487,661,17500,346,2550,7218,8551
6/18/1997,6,1997,8879,21814,673,17900,352,2490,7335,9125
6/19/1997,6,1997,7626,20724,679,16900,315,2430,7042,9248
6/20/1997,6,1997,7481,20095,699,16300,300,2380,6866,8720
6/21/1997,6,1997,7173,19505,699,15700,347,2350,6690,8389
6/22/1997,6,1997,7447,19677,666,15800,392,2410,6719,8231
6/23/1997,6,1997,7180,19326,649,15400,420,2440,6602,8120
6/24/1997,6,1997,6705,18790,636,15100,359,2310,6514,8024
6/25/1997,6,1997,7377,19448,638,15800,371,2260,6719,8019
6/26/1997,6,1997,7873,20201,638,16600,403,2190,6954,8202
6/27/1997,6,1997,8214,20130,636,16500,379,2260,6925,7752
6/28/1997,6,1997,8180,20463,618,16900,384,2200,7042,8123
6/29/1997,6,1997,8882,21595,576,18000,402,2230,7364,8503
6/30/1997,6,1997,9918,23213,555,19600,390,2260,7833,9097
7/1/1997,7,1997,9191,23583,566,20100,365,2200,4702,10235
7/2/1997,7,1997,8460,23574,572,20300,347,2090,3529,10923
7/3/1997,7,1997,8135,23382,561,20300,343,1990,5893,11010
7/4/1997,7,1997,8210,23397,555,20400,366,1900,8067,10951
7/5/1997,7,1997,8096,23624,551,20700,376,1850,8155,11242
7/6/1997,7,1997,8397,23439,533,20500,409,1870,8097,10755
7/7/1997,7,1997,8290,23220,538,20200,467,1900,8009,10608
7/8/1997,7,1997,8408,22803,570,19900,426,1800,7921,10069
7/9/1997,7,1997,9922,22627,612,19700,421,1790,7862,8418
7/10/1997,7,1997,11351,22851,620,20000,421,1710,7950,7218
7/11/1997,7,1997,11352,23133,635,20300,441,1660,8038,7506
7/12/1997,7,1997,11780,23496,621,20700,383,1700,8155,7437
7/13/1997,7,1997,10930,23647,590,20800,420,1750,8184,8423
7/14/1997,7,1997,12648,23866,597,21000,411,1770,8243,6868
7/15/1997,7,1997,10865,23852,605,21100,381,1680,8272,8680
7/16/1997,7,1997,10046,23658,631,20900,372,1670,8214,9306
7/17/1997,7,1997,10078,23685,645,20900,366,1690,8214,9312
7/18/1997,7,1997,9560,23913,635,21200,392,1600,8302,10077
7/19/1997,7,1997,8743,23855,617,21200,395,1560,8302,10804
7/20/1997,7,1997,8721,23890,614,21200,376,1620,8302,10939
7/21/1997,7,1997,9110,24261,611,21500,411,1660,8390,10922
7/22/1997,7,1997,9490,24199,586,21500,393,1640,8390,10427
7/23/1997,7,1997,9367,24562,604,21900,381,1600,8507,10944
7/24/1997,7,1997,9935,24463,605,21700,400,1680,8448,10265
7/25/1997,7,1997,8945,24438,593,21700,386,1680,8448,11263
7/26/1997,7,1997,8749,24026,581,21300,395,1670,8331,11053
7/27/1997,7,1997,8703,24068,556,21300,425,1710,8331,11136
7/28/1997,7,1997,8788,24183,539,21300,428,1840,8331,11207
7/29/1997,7,1997,8196,23781,519,21000,407,1780,8243,11398
7/30/1997,7,1997,7878,23294,540,20600,399,1680,8126,11226
7/31/1997,7,1997,8532,23506,549,20800,391,1690,8184,10841
8/1/1997,8,1997,8096,23456,569,20700,353,1760,8155,11210
8/2/1997,8,1997,8162,23506,559,20700,356,1820,8155,11190
8/3/1997,8,1997,8285,23274,546,20500,379,1780,8097,10885
8/4/1997,8,1997,8179,23461,559,20700,384,1750,8155,11237
8/5/1997,8,1997,7984,23494,577,20800,380,1670,8184,11531
8/6/1997,8,1997,8048,23680,560,21000,394,1660,8243,11665
8/7/1997,8,1997,10201,24063,538,21400,401,1660,8360,9933
8/8/1997,8,1997,9084,23644,567,21000,383,1630,8243,10614
8/9/1997,8,1997,12358,23123,566,20500,373,1620,8097,6865
8/10/1997,8,1997,13987,23160,541,20400,395,1760,8067,5248
8/11/1997,8,1997,12966,21954,526,19100,393,1870,7686,5105
8/12/1997,8,1997,12253,21219,512,18400,379,1860,7481,5091
8/13/1997,8,1997,11967,20682,529,17900,375,1810,7335,4882
8/14/1997,8,1997,11410,20424,557,17600,381,1820,7247,5228
8/15/1997,8,1997,9218,19415,534,16600,406,1810,6954,6438
8/16/1997,8,1997,6659,19017,510,16200,404,1840,6837,8649
8/17/1997,8,1997,8550,19555,488,16600,416,1990,6954,7295
8/18/1997,8,1997,8978,20066,480,17000,425,2100,7071,7409
8/19/1997,8,1997,8228,19939,501,16900,407,2070,7042,8086
8/20/1997,8,1997,7785,19532,481,16600,417,1970,6954,8142
8/21/1997,8,1997,7427,19459,455,16500,417,2020,6925,8941
8/22/1997,8,1997,6825,20013,449,17000,433,2060,7071,10098
8/23/1997,8,1997,7309,21284,426,18300,437,2020,7452,10869
8/24/1997,8,1997,7908,22178,394,19200,483,2040,7716,11221
8/25/1997,8,1997,8699,22907,373,19900,463,2110,7921,11190
8/26/1997,8,1997,8960,22913,408,20000,425,2020,7950,10557
8/27/1997,8,1997,7434,22071,439,19200,412,1960,7716,11268
8/28/1997,8,1997,7249,21278,460,18400,429,1930,7481,10704
8/29/1997,8,1997,5839,20445,469,17600,436,1880,7247,11342
8/30/1997,8,1997,5178,19705,469,16900,397,1880,7042,11297
8/31/1997,8,1997,5027,19463,432,16600,432,1940,6954,11257
9/1/1997,9,1997,5093,19418,398,16500,439,2020,6925,11200
9/2/1997,9,1997,4788,19190,395,16300,420,2010,6866,11282
9/3/1997,9,1997,4902,18982,390,16200,408,1920,6837,11049
9/4/1997,9,1997,6965,18838,405,16100,392,1870,6807,8876
9/5/1997,9,1997,5699,19002,410,16300,387,1830,6866,10370
9/6/1997,9,1997,4979,19089,410,16300,376,1930,6866,11211
9/7/1997,9,1997,5255,19050,429,16200,370,1980,6837,10946
9/8/1997,9,1997,5153,19142,438,16200,330,2070,6837,11190
9/9/1997,9,1997,4776,18850,430,15900,348,2050,6749,11224
9/10/1997,9,1997,4897,18940,418,16000,344,2050,6778,11254
9/11/1997,9,1997,4446,18468,420,15600,347,1970,6661,11265
9/12/1997,9,1997,3735,17646,409,14700,359,2040,6397,11203
9/13/1997,9,1997,3215,17131,401,14200,368,2020,6251,11258
