Year,Month,Region,Flow
1995,4,Far West,90836.9
1995,5,Far West,98047.48387096774
1995,6,Far West,46754.03333333333
1995,7,Far West,26789.225806451614
1995,8,Far West,10875.774193548386
1995,9,Far West,19629.4
1995,10,Far West,11371.354838709678
1995,11,Far West,8383.366666666667
1995,12,Far West,27709.032258064515
1996,1,Far West,32144.354838709678
1996,2,Far West,126912.4827586207
1996,3,Far West,89147.80645161291
1996,4,Far West,42032.4
1996,5,Far West,46021.032258064515
1996,6,Far West,15269.733333333334
1996,7,Far West,9156.09677419355
1996,8,Far West,9592.258064516129
1996,9,Far West,7292.633333333333
1996,10,Far West,4768.967741935484
1996,11,Far West,10035.433333333332
1996,12,Far West,84409.87096774194
1997,1,Far West,262461.48387096776
1997,2,Far West,118675.89285714286
1997,3,Far West,33774.87096774193
1997,4,Far West,14212.866666666667
1997,5,Far West,12349.741935483871
1997,6,Far West,8306.666666666666
1997,7,Far West,9383.09677419355
1997,8,Far West,8717.838709677419
1997,9,Far West,3976.5
1997,10,Far West,4842
1997,11,Far West,10013.533333333333
1997,12,Far West,14613.677419354839
1998,1,Far West,68871.48387096774
1998,2,Far West,224704.0357142857
1998,3,Far West,104584.3870967742
1998,4,Far West,88661.23333333334
1998,5,Far West,67140.32258064517
1998,6,Far West,71643.16666666667
1998,7,Far West,31360.1935483871
1998,8,Far West,20010.25806451613
1998,9,Far West,20116.733333333334
1998,10,Far West,12297.387096774193
1998,11,Far West,20569.766666666666
1998,12,Far West,47241.290322580644
1999,1,Far West,38021.709677419356
1999,2,Far West,98804.35714285714
1999,3,Far West,69107.12903225806
1999,4,Far West,35493.8
1999,5,Far West,22229.290322580644
1999,6,Far West,13768.4
1999,7,Far West,10579
1999,8,Far West,6020.354838709677
1999,9,Far West,4831.6
1999,10,Far West,4280.096774193548
1999,11,Far West,6804.166666666667
1999,12,Far West,10467.290322580646
2000,1,Far West,21545.58064516129
2000,2,Far West,94092.27586206897
2000,3,Far West,87838.35483870968
2000,4,Far West,27294.3
2000,5,Far West,22146.129032258064
2000,6,Far West,8942.4
2000,7,Far West,9220.645161290322
2000,8,Far West,6098.193548387097
2000,9,Far West,4662.633333333333
2000,10,Far West,5736.580645161291
2000,11,Far West,4742.9
2000,12,Far West,5996.612903225807
2001,1,Far West,15211.451612903225
2001,2,Far West,19567.928571428572
2001,3,Far West,23427.387096774193
2001,4,Far West,12219.066666666668
2001,5,Far West,9706.838709677419
2001,6,Far West,7509.2
2001,7,Far West,4722.774193548387
2001,8,Far West,3226.8387096774195
2001,9,Far West,4165.266666666666
2001,10,Far West,4275.580645161291
2001,11,Far West,8213
2001,12,Far West,24737.25806451613
2002,1,Far West,38731.41935483871
2002,2,Far West,12029.67857142857
2002,3,Far West,16982.129032258064
2002,4,Far West,11943.233333333334
2002,5,Far West,13554.225806451614
2002,6,Far West,7461.766666666666
2002,7,Far West,5731.8387096774195
2002,8,Far West,3848.5806451612902
2002,9,Far West,4168.933333333333
2002,10,Far West,4203.258064516129
2002,11,Far West,7333.1
2002,12,Far West,28885.8064516129
2003,1,Far West,51440.93548387097
2003,2,Far West,29622.85714285714
2003,3,Far West,15779.612903225807
2003,4,Far West,22053.866666666665
2003,5,Far West,41937.74193548387
2003,6,Far West,11802
2003,7,Far West,9703.161290322581
2003,8,Far West,6928.225806451613
2003,9,Far West,3486.6
2003,10,Far West,4304.677419354839
2003,11,Far West,6625.466666666666
2003,12,Far West,23855.645161290322
2004,1,Far West,32138.1935483871
2004,2,Far West,68091.27586206897
2004,3,Far West,56299.54838709677
2004,4,Far West,22006.5
2004,5,Far West,12425.516129032258
2004,6,Far West,5726.633333333333
2004,7,Far West,7378.1612903225805
2004,8,Far West,5252.5161290322585
2004,9,Far West,4700.966666666666
2004,10,Far West,8517.387096774193
2004,11,Far West,6708.166666666667
2004,12,Far West,12451.193548387097
2005,1,Far West,33624
2005,2,Far West,24932.928571428572
2005,3,Far West,38557.967741935485
2005,4,Far West,29903.033333333333
2005,5,Far West,50999.16129032258
2005,6,Far West,27968.066666666666
2005,7,Far West,9441.064516129032
2005,8,Far West,5632.193548387097
2005,9,Far West,7051
2005,10,Far West,4467.193548387097
2005,11,Far West,5008.666666666667
2005,12,Far West,42829
2006,1,Far West,145921.06451612903
2006,2,Far West,52129.107142857145
2006,3,Far West,115393.32258064517
2006,4,Far West,179437.63333333333
2006,5,Far West,81325.80645161291
2006,6,Far West,35325.2
2006,7,Far West,10261.290322580646
2006,8,Far West,8175.870967741936
2006,9,Far West,7920.166666666667
2006,10,Far West,3987.548387096774
2006,11,Far West,5230.6
2006,12,Far West,9019.354838709678
2007,1,Far West,8242.709677419354
2007,2,Far West,21234.428571428572
2007,3,Far West,14003.967741935483
2007,4,Far West,11306.233333333334
2007,5,Far West,9379.806451612903
2007,6,Far West,7846.5
2007,7,Far West,5360.806451612903
2007,8,Far West,3737.1290322580644
2007,9,Far West,4517.166666666667
2007,10,Far West,3683
2007,11,Far West,4290.9
2007,12,Far West,7185.580645161291
2008,1,Far West,24560.064516129034
2008,2,Far West,24128.172413793105
2008,3,Far West,12220.193548387097
2008,4,Far West,9540
2008,5,Far West,8214.838709677419
2008,6,Far West,7332.4
2008,7,Far West,3674.3870967741937
2008,8,Far West,3074.032258064516
2008,9,Far West,4071.6666666666665
2008,10,Far West,3186.0967741935483
2008,11,Far West,5817.733333333334
2008,12,Far West,7113.419354838709
2009,1,Far West,6306.096774193548
2009,2,Far West,22752.64285714286
2009,3,Far West,19926.870967741936
2009,4,Far West,12039.766666666666
2009,5,Far West,15884.967741935483
2009,6,Far West,8064.633333333333
2009,7,Far West,5214.258064516129
2009,8,Far West,4238.129032258064
2009,9,Far West,3887.0333333333333
2009,10,Far West,6365.032258064516
2009,11,Far West,4654.4
2009,12,Far West,6370.774193548387
2010,1,Far West,26955
2010,2,Far West,29982.14285714286
2010,3,Far West,17121.483870967742
2010,4,Far West,24604.466666666667
2010,5,Far West,20681.74193548387
2010,6,Far West,16524.966666666667
2010,7,Far West,6700.8387096774195
2010,8,Far West,4003.935483870968
2010,9,Far West,5885.266666666666
2010,10,Far West,5473.258064516129
2010,11,Far West,7020.866666666667
2010,12,Far West,48138.06451612903
2011,1,Far West,39475.77419354839
2011,2,Far West,28251
2011,3,Far West,104134.74193548386
2011,4,Far West,85043.33333333333
2011,5,Far West,47059.12903225807
2011,6,Far West,42036.86666666667
2011,7,Far West,17654.516129032258
2011,8,Far West,8863.322580645161
2011,9,Far West,12205.8
2011,10,Far West,12077.290322580646
2011,11,Far West,8269.4
2011,12,Far West,5372.709677419355
2012,1,Far West,11417.387096774193
2012,2,Far West,10796.862068965518
2012,3,Far West,20114.41935483871
2012,4,Far West,27781.933333333334
2012,5,Far West,12492.806451612903
2012,6,Far West,8305.766666666666
2012,7,Far West,7534.709677419355
2012,8,Far West,4641.419354838709
2012,9,Far West,4886.8
2012,10,Far West,4476.903225806452
2012,11,Far West,6291.7
2012,12,Far West,48250.87096774193
2013,1,Far West,22289.451612903227
2013,2,Far West,13428.82142857143
2013,3,Far West,9626.90322580645
2013,4,Far West,12865.7
2013,5,Far West,10067.870967741936
2013,6,Far West,7902.033333333334
2013,7,Far West,5443.548387096775
2013,8,Far West,5083.677419354839
2013,9,Far West,5591.766666666666
2013,10,Far West,4273.5161290322585
2013,11,Far West,5567.966666666666
2013,12,Far West,4951.193548387097
2014,1,Far West,4780.419354838709
2014,2,Far West,11061.035714285714
2014,3,Far West,12723.129032258064
2014,4,Far West,7912.733333333334
2014,5,Far West,4174.387096774193
2014,6,Far West,5406.033333333334
2014,7,Far West,4084.967741935484
2014,8,Far West,3418.6129032258063
2014,9,Far West,3201.0666666666666
2014,10,Far West,4720.612903225807
2014,11,Far West,5433.7
2014,12,Far West,33506.93548387097
2015,1,Far West,6051.354838709677
2015,2,Far West,16257.535714285714
2015,3,Far West,5988.741935483871
2015,4,Far West,6818.266666666666
2015,5,Far West,5908.903225806452
2015,6,Far West,4796.466666666666
2015,7,Far West,4763.580645161291
2015,8,Far West,4470.064516129032
2015,9,Far West,4825.733333333334
2015,10,Far West,4737.580645161291
2015,11,Far West,4769.066666666667
2015,12,Far West,9248.612903225807
2016,1,Far West,27636.225806451614
2016,2,Far West,17844.344827586207
2016,3,Far West,63654.354838709674
2016,4,Far West,20873.9
2016,5,Far West,12154.129032258064
2016,6,Far West,7049.033333333334
2016,7,Far West,8252.032258064517
2016,8,Far West,6195.193548387097
2016,9,Far West,5189.766666666666
2016,10,Far West,7614.935483870968
2016,11,Far West,8668.966666666667
2016,12,Far West,35362.45161290323
2017,1,Far West,143948.4516129032
2017,2,Far West,269002.46428571426
2017,3,Far West,124338.6129032258
2017,4,Far West,106997.46666666666
2017,5,Far West,65149.32258064516
2017,6,Far West,28121.3
2017,7,Far West,9651.225806451614
2017,8,Far West,10235.935483870968
2017,9,Far West,12936.733333333334
2017,10,Far West,9340.58064516129
2017,11,Far West,9046.366666666667
2017,12,Far West,6841.129032258064
2018,1,Far West,16992
2018,2,Far West,11570.25
2018,3,Far West,28192.677419354837
2018,4,Far West,41906.1
2018,5,Far West,12687.193548387097
2018,6,Far West,7317.6
2018,7,Far West,6651.774193548387
2018,8,Far West,5759.806451612903
2018,9,Far West,6078.266666666666
2018,10,Far West,5005.709677419355
2018,11,Far West,7894.5
2018,12,Far West,10077.41935483871
2019,1,Far West,32308.774193548386
2019,2,Far West,81926.89285714286
2019,3,Far West,120729.93548387097
2019,4,Far West,85681.56666666667
2019,5,Far West,50116.74193548387
2019,6,Far West,32967.03333333333
2019,7,Far West,7633.677419354839
2019,8,Far West,11687.064516129032
2019,9,Far West,12471.733333333334
2019,10,Far West,13226.645161290322
2019,11,Far West,6787.633333333333
2019,12,Far West,14507.58064516129
2020,1,Far West,12917.645161290322
2020,2,Far West,11768.068965517241
2020,3,Far West,10325.483870967742
2020,4,Far West,11383.6
2020,5,Far West,9053.935483870968
2020,6,Far West,7108.266666666666
2020,7,Far West,4526.612903225807
2020,8,Far West,3395.6129032258063
2020,9,Far West,4271.6
1970,1,North,159746.35483870967
1970,2,North,89588.64285714286
1970,3,North,39639.290322580644
1970,4,North,7979.6
1970,5,North,7369.322580645161
1970,6,North,5265.666666666667
1970,7,North,6022.451612903225
1970,8,North,7462.548387096775
1970,9,North,10305.866666666667
1970,10,North,8384.322580645161
1970,11,North,18408.433333333334
1970,12,North,66515.12903225806
1971,1,North,51085.45161290323
1971,2,North,25267.964285714286
1971,3,North,25554.032258064515
1971,4,North,32677.6
1971,5,North,21481.90322580645
1971,6,North,16534.033333333333
1971,7,North,11539.612903225807
1971,8,North,12737.483870967742
1971,9,North,14457.033333333333
1971,10,North,8849.548387096775
1971,11,North,8842.366666666667
1971,12,North,14564.677419354839
1972,1,North,12325.354838709678
1972,2,North,13645.344827586207
1972,3,North,16673.1935483871
1972,4,North,6914.366666666667
1972,5,North,6345.709677419355
1972,6,North,6709.933333333333
1972,7,North,7298.935483870968
1972,8,North,7935.870967741936
1972,9,North,9253.066666666668
1972,10,North,9156.612903225807
1972,11,North,18228.066666666666
1972,12,North,20691.935483870966
1973,1,North,82652.58064516129
1973,2,North,76564.17857142857
1973,3,North,56685.290322580644
1973,4,North,13382.666666666666
1973,5,North,9195.612903225807
1973,6,North,8114.2
1973,7,North,8867.225806451614
1973,8,North,8262.258064516129
1973,9,North,9627.966666666667
1973,10,North,9812.967741935483
1973,11,North,50763.4
1973,12,North,63200.74193548387
1974,1,North,115628.64516129032
1974,2,North,50575.75
1974,3,North,64464.032258064515
1974,4,North,94217.9
1974,5,North,18718.483870967742
1974,6,North,14241.533333333333
1974,7,North,12750.322580645161
1974,8,North,14449.967741935483
1974,9,North,14951.733333333334
1974,10,North,11798.322580645161
1974,11,North,13237.5
1974,12,North,18746.83870967742
1975,1,North,11524.967741935483
1975,2,North,44985.71428571428
1975,3,North,52466.8064516129
1975,4,North,25726.166666666668
1975,5,North,18911.516129032258
1975,6,North,13658.3
1975,7,North,9659.451612903225
1975,8,North,10796.161290322581
1975,9,North,11694.133333333333
1975,10,North,11432.258064516129
1975,11,North,13337.866666666667
1975,12,North,15478.870967741936
1976,1,North,8362.774193548386
1976,2,North,7032.517241379311
1976,3,North,8150.774193548387
1976,4,North,6814.4
1976,5,North,4981.645161290323
1976,6,North,4601.433333333333
1976,7,North,5230.709677419355
1976,8,North,6473.387096774193
1976,9,North,6217.1
1976,10,North,3310.8709677419356
1976,11,North,3119.766666666667
1976,12,North,2890.064516129032
1977,1,North,4971.935483870968
1977,2,North,3689.035714285714
1977,3,North,2486.2580645161293
1977,4,North,1616.2333333333333
1977,5,North,2990.1612903225805
1977,6,North,1794.8
1977,7,North,2565.3225806451615
1977,8,North,2286.0967741935483
1977,9,North,2107.633333333333
1977,10,North,578.1290322580645
1977,11,North,2529.233333333333
1977,12,North,6759.193548387097
1978,1,North,58011.87096774193
1978,2,North,45184.32142857143
1978,3,North,65669.35483870968
1978,4,North,34486.566666666666
1978,5,North,16980.387096774193
1978,6,North,5829.3
1978,7,North,6818.967741935484
1978,8,North,8146.741935483871
1978,9,North,9922.9
1978,10,North,6223.935483870968
1978,11,North,6791.8
1978,12,North,6830.8387096774195
1979,1,North,19398.064516129034
1979,2,North,29968.035714285714
1979,3,North,24972.677419354837
1979,4,North,11729.033333333333
1979,5,North,9995.612903225807
1979,6,North,5510
1979,7,North,8548.870967741936
1979,8,North,7947.903225806452
1979,9,North,7479.666666666667
1979,10,North,6676.096774193548
1979,11,North,8624.9
1979,12,North,14973.90322580645
1980,1,North,91661.96774193548
1980,2,North,91837.20689655172
1980,3,North,65007.709677419356
1980,4,North,17894.866666666665
1980,5,North,11764.838709677419
1980,6,North,10487.9
1980,7,North,9408.41935483871
1980,8,North,7417.612903225807
1980,9,North,8413.566666666668
1980,10,North,5927.225806451613
1980,11,North,7077
1980,12,North,9538.806451612903
1981,1,North,14796.935483870968
1981,2,North,20969.14285714286
1981,3,North,21260.387096774193
1981,4,North,12313.166666666666
1981,5,North,7716.096774193548
1981,6,North,4464.566666666667
1981,7,North,7528.096774193548
1981,8,North,7363.870967741936
1981,9,North,6229.8
1981,10,North,4829.709677419355
1981,11,North,30578.933333333334
1981,12,North,77399.51612903226
1982,1,North,77810.3870967742
1982,2,North,77529.78571428571
1982,3,North,60059.3870967742
1982,4,North,104469.73333333334
1982,5,North,35530.16129032258
1982,6,North,18753.1
1982,7,North,9250.58064516129
1982,8,North,11444.064516129032
1982,9,North,15341.133333333333
1982,10,North,11369.290322580646
1982,11,North,25056.166666666668
1982,12,North,62008.32258064516
1983,1,North,62839.6129032258
1983,2,North,129005.96428571429
1983,3,North,198930.1935483871
1983,4,North,69589.13333333333
1983,5,North,56401.967741935485
1983,6,North,41174.1
1983,7,North,23222.032258064515
1983,8,North,14586.645161290322
1983,9,North,14827
1983,10,North,12669.193548387097
1983,11,North,46713.8
1983,12,North,116235.48387096774
1984,1,North,64894.1935483871
1984,2,North,28665.689655172413
1984,3,North,27413.25806451613
1984,4,North,13505.933333333332
1984,5,North,9306.129032258064
1984,6,North,7496.933333333333
1984,7,North,12007.129032258064
1984,8,North,10148.645161290322
1984,9,North,9816.166666666666
1984,10,North,7137.645161290323
1984,11,North,22523.8
1984,12,North,28474
1985,1,North,13658
1985,2,North,15315.75
1985,3,North,10088.032258064517
1985,4,North,6303.333333333333
1985,5,North,7197.129032258064
1985,6,North,6946.7
1985,7,North,8029.064516129032
1985,8,North,6358.548387096775
1985,9,North,5852.2
1985,10,North,4902.903225806452
1985,11,North,6181.933333333333
1985,12,North,10512.258064516129
1986,1,North,14946.967741935483
1986,2,North,176368.7857142857
1986,3,North,123709.87096774194
1986,4,North,22650.733333333334
1986,5,North,8594.677419354839
1986,6,North,5261.1
1986,7,North,8679.935483870968
1986,8,North,7569.451612903225
1986,9,North,11459.233333333334
1986,10,North,9558.483870967742
1986,11,North,6426.4
1986,12,North,7571.806451612903
1987,1,North,10919.354838709678
1987,2,North,15097.42857142857
1987,3,North,18183.451612903227
1987,4,North,6117.766666666666
1987,5,North,4965.290322580645
1987,6,North,4022.0333333333333
1987,7,North,7440.290322580645
1987,8,North,7092.741935483871
1987,9,North,5412.5
1987,10,North,4969.322580645161
1987,11,North,3914.3333333333335
1987,12,North,9413.290322580646
1988,1,North,22021.83870967742
1988,2,North,6348.758620689655
1988,3,North,5708.4838709677415
1988,4,North,10091.1
1988,5,North,6171.387096774193
1988,6,North,4779.866666666667
1988,7,North,7086.8387096774195
1988,8,North,6278.612903225807
1988,9,North,5350.166666666667
1988,10,North,4050.516129032258
1988,11,North,6284.733333333334
1988,12,North,6849.290322580645
1989,1,North,6888.806451612903
1989,2,North,6764.535714285715
1989,3,North,36950.93548387097
1989,4,North,14950.466666666667
1989,5,North,7785.451612903225
1989,6,North,7040.033333333334
1989,7,North,10000.90322580645
1989,8,North,9851.612903225807
1989,9,North,9379.2
1989,10,North,7921.774193548387
1989,11,North,8246.166666666666
1989,12,North,8238.290322580646
1990,1,North,13314.032258064517
1990,2,North,8220.142857142857
1990,3,North,6845.774193548387
1990,4,North,8528.133333333333
1990,5,North,5189.451612903225
1990,6,North,4425.366666666667
1990,7,North,6274.064516129032
1990,8,North,6660.5161290322585
1990,9,North,4311.333333333333
1990,10,North,2804.483870967742
1990,11,North,3213.8333333333335
1990,12,North,5529.1612903225805
1991,1,North,4015.7096774193546
1991,2,North,4502.25
1991,3,North,22801.967741935485
1991,4,North,5804.9
1991,5,North,3246.5806451612902
1991,6,North,3988.9666666666667
1991,7,North,3481.8064516129034
1991,8,North,3624.7096774193546
1991,9,North,4243.2
1991,10,North,4295.451612903225
1991,11,North,2504.1
1991,12,North,4603.322580645161
1992,1,North,5654.580645161291
1992,2,North,23832.896551724138
1992,3,North,17311.83870967742
1992,4,North,6882.5
1992,5,North,2610.1935483870966
1992,6,North,3582.3
1992,7,North,2602.967741935484
1992,8,North,3048.8709677419356
1992,9,North,4142.2
1992,10,North,2236.7741935483873
1992,11,North,2168.733333333333
1992,12,North,7702.129032258064
1993,1,North,50875.32258064516
1993,2,North,49393.67857142857
1993,3,North,55607.354838709674
1993,4,North,38867.03333333333
1993,5,North,19894.16129032258
1993,6,North,22793.933333333334
1993,7,North,10776.90322580645
1993,8,North,11788.612903225807
1993,9,North,8383.133333333333
1993,10,North,7604.612903225807
1993,11,North,7046.3
1993,12,North,12452.258064516129
1994,1,North,10773.774193548386
1994,2,North,17906.428571428572
1994,3,North,10538.09677419355
1994,4,North,6347.1
1994,5,North,6116.580645161291
1994,6,North,2931.133333333333
1994,7,North,5739.741935483871
1994,8,North,5463.580645161291
1994,9,North,7390.566666666667
1994,10,North,3440.6451612903224
1994,11,North,5116.066666666667
1994,12,North,10470.774193548386
1995,1,North,96066.93548387097
1995,2,North,64662
1995,3,North,165394.25806451612
1995,4,North,61171.13333333333
1995,5,North,66622
1995,6,North,32019
1995,7,North,22859.09677419355
1995,8,North,10102.806451612903
1995,9,North,14140.833333333334
1995,10,North,7408.935483870968
1995,11,North,6361.233333333334
1995,12,North,21450.41935483871
1996,1,North,30744.677419354837
1996,2,North,102046.4827586207
1996,3,North,63578.8064516129
1996,4,North,31446.433333333334
1996,5,North,34704.16129032258
1996,6,North,15800.8
1996,7,North,11358.41935483871
1996,8,North,11945.967741935483
1996,9,North,9636.933333333332
1996,10,North,6697.419354838709
1996,11,North,11070.233333333334
1996,12,North,60605.096774193546
1997,1,North,203149.5483870968
1997,2,North,69519.17857142857
1997,3,North,20477.8064516129
1997,4,North,10939.666666666666
1997,5,North,7823.4838709677415
1997,6,North,8745.566666666668
1997,7,North,12357.193548387097
1997,8,North,10623.741935483871
1997,9,North,7465
1997,10,North,7112.709677419355
1997,11,North,9912.4
1997,12,North,18825.935483870966
1998,1,North,57805.16129032258
1998,2,North,173724.42857142858
1998,3,North,72844.03225806452
1998,4,North,56202.96666666667
1998,5,North,41862.48387096774
1998,6,North,50100.666666666664
1998,7,North,19446.322580645163
1998,8,North,15206.645161290322
1998,9,North,19396.1
1998,10,North,12745.935483870968
1998,11,North,17597.166666666668
1998,12,North,37915.8064516129
1999,1,North,29402.064516129034
1999,2,North,72575.07142857143
1999,3,North,56528.903225806454
1999,4,North,27261.233333333334
1999,5,North,15744.129032258064
1999,6,North,9678.3
1999,7,North,13089.354838709678
1999,8,North,10160.806451612903
1999,9,North,8818.533333333333
1999,10,North,6384.1612903225805
1999,11,North,8274.166666666666
1999,12,North,11014.516129032258
2000,1,North,19784.129032258064
2000,2,North,78434.44827586207
2000,3,North,72174.83870967742
2000,4,North,22642.5
2000,5,North,16189.870967741936
2000,6,North,9957.7
2000,7,North,12089.354838709678
2000,8,North,9907.677419354839
2000,9,North,8424.2
2000,10,North,8324.741935483871
2000,11,North,6969.266666666666
2000,12,North,7633.064516129032
2001,1,North,12806.354838709678
2001,2,North,18754.035714285714
2001,3,North,22600.516129032258
2001,4,North,10147.533333333333
2001,5,North,6598.709677419355
2001,6,North,7491.266666666666
2001,7,North,7807.806451612903
2001,8,North,6938.903225806452
2001,9,North,6205.133333333333
2001,10,North,4156.677419354839
2001,11,North,7476.766666666666
2001,12,North,24116.90322580645
2002,1,North,39049.8064516129
2002,2,North,14945.32142857143
2002,3,North,17892.032258064515
2002,4,North,11415.966666666667
2002,5,North,9684.967741935483
2002,6,North,7311.466666666666
2002,7,North,10033.677419354839
2002,8,North,9000.870967741936
2002,9,North,6950.033333333334
2002,10,North,5237.1612903225805
2002,11,North,6794.1
2002,12,North,26106.290322580644
2003,1,North,50682.903225806454
2003,2,North,31795.64285714286
2003,3,North,19980.483870967742
2003,4,North,19207.466666666667
2003,5,North,35377.12903225807
2003,6,North,14520.666666666666
2003,7,North,12711
2003,8,North,10794.870967741936
2003,9,North,8388.466666666667
2003,10,North,5427.129032258064
2003,11,North,6962
2003,12,North,24885.90322580645
2004,1,North,34069.903225806454
2004,2,North,65203.379310344826
2004,3,North,55300.967741935485
2004,4,North,19541.5
2004,5,North,9231
2004,6,North,8141.533333333334
2004,7,North,11099.451612903225
2004,8,North,9511.612903225807
2004,9,North,7685.433333333333
2004,10,North,7431.1612903225805
2004,11,North,6872
2004,12,North,13651.838709677419
2005,1,North,32018.83870967742
2005,2,North,21843.321428571428
2005,3,North,27099.58064516129
2005,4,North,19077.066666666666
2005,5,North,34182.51612903226
2005,6,North,22529.4
2005,7,North,11566.741935483871
2005,8,North,9685.741935483871
2005,9,North,10282.633333333333
2005,10,North,7477.419354838709
2005,11,North,7458.966666666666
2005,12,North,39791.967741935485
2006,1,North,122165.45161290323
2006,2,North,44126.21428571428
2006,3,North,91728.12903225806
2006,4,North,129250.33333333333
2006,5,North,45966.06451612903
2006,6,North,22182.866666666665
2006,7,North,10602.709677419354
2006,8,North,10748.129032258064
2006,9,North,10124.233333333334
2006,10,North,5844.096774193548
2006,11,North,6301.333333333333
2006,12,North,12283.354838709678
2007,1,North,10470
2007,2,North,19130.785714285714
2007,3,North,14439.258064516129
2007,4,North,10685.8
2007,5,North,6355.8387096774195
2007,6,North,6811.6
2007,7,North,10133.290322580646
2007,8,North,8938.677419354839
2007,9,North,7948.2
2007,10,North,5077.258064516129
2007,11,North,4648.266666666666
2007,12,North,7944.451612903225
2008,1,North,20574.677419354837
2008,2,North,22789.51724137931
2008,3,North,11070.451612903225
2008,4,North,7584.266666666666
2008,5,North,6074.4838709677415
2008,6,North,6008.6
2008,7,North,5686.258064516129
2008,8,North,4735.4838709677415
2008,9,North,4722.4
2008,10,North,3363.8387096774195
2008,11,North,5708
2008,12,North,5727.322580645161
2009,1,North,7226.5161290322585
2009,2,North,18735.071428571428
2009,3,North,19546.8064516129
2009,4,North,10963.666666666666
2009,5,North,12629.225806451614
2009,6,North,6853.5
2009,7,North,10006.967741935483
2009,8,North,7746.225806451613
2009,9,North,5551.933333333333
2009,10,North,5439.774193548387
2009,11,North,4710.933333333333
2009,12,North,6928.967741935484
2010,1,North,24060
2010,2,North,27421.321428571428
2010,3,North,16607.290322580644
2010,4,North,16334.3
2010,5,North,13276.935483870968
2010,6,North,14559.3
2010,7,North,9595.387096774193
2010,8,North,8893
2010,9,North,8931.433333333332
2010,10,North,6675.096774193548
2010,11,North,7500.4
2010,12,North,39627.87096774193
2011,1,North,30034.612903225807
2011,2,North,21610.428571428572
2011,3,North,78223.19354838709
2011,4,North,52288.73333333333
2011,5,North,30247.16129032258
2011,6,North,34053.53333333333
2011,7,North,15542.677419354839
2011,8,North,9781.612903225807
2011,9,North,12425.233333333334
2011,10,North,11799.774193548386
2011,11,North,6772.7
2011,12,North,10890.677419354839
2012,1,North,12030.322580645161
2012,2,North,10291.137931034482
2012,3,North,16092.935483870968
2012,4,North,21001.4
2012,5,North,10135.967741935483
2012,6,North,8561.1
2012,7,North,10982.548387096775
2012,8,North,9507.129032258064
2012,9,North,8018.066666666667
2012,10,North,5700.064516129032
2012,11,North,6579.8
2012,12,North,42037.032258064515
2013,1,North,19920
2013,2,North,12641.67857142857
2013,3,North,10678.483870967742
2013,4,North,9956.4
2013,5,North,8396.516129032258
2013,6,North,7532.866666666667
2013,7,North,9316.645161290322
2013,8,North,9356.58064516129
2013,9,North,6853.733333333334
2013,10,North,4269.193548387097
2013,11,North,5167.266666666666
2013,12,North,5860.580645161291
2014,1,North,4536
2014,2,North,8313.142857142857
2014,3,North,12350.774193548386
2014,4,North,7678.933333333333
2014,5,North,3705.9032258064517
2014,6,North,4649.833333333333
2014,7,North,3843.2258064516127
2014,8,North,3370.516129032258
2014,9,North,3399.3333333333335
2014,10,North,2442.6451612903224
2014,11,North,3652.9
2014,12,North,31155.677419354837
2015,1,North,8545.741935483871
2015,2,North,15837.642857142857
2015,3,North,6152.129032258064
2015,4,North,4959.7
2015,5,North,4581.870967741936
2015,6,North,3487.366666666667
2015,7,North,3061.935483870968
2015,8,North,3396
2015,9,North,3258.0333333333333
2015,10,North,2710.967741935484
2015,11,North,2473.266666666667
2015,12,North,7105.709677419355
2016,1,North,23448.129032258064
2016,2,North,17266.51724137931
2016,3,North,55592.354838709674
2016,4,North,16398.433333333334
2016,5,North,9945.548387096775
2016,6,North,8210
2016,7,North,10316.870967741936
2016,8,North,10287.258064516129
2016,9,North,8774.333333333334
2016,10,North,6490.774193548387
2016,11,North,9766.233333333334
2016,12,North,35587.74193548387
2017,1,North,118087.87096774194
2017,2,North,220341.35714285713
2017,3,North,81669.67741935483
2017,4,North,72797.5
2017,5,North,42268.87096774193
2017,6,North,20716.233333333334
2017,7,North,8011.677419354839
2017,8,North,11069.645161290322
2017,9,North,13335.533333333333
2017,10,North,10341.870967741936
2017,11,North,10170.7
2017,12,North,10645.41935483871
2018,1,North,15095.806451612903
2018,2,North,10373.214285714286
2018,3,North,22369.032258064515
2018,4,North,30163.2
2018,5,North,8136.5161290322585
2018,6,North,7439.5
2018,7,North,7534.677419354839
2018,8,North,9725.709677419354
2018,9,North,9206.166666666666
2018,10,North,6024.741935483871
2018,11,North,6567.333333333333
2018,12,North,11920.41935483871
2019,1,North,28357.645161290322
2019,2,North,62746
2019,3,North,93710.64516129032
2019,4,North,63430.36666666667
2019,5,North,31128.25806451613
2019,6,North,22966.7
2019,7,North,9893.258064516129
2019,8,North,11293.258064516129
2019,9,North,12147.233333333334
2019,10,North,7984.322580645161
2019,11,North,5608.8
2019,12,North,15770.806451612903
2020,1,North,12966.064516129032
2020,2,North,10330.48275862069
2020,3,North,9205.90322580645
2020,4,North,8762.266666666666
2020,5,North,6749.580645161291
2020,6,North,6123.233333333334
2020,7,North,5925.741935483871
2020,8,North,5925.677419354839
2020,9,North,5003.233333333334
1970,1,South,33001.12903225807
1970,2,South,21701.60714285714
1970,3,South,16340.774193548386
1970,4,South,3144.9
1970,5,South,3560.1935483870966
