"Model","Region","Response","op","Predictor","Effect","se","pvalue"
"Lower trophic level aggregates","North","din_1","~~","pzoop_1",0.2341,0,NA
"Lower trophic level aggregates","North","din_1","~~","corbic_1",-0.1171,0,NA
"Lower trophic level aggregates","North","din_1","~~","flow",-0.3654,0,NA
"Lower trophic level aggregates","North","din_1","~~","temp",0.1382,0,NA
"Lower trophic level aggregates","North","din_1","~~","turbid",0.0951,0,NA
"Lower trophic level aggregates","North","din_1","~~","chla_1",-0.1466,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","hzoop_1",1,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","pzoop_1",0.1273,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","corbic_1",-0.0044,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","flow",0.2217,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","temp",-0.0284,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","turbid",-0.0328,0,NA
"Lower trophic level aggregates","North","hzoop_1","~~","chla_1",0.0038,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","pzoop_1",1,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","corbic_1",-0.1373,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","flow",-0.2681,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","temp",0.1705,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","turbid",0.0537,0,NA
"Lower trophic level aggregates","North","pzoop_1","~~","chla_1",0.1087,0,NA
"Lower trophic level aggregates","North","corbic_1","~~","corbic_1",1,0,NA
"Lower trophic level aggregates","North","corbic_1","~~","flow",0.0611,0,NA
"Lower trophic level aggregates","North","corbic_1","~~","temp",-0.1698,0,NA
"Lower trophic level aggregates","North","corbic_1","~~","turbid",-0.1016,0,NA
"Lower trophic level aggregates","North","corbic_1","~~","chla_1",-0.0671,0,NA
"Lower trophic level aggregates","North","flow","~~","flow",1,0,NA
"Lower trophic level aggregates","North","flow","~~","temp",-0.2115,0,NA
"Lower trophic level aggregates","North","flow","~~","turbid",0.0625,0,NA
"Lower trophic level aggregates","North","flow","~~","chla_1",-0.0082,0,NA
"Lower trophic level aggregates","North","temp","~~","temp",1,0,NA
"Lower trophic level aggregates","North","temp","~~","turbid",-0.0032,0,NA
"Lower trophic level aggregates","North","temp","~~","chla_1",-0.0069,0,NA
"Lower trophic level aggregates","North","turbid","~~","turbid",1,0,NA
"Lower trophic level aggregates","North","turbid","~~","chla_1",0.0811,0,NA
"Lower trophic level aggregates","North","chla_1","~~","chla_1",1,0,NA
"Lower trophic level aggregates","North","ns",":=","sqrt(ns1^2)",0.1304,0.0535,0.0148
"Lower trophic level aggregates","North","nt",":=","sqrt(nt1^2)",0.1744,0.0497,4e-04
"Lower trophic level aggregates","North","nn",":=","sqrt(nn1^2+nn2^2+nn3^2)",0.1828,0.0488,2e-04
"Lower trophic level aggregates","North","na",":=","sqrt(na1^2+na2^2+na3^2)",0.464,0.0502,0
"Lower trophic level aggregates","North","cb",":=","sqrt(cb1^2)",0.0247,0.0661,0.7083
"Lower trophic level aggregates","North","cs",":=","sqrt(cs1^2)",0.281,0.0572,0
"Lower trophic level aggregates","North","ct",":=","sqrt(ct1^2+ct2^2+ct3^2)",0.1743,0.0585,0.0029
"Lower trophic level aggregates","North","ca",":=","sqrt(ca1^2+ca2^2+ca3^2)",0.1652,0.0595,0.0055
"Lower trophic level aggregates","North","lb",":=","sqrt(lb1^2+lb2^2+lb3^2)",0.0192,0.0629,0.7606
"Lower trophic level aggregates","North","ls",":=","sqrt(ls1^2)",0.46,0.0471,0
"Lower trophic level aggregates","North","la",":=","sqrt(la1^2+la2^2+la3^2)",0.1551,0.0567,0.0062
"Lower trophic level aggregates","South","din","~","din_1",0.2031,0.0599,7e-04
"Lower trophic level aggregates","South","din","~","chla",0.0254,0.0585,0.6642
"Lower trophic level aggregates","South","din","~","hzoop_1",-0.0194,0.0605,0.7479
"Lower trophic level aggregates","South","din","~","pzoop_1",0.025,0.0597,0.6749
"Lower trophic level aggregates","South","din","~","corbic_1",0.0722,0.0595,0.225
"Lower trophic level aggregates","South","din","~","flow",-0.0063,0.0593,0.916
"Lower trophic level aggregates","South","din","~","temp",0.0944,0.0583,0.1057
"Lower trophic level aggregates","South","din","~","turbid",0.2499,0.0599,0
"Lower trophic level aggregates","South","chla","~","din_1",-0.0074,0.0629,0.9067
"Lower trophic level aggregates","South","chla","~","chla_1",0.2858,0.057,0
"Lower trophic level aggregates","South","chla","~","hzoop_1",0.0704,0.0616,0.2532
"Lower trophic level aggregates","South","chla","~","corbic_1",0.087,0.0605,0.1507
"Lower trophic level aggregates","South","chla","~","flow",-0.1152,0.0595,0.053
"Lower trophic level aggregates","South","chla","~","temp",0.0204,0.0592,0.7307
"Lower trophic level aggregates","South","chla","~","turbid",0.0156,0.0638,0.8065
"Lower trophic level aggregates","South","corbic","~","chla_1",0.0536,0.0586,0.3606
"Lower trophic level aggregates","South","corbic","~","hzoop_1",-0.0291,0.0587,0.6205
"Lower trophic level aggregates","South","corbic","~","pzoop_1",-0.0384,0.0591,0.5163
"Lower trophic level aggregates","South","corbic","~","corbic_1",0.3187,0.0541,0
"Lower trophic level aggregates","South","corbic","~","flow",0.0811,0.0573,0.1571
"Lower trophic level aggregates","South","corbic","~","temp",-0.0775,0.0572,0.1753
"Lower trophic level aggregates","South","corbic","~","turbid",0.1854,0.0566,0.0011
"Lower trophic level aggregates","South","din","~~","din",0.8447,0.0399,0
"Lower trophic level aggregates","South","chla","~~","chla",0.8813,0.0368,0
"Lower trophic level aggregates","South","corbic","~~","corbic",0.8083,0.0421,0
"Lower trophic level aggregates","South","din","~~","corbic",-0.0882,0.062,0.1552
"Lower trophic level aggregates","South","din_1","~~","din_1",1,0,NA
"Lower trophic level aggregates","South","din_1","~~","hzoop_1",0.1713,0,NA
"Lower trophic level aggregates","South","din_1","~~","pzoop_1",0.107,0,NA
"Lower trophic level aggregates","South","din_1","~~","corbic_1",-9e-04,0,NA
"Lower trophic level aggregates","South","din_1","~~","flow",-0.019,0,NA
"Lower trophic level aggregates","South","din_1","~~","temp",0.0205,0,NA
"Lower trophic level aggregates","South","din_1","~~","turbid",0.3,0,NA
"Lower trophic level aggregates","South","din_1","~~","chla_1",0.0558,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","hzoop_1",1,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","pzoop_1",0.1818,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","corbic_1",0.0773,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","flow",0.1205,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","temp",0.0557,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","turbid",-0.0037,0,NA
"Lower trophic level aggregates","South","hzoop_1","~~","chla_1",0.1921,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","pzoop_1",1,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","corbic_1",-0.0063,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","flow",-0.0671,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","temp",0.1699,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","turbid",0.0369,0,NA
"Lower trophic level aggregates","South","pzoop_1","~~","chla_1",0.227,0,NA
"Lower trophic level aggregates","South","corbic_1","~~","corbic_1",1,0,NA
"Lower trophic level aggregates","South","corbic_1","~~","flow",0.1161,0,NA
"Lower trophic level aggregates","South","corbic_1","~~","temp",-0.0888,0,NA
"Lower trophic level aggregates","South","corbic_1","~~","turbid",0.2097,0,NA
"Lower trophic level aggregates","South","corbic_1","~~","chla_1",-0.0107,0,NA
"Lower trophic level aggregates","South","flow","~~","flow",1,0,NA
"Lower trophic level aggregates","South","flow","~~","temp",-0.0281,0,NA
"Lower trophic level aggregates","South","flow","~~","turbid",0.0829,0,NA
"Lower trophic level aggregates","South","flow","~~","chla_1",-0.0848,0,NA
"Lower trophic level aggregates","South","temp","~~","temp",1,0,NA
"Lower trophic level aggregates","South","temp","~~","turbid",-0.0698,0,NA
"Lower trophic level aggregates","South","temp","~~","chla_1",0.067,0,NA
"Lower trophic level aggregates","South","turbid","~~","turbid",1,0,NA
"Lower trophic level aggregates","South","turbid","~~","chla_1",0.0696,0,NA
"Lower trophic level aggregates","South","chla_1","~~","chla_1",1,0,NA
"Lower trophic level aggregates","South","ns",":=","sqrt(ns1^2)",0.2031,0.0599,7e-04
"Lower trophic level aggregates","South","nt",":=","sqrt(nt1^2)",0.0254,0.0585,0.6642
"Lower trophic level aggregates","South","nn",":=","sqrt(nn1^2+nn2^2+nn3^2)",0.0789,0.0614,0.1993
"Lower trophic level aggregates","South","na",":=","sqrt(na1^2+na2^2+na3^2)",0.2672,0.0604,0
"Lower trophic level aggregates","South","cb",":=","sqrt(cb1^2)",0.0074,0.0629,0.9067
"Lower trophic level aggregates","South","cs",":=","sqrt(cs1^2)",0.2858,0.057,0
"Lower trophic level aggregates","South","ct",":=","sqrt(ct1^2+ct2^2)",0.1119,0.0579,0.0534
"Lower trophic level aggregates","South","ca",":=","sqrt(ca1^2+ca2^2+ca3^2)",0.118,0.0602,0.05
"Lower trophic level aggregates","South","lb",":=","sqrt(lb1^2+lb2^2+lb3^2)",0.072,0.0638,0.2588
"Lower trophic level aggregates","South","ls",":=","sqrt(ls1^2)",0.3187,0.0541,0
"Lower trophic level aggregates","South","la",":=","sqrt(la1^2+la2^2+la3^2)",0.2167,0.0534,0
"Individual zooplankton groups","Far West","chla","~","chla_1",0.2327,0.0676,6e-04
"Individual zooplankton groups","Far West","chla","~","hcope_1",0.1135,0.0706,0.108
"Individual zooplankton groups","Far West","chla","~","amphi_m_1",-0.014,0.0865,0.8714
"Individual zooplankton groups","Far West","chla","~","rotif_m_1",-0.1119,0.0739,0.1297
"Individual zooplankton groups","Far West","chla","~","potam_1",-6e-04,0.0706,0.9932
"Individual zooplankton groups","Far West","chla","~","flow",0.1245,0.087,0.1525
"Individual zooplankton groups","Far West","chla","~","turbid",-0.1143,0.0798,0.1519
"Individual zooplankton groups","Far West","chla","~","temp",0.1242,0.073,0.0888
"Individual zooplankton groups","Far West","hcope","~","chla_1",0.1008,0.0663,0.1286
"Individual zooplankton groups","Far West","hcope","~","hcope_1",0.2324,0.0699,9e-04
"Individual zooplankton groups","Far West","hcope","~","pcope_1",0.0571,0.0714,0.4237
"Individual zooplankton groups","Far West","hcope","~","potam_1",-0.1444,0.0692,0.0369
"Individual zooplankton groups","Far West","hcope","~","flow",-0.0591,0.0788,0.4533
"Individual zooplankton groups","Far West","hcope","~","turbid",-0.0432,0.0776,0.5776
"Individual zooplankton groups","Far West","hcope","~","temp",-0.0627,0.073,0.3901
"Individual zooplankton groups","Far West","hcope","~","estfish_bsmt_1",-0.1323,0.0758,0.081
"Individual zooplankton groups","Far West","amphi_m","~","chla_1",0.0429,0.0328,0.1908
"Individual zooplankton groups","Far West","amphi_m","~","amphi_m_1",0.7484,0.0303,0
"Individual zooplankton groups","Far West","amphi_m","~","flow",-0.2535,0.0401,0
"Individual zooplankton groups","Far West","amphi_m","~","turbid",0.0031,0.0372,0.933
"Individual zooplankton groups","Far West","amphi_m","~","temp",0.0156,0.0347,0.6523
"Individual zooplankton groups","Far West","amphi_m","~","estfish_bsmt_1",0.0477,0.0351,0.1744
"Individual zooplankton groups","Far West","rotif_m","~","chla_1",-0.1775,0.0667,0.0078
"Individual zooplankton groups","Far West","rotif_m","~","rotif_m_1",0.3446,0.0625,0
"Individual zooplankton groups","Far West","rotif_m","~","flow",0.0675,0.0778,0.3855
"Individual zooplankton groups","Far West","rotif_m","~","turbid",0.053,0.0769,0.4909
"Individual zooplankton groups","Far West","rotif_m","~","temp",0.0251,0.0721,0.7275
"Individual zooplankton groups","Far West","rotif_m","~","estfish_bsmt_1",-0.0172,0.0719,0.8109
"Individual zooplankton groups","Far West","pcope","~","hcope_1",0.0501,0.0706,0.4781
"Individual zooplankton groups","Far West","pcope","~","pcope_1",0.2791,0.0665,0
"Individual zooplankton groups","Far West","pcope","~","potam_1",-0.0965,0.0682,0.1569
"Individual zooplankton groups","Far West","pcope","~","flow",0.2047,0.0751,0.0064
"Individual zooplankton groups","Far West","pcope","~","turbid",0.0859,0.0753,0.2538
"Individual zooplankton groups","Far West","pcope","~","temp",0.1473,0.0705,0.0367
"Individual zooplankton groups","Far West","pcope","~","estfish_bsmt_1",-0.0475,0.0745,0.5234
"Individual zooplankton groups","Far West","estfish_bsmt","~","estfish_bsmt_1",0.3574,0.0614,0
"Individual zooplankton groups","Far West","estfish_bsmt","~","hcope_1",-0.0964,0.0618,0.119
"Individual zooplankton groups","Far West","estfish_bsmt","~","pcope_1",0.132,0.061,0.0306
"Individual zooplankton groups","Far West","estfish_bsmt","~","amphi_m_1",-0.0589,0.0737,0.424
"Individual zooplankton groups","Far West","estfish_bsmt","~","rotif_m_1",-0.1441,0.061,0.0181
"Individual zooplankton groups","Far West","estfish_bsmt","~","flow",0.0852,0.0736,0.2469
"Individual zooplankton groups","Far West","estfish_bsmt","~","turbid",0.2182,0.0658,9e-04
"Individual zooplankton groups","Far West","estfish_bsmt","~","temp",-0.0628,0.0629,0.3182
"Individual zooplankton groups","Far West","chla","~~","chla",0.8825,0.0433,0
"Individual zooplankton groups","Far West","hcope","~~","hcope",0.8523,0.0464,0
"Individual zooplankton groups","Far West","amphi_m","~~","amphi_m",0.1919,0.0197,0
"Individual zooplankton groups","Far West","rotif_m","~~","rotif_m",0.8389,0.0474,0
"Individual zooplankton groups","Far West","pcope","~~","pcope",0.8128,0.0495,0
"Individual zooplankton groups","Far West","estfish_bsmt","~~","estfish_bsmt",0.6241,0.0509,0
"Individual zooplankton groups","Far West","chla","~~","hcope",0.0417,0.0738,0.5721
"Individual zooplankton groups","Far West","chla","~~","amphi_m",0.0348,0.0738,0.6369
"Individual zooplankton groups","Far West","chla","~~","rotif_m",0.1456,0.0724,0.0442
"Individual zooplankton groups","Far West","chla","~~","pcope",-0.0102,0.0739,0.8901
"Individual zooplankton groups","Far West","chla","~~","estfish_bsmt",-0.076,0.0735,0.3013
"Individual zooplankton groups","Far West","hcope","~~","amphi_m",-0.0219,0.0739,0.7666
"Individual zooplankton groups","Far West","hcope","~~","rotif_m",0.0794,0.0735,0.2798
"Individual zooplankton groups","Far West","hcope","~~","pcope",-0.2392,0.0697,6e-04
"Individual zooplankton groups","Far West","hcope","~~","estfish_bsmt",-0.0848,0.0734,0.2476
"Individual zooplankton groups","Far West","amphi_m","~~","rotif_m",-0.0951,0.0733,0.1942
"Individual zooplankton groups","Far West","amphi_m","~~","pcope",-0.0073,0.0739,0.921
"Individual zooplankton groups","Far West","amphi_m","~~","estfish_bsmt",-0.042,0.0738,0.5695
"Individual zooplankton groups","Far West","rotif_m","~~","pcope",0.0425,0.0738,0.5647
"Individual zooplankton groups","Far West","rotif_m","~~","estfish_bsmt",-0.0707,0.0736,0.3362
"Individual zooplankton groups","Far West","pcope","~~","estfish_bsmt",-0.0907,0.0733,0.216
"Individual zooplankton groups","Far West","chla_1","~~","chla_1",1,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","hcope_1",0.0769,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","amphi_m_1",0.0711,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","rotif_m_1",0.0309,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","potam_1",0.019,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","flow",0.0517,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","turbid",-0.0612,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","temp",0.0286,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","pcope_1",0.0318,0,NA
"Individual zooplankton groups","Far West","chla_1","~~","estfish_bsmt_1",-0.0968,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","hcope_1",1,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","amphi_m_1",0.1069,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","rotif_m_1",0.1075,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","potam_1",-0.117,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","flow",-0.0317,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","turbid",-0.014,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","temp",0.1689,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","pcope_1",-0.1421,0,NA
"Individual zooplankton groups","Far West","hcope_1","~~","estfish_bsmt_1",-0.246,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","amphi_m_1",1,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","rotif_m_1",-0.2521,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","potam_1",-0.0709,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","flow",-0.5321,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","turbid",-0.3419,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","temp",0.0693,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","pcope_1",-0.1988,0,NA
"Individual zooplankton groups","Far West","amphi_m_1","~~","estfish_bsmt_1",-0.2797,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","rotif_m_1",1,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","potam_1",-0.1866,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","flow",0.1145,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","turbid",-0.031,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","temp",0.0695,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","pcope_1",0.1664,0,NA
"Individual zooplankton groups","Far West","rotif_m_1","~~","estfish_bsmt_1",-0.0777,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","potam_1",1,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","flow",0.0449,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","turbid",0.0695,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","temp",-0.0717,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","pcope_1",-0.1348,0,NA
"Individual zooplankton groups","Far West","potam_1","~~","estfish_bsmt_1",0.2001,0,NA
"Individual zooplankton groups","Far West","flow","~~","flow",1,0,NA
"Individual zooplankton groups","Far West","flow","~~","turbid",0.4306,0,NA
"Individual zooplankton groups","Far West","flow","~~","temp",-0.1991,0,NA
"Individual zooplankton groups","Far West","flow","~~","pcope_1",0.1698,0,NA
"Individual zooplankton groups","Far West","flow","~~","estfish_bsmt_1",0.2562,0,NA
"Individual zooplankton groups","Far West","turbid","~~","turbid",1,0,NA
"Individual zooplankton groups","Far West","turbid","~~","temp",-0.2581,0,NA
"Individual zooplankton groups","Far West","turbid","~~","pcope_1",0.0621,0,NA
"Individual zooplankton groups","Far West","turbid","~~","estfish_bsmt_1",0.2006,0,NA
"Individual zooplankton groups","Far West","temp","~~","temp",1,0,NA
"Individual zooplankton groups","Far West","temp","~~","pcope_1",-0.03,0,NA
"Individual zooplankton groups","Far West","temp","~~","estfish_bsmt_1",-0.262,0,NA
"Individual zooplankton groups","Far West","pcope_1","~~","pcope_1",1,0,NA
"Individual zooplankton groups","Far West","pcope_1","~~","estfish_bsmt_1",-0.0906,0,NA
"Individual zooplankton groups","Far West","estfish_bsmt_1","~~","estfish_bsmt_1",1,0,NA
"Individual zooplankton groups","West","chla","~","chla_1",0.1761,0.0692,0.011
"Individual zooplankton groups","West","chla","~","hcope_1",0.0205,0.072,0.7763
"Individual zooplankton groups","West","chla","~","amphi_m_1",0.1407,0.0743,0.0584
"Individual zooplankton groups","West","chla","~","rotif_m_1",0.1123,0.0723,0.1202
"Individual zooplankton groups","West","chla","~","potam_1",-0.0418,0.075,0.5772
"Individual zooplankton groups","West","chla","~","flow",0.0587,0.074,0.4279
"Individual zooplankton groups","West","chla","~","turbid",0.0874,0.0752,0.2452
"Individual zooplankton groups","West","chla","~","temp",-0.1057,0.0679,0.1197
"Individual zooplankton groups","West","chla","~","mysid_1",-0.144,0.0719,0.0452
"Individual zooplankton groups","West","hcope","~","chla_1",0.0421,0.0669,0.5294
"Individual zooplankton groups","West","hcope","~","hcope_1",0.2748,0.0659,0
"Individual zooplankton groups","West","hcope","~","pcope_1",-0.1157,0.0651,0.0755
"Individual zooplankton groups","West","hcope","~","mysid_1",0.0777,0.0718,0.2792
"Individual zooplankton groups","West","hcope","~","potam_1",-0.1756,0.0665,0.0083
"Individual zooplankton groups","West","hcope","~","flow",-0.1394,0.0711,0.0498
"Individual zooplankton groups","West","hcope","~","turbid",-0.1058,0.0725,0.1443
"Individual zooplankton groups","West","hcope","~","temp",0.0841,0.066,0.2024
"Individual zooplankton groups","West","hcope","~","estfish_bsmt_1",0.0439,0.0654,0.5022
"Individual zooplankton groups","West","hcope","~","rotif_m_1",0.2299,0.064,3e-04
"Individual zooplankton groups","West","amphi_m","~","chla_1",-0.0411,0.0381,0.2817
"Individual zooplankton groups","West","amphi_m","~","amphi_m_1",0.7775,0.0274,0
"Individual zooplankton groups","West","amphi_m","~","mysid_1",0.075,0.0386,0.0523
"Individual zooplankton groups","West","amphi_m","~","flow",0.003,0.0394,0.9398
"Individual zooplankton groups","West","amphi_m","~","turbid",-0.1007,0.0409,0.0138
"Individual zooplankton groups","West","amphi_m","~","temp",-0.1011,0.038,0.0078
"Individual zooplankton groups","West","amphi_m","~","estfish_bsmt_1",-0.1805,0.0388,0
"Individual zooplankton groups","West","rotif_m","~","chla_1",0.0277,0.0578,0.6322
"Individual zooplankton groups","West","rotif_m","~","rotif_m_1",0.4496,0.0517,0
"Individual zooplankton groups","West","rotif_m","~","flow",0.1948,0.0597,0.0011
"Individual zooplankton groups","West","rotif_m","~","turbid",-0.1407,0.0595,0.0181
"Individual zooplankton groups","West","rotif_m","~","temp",-0.0168,0.0575,0.7707
"Individual zooplankton groups","West","rotif_m","~","estfish_bsmt_1",-0.1847,0.0555,9e-04
"Individual zooplankton groups","West","pcope","~","hcope_1",-0.1538,0.0575,0.0074
"Individual zooplankton groups","West","pcope","~","pcope_1",0.4355,0.0514,0
"Individual zooplankton groups","West","pcope","~","mysid_1",0.1353,0.0614,0.0277
"Individual zooplankton groups","West","pcope","~","potam_1",0.045,0.0602,0.4548
"Individual zooplankton groups","West","pcope","~","flow",0.1502,0.0606,0.0131
"Individual zooplankton groups","West","pcope","~","turbid",-0.1254,0.0621,0.0436
"Individual zooplankton groups","West","pcope","~","temp",0.2216,0.0545,0
"Individual zooplankton groups","West","pcope","~","estfish_bsmt_1",0.0209,0.0575,0.716
"Individual zooplankton groups","West","pcope","~","rotif_m_1",0.1358,0.0571,0.0174
"Individual zooplankton groups","West","mysid","~","chla_1",0.1673,0.059,0.0045
"Individual zooplankton groups","West","mysid","~","hcope_1",0.0486,0.0614,0.4288
"Individual zooplankton groups","West","mysid","~","pcope_1",0.0987,0.0591,0.0949
"Individual zooplankton groups","West","mysid","~","amphi_m_1",-0.1184,0.0611,0.0525
"Individual zooplankton groups","West","mysid","~","mysid_1",0.3732,0.0604,0
"Individual zooplankton groups","West","mysid","~","flow",-0.1641,0.0607,0.0069
"Individual zooplankton groups","West","mysid","~","turbid",0.2489,0.0637,1e-04
"Individual zooplankton groups","West","mysid","~","temp",0.1154,0.0595,0.0522
"Individual zooplankton groups","West","mysid","~","estfish_bsmt_1",0.0033,0.0611,0.9574
"Individual zooplankton groups","West","estfish_bsmt","~","estfish_bsmt_1",0.2229,0.0668,8e-04
"Individual zooplankton groups","West","estfish_bsmt","~","hcope_1",0.1017,0.0677,0.1328
"Individual zooplankton groups","West","estfish_bsmt","~","pcope_1",-0.0082,0.0684,0.9043
"Individual zooplankton groups","West","estfish_bsmt","~","amphi_m_1",-0.1908,0.0723,0.0084
"Individual zooplankton groups","West","estfish_bsmt","~","rotif_m_1",0.0331,0.0708,0.6402
"Individual zooplankton groups","West","estfish_bsmt","~","mysid_1",-0.0836,0.0726,0.2493
"Individual zooplankton groups","West","estfish_bsmt","~","flow",-0.1954,0.0684,0.0043
"Individual zooplankton groups","West","estfish_bsmt","~","turbid",0.1923,0.0723,0.0078
"Individual zooplankton groups","West","estfish_bsmt","~","temp",0.0187,0.0659,0.7771
"Individual zooplankton groups","West","chla","~~","chla",0.8485,0.0445,0
"Individual zooplankton groups","West","hcope","~~","hcope",0.7855,0.0475,0
"Individual zooplankton groups","West","amphi_m","~~","amphi_m",0.2645,0.0252,0
"Individual zooplankton groups","West","rotif_m","~~","rotif_m",0.6083,0.0479,0
"Individual zooplankton groups","West","pcope","~~","pcope",0.5802,0.0469,0
"Individual zooplankton groups","West","mysid","~~","mysid",0.6437,0.0489,0
"Individual zooplankton groups","West","estfish_bsmt","~~","estfish_bsmt",0.8031,0.0476,0
"Individual zooplankton groups","West","chla","~~","hcope",0.2124,0.0672,0.0016
"Individual zooplankton groups","West","chla","~~","amphi_m",-0.0357,0.0703,0.6113
"Individual zooplankton groups","West","chla","~~","rotif_m",0.0777,0.0699,0.2664
"Individual zooplankton groups","West","chla","~~","pcope",0.0186,0.0703,0.7913
"Individual zooplankton groups","West","chla","~~","mysid",0.1226,0.0693,0.0768
"Individual zooplankton groups","West","chla","~~","estfish_bsmt",0.0794,0.0699,0.2561
"Individual zooplankton groups","West","hcope","~~","amphi_m",-0.1249,0.0693,0.0713
"Individual zooplankton groups","West","hcope","~~","rotif_m",-0.0186,0.0703,0.792
"Individual zooplankton groups","West","hcope","~~","pcope",0.1025,0.0696,0.1409
"Individual zooplankton groups","West","hcope","~~","mysid",0.3001,0.064,0
"Individual zooplankton groups","West","hcope","~~","estfish_bsmt",-0.0443,0.0702,0.5285
"Individual zooplankton groups","West","amphi_m","~~","rotif_m",0.13,0.0692,0.0603
"Individual zooplankton groups","West","amphi_m","~~","pcope",0.1242,0.0693,0.0731
"Individual zooplankton groups","West","amphi_m","~~","mysid",-0.1132,0.0695,0.1032
"Individual zooplankton groups","West","amphi_m","~~","estfish_bsmt",-0.0415,0.0702,0.555
"Individual zooplankton groups","West","rotif_m","~~","pcope",0.0474,0.0702,0.4996
"Individual zooplankton groups","West","rotif_m","~~","mysid",0.0597,0.0701,0.3944
"Individual zooplankton groups","West","rotif_m","~~","estfish_bsmt",-0.0331,0.0703,0.638
"Individual zooplankton groups","West","pcope","~~","mysid",0.1145,0.0694,0.0991
"Individual zooplankton groups","West","pcope","~~","estfish_bsmt",0.0293,0.0703,0.677
"Individual zooplankton groups","West","mysid","~~","estfish_bsmt",0.1604,0.0685,0.0193
"Individual zooplankton groups","West","chla_1","~~","chla_1",1,0,NA
"Individual zooplankton groups","West","chla_1","~~","hcope_1",0.2037,0,NA
"Individual zooplankton groups","West","chla_1","~~","amphi_m_1",0.1731,0,NA
"Individual zooplankton groups","West","chla_1","~~","rotif_m_1",0.2406,0,NA
"Individual zooplankton groups","West","chla_1","~~","potam_1",-0.0379,0,NA
"Individual zooplankton groups","West","chla_1","~~","flow",0.1913,0,NA
"Individual zooplankton groups","West","chla_1","~~","turbid",0.0084,0,NA
"Individual zooplankton groups","West","chla_1","~~","temp",-0.1883,0,NA
"Individual zooplankton groups","West","chla_1","~~","mysid_1",0.0649,0,NA
"Individual zooplankton groups","West","chla_1","~~","pcope_1",0.0648,0,NA
"Individual zooplankton groups","West","chla_1","~~","estfish_bsmt_1",-0.0544,0,NA
"Individual zooplankton groups","West","hcope_1","~~","hcope_1",1,0,NA
"Individual zooplankton groups","West","hcope_1","~~","amphi_m_1",-0.0553,0,NA
"Individual zooplankton groups","West","hcope_1","~~","rotif_m_1",0.0173,0,NA
