Station,Latitude,Longitude
C9,37.8272187379562,-121.55229348759124
D16,38.09312755753792,-121.66968045673505
D24,38.154719299999996,-121.6814495
D28A,37.97028420619195,-121.57366550809375
D4,38.06063028307911,-121.81864894111388
D41,38.0160546,-122.3647171
D41A,38.0847167,-122.3906667
D6,38.05729847427792,-122.11513158003443
D7,38.108507,-122.0372525
P8,37.97785381154499,-121.38007559804754
