Station,Latitude,Longitude
D10,38.04631,-121.9183
D12,38.02161,-121.8063
D16,38.0969,-121.6691
D22,38.08453,-121.7391
D26,38.07664,-121.5669
D28A,37.97048,-121.573
D4,38.06248,-121.8205
D41,38.03022,-122.3729
D6,38.04436,-122.1177
D7,38.11714,-122.0397
D8,38.05992,-121.99
