"Year","Mean_outflow_CY","Mean_inflow_CY","Mean_YOLO_CY","Mean_SAC_CY","Mean_Export_CY","Mean_outflow_WY","Mean_inflow_WY","Mean_YOLO_WY","Mean_SAC_WY","Mean_Export_WY","Chlorophyll","DissAmmonia","DissNitrateNitrite","DissOrthophos","DissSilica","DON","Salinity","Secchi","Temperature","TKN","TotPhos","Temperature_model","corbicula_cpue","potamocorbula_cpue","FMWT_fish_catch_per_tow_AmericanShad","FMWT_fish_catch_per_tow_PacificHerring","FMWT_fish_catch_per_tow_ThreadfinShad","FMWT_fish_catch_per_tow_NorthernAnchovy","FMWT_fish_catch_per_tow_DeltaSmelt","FMWT_fish_catch_per_tow_StripedBass_age0","FMWT_fish_catch_per_tow_LongfinSmelt","FMWT_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","FMWT_fish_catch_per_tow_Marine_pelagic_forage_fishes","FMWT_fish_biomass_AmericanShad","FMWT_fish_biomass_PacificHerring","FMWT_fish_biomass_ThreadfinShad","FMWT_fish_biomass_NorthernAnchovy","FMWT_fish_biomass_DeltaSmelt","FMWT_fish_biomass_StripedBass_age0","FMWT_fish_biomass_LongfinSmelt","FMWT_fish_biomass_Estuarine_pelagic_forage_fishes","FMWT_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_MidwaterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_MidwaterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_AmericanShad","BayStudy_MidwaterTrawl_fish_biomass_PacificHerring","BayStudy_MidwaterTrawl_fish_biomass_ThreadfinShad","BayStudy_MidwaterTrawl_fish_biomass_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_biomass_DeltaSmelt","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age0","BayStudy_MidwaterTrawl_fish_biomass_LongfinSmelt","BayStudy_MidwaterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_OtterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_OtterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_OtterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_OtterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_OtterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_AmericanShad","BayStudy_OtterTrawl_fish_biomass_PacificHerring","BayStudy_OtterTrawl_fish_biomass_ThreadfinShad","BayStudy_OtterTrawl_fish_biomass_NorthernAnchovy","BayStudy_OtterTrawl_fish_biomass_DeltaSmelt","BayStudy_OtterTrawl_fish_biomass_StripedBass_age0","BayStudy_OtterTrawl_fish_biomass_LongfinSmelt","BayStudy_OtterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_Marine_pelagic_forage_fishes","Cladoceran_BPUE","Herbivorous_Copepods_BPUE","Mysida_BPUE","Predatory_Copepods_BPUE"
1987,7528.06849315068,15640.4328767123,48.1205479452055,13215.5068493151,7085.15890410959,8352.67397260274,16956.7178082192,48.1178082191781,13869.9726027397,7193.7698630137,5.23532258064516,0.128155339805825,0.576103286384977,0.0976119402985075,13.0473170731707,0.344075829383886,5.66451527570489,64.2222222222222,18.4507042253521,0.610849056603774,0.172330827067669,16.6165633030901,895.049099836334,660.801963993453,1.90318638819164,0.0835084033613445,6.32971529520899,15.4451868247299,0.836294517807123,3.34770940718945,2.49439150660264,14.9112971149998,15.5286952280912,24581.2705714525,1746.83124560315,80329.7144817995,8796.27529344932,1599.17969858657,22263.8138230765,19523.0948362371,148297.073411152,10543.1065390525,0.432667332667333,1.72569746714754,0,10.6845586085085,0.119047619047619,0.671639289306068,1.23420057765882,2.45755481867984,12.410256075656,4789.59867426526,1322.92416197291,0,47499.6043154341,320.103907355037,1948.48454788971,7501.4728182783,14559.6599477883,48822.528477407,0.00595238095238095,0.200396825396825,0,0.959887407206841,0,1.52084353657606,0.839609507640068,2.36640542516851,1.16028423260367,49.8150235856633,84.0987847896078,0,3481.6182312404,0,4724.97305856525,4542.49186216667,9317.27994431758,3565.71701603001,185377.788,683380.68404,8429948.67735708,66372.3648
1988,5979.62841530055,15258.849726776,161.469945355191,13339.1256830601,7861.41803278689,6029.56830601093,15342.8415300546,161.469945355191,13375.4371584699,7975.5218579235,5.19485576923077,0.110582524271845,0.564537037037037,0.121928571428571,14.538785046729,0.268518518518519,5.95243878316261,59.774358974359,18.1395348837209,0.510648148148148,0.186214285714286,16.3536805687175,640.321217244294,808.748943364328,3.36383647661963,0.0436908821499614,4.58649628329593,17.1572977016894,0.518148926237161,1.30746416939043,1.51531980545842,11.2912656610016,17.2009885838393,27587.7245619561,1850.90495193582,45314.1035731191,38091.3866615358,1374.48666368635,9764.48938365347,17936.6850671764,101977.489249591,39942.2916134717,0.760914196463163,5.13894663894664,0.0158730158730159,4.32395849633535,0.233333333333333,0.579353131933777,0.728578325477874,2.31805200308116,9.46290513528199,4746.57838793207,2325.9373239153,92.2070613715241,24887.718002361,543.605011435954,3278.21439687064,5094.69762011102,13755.3024777212,27213.6553262763,0.0206349206349206,0.349149093599704,0,0.670991950961015,0.072463768115942,1.12444796894234,0.538675213675214,1.75622187136841,1.02014104456072,231.993451919637,312.101005004196,0,2414.05789579065,157.90892789573,3371.87111170079,2265.82818184322,6027.60167335938,2726.15890079485,176768.556,534893.16371,4526030.95731078,72393.4176
1989,8866.47397260274,19838.8082191781,61.8054794520548,17952.4931506849,9563.48493150685,9052.52876712329,18820.8465753425,62.0712328767123,16990.1095890411,8523.74794520548,5.53958549222798,0.112880434782609,0.489387755102041,0.10734375,14.0379487179487,0.306470588235294,4.68437507515308,64.2272727272727,17.9540816326531,0.54030612244898,0.17390625,16.0846407420663,1103.96120973044,398.915187376726,3.86652010277102,1.29097889155662,12.2788835231062,19.3108286792978,0.928400451089527,1.16964938656115,1.02815035104951,19.2716038145774,20.6018075708544,36216.2106004274,7358.89840030393,87914.750489887,73063.8162214368,2814.83215640862,8494.95264277908,7870.6684323232,143311.414321825,80422.7146217408,0.598739495798319,0.993979367495349,0,5.48180169631893,0.177777777777778,0.565331664580726,0.450591216216216,1.79244015437304,6.47578106381428,5850.71363527563,1205.19683762104,0,28392.7747756304,540.871763767753,2266.03123067003,3349.02788636978,12006.6445160832,29597.9716132515,0,0.133333333333333,0,0,0.00740740740740741,1.48966813790806,0.295424836601307,1.79250038191678,0.133333333333333,0,57.3318576218437,0,0,4.08809837636067,4412.12400885594,691.377497072443,5107.58960430475,57.3318576218437,143524.662,1738400.75909,5184454.63820094,43901.4576
1990,5341.16164383562,13538.0931506849,28.6712328767123,12108.5753424658,6722.24109589041,5379.31506849315,15173.5589041096,28.7835616438356,13646.7123287671,8286.57534246575,5.52936842105263,0.114940476190476,0.523762886597938,0.114444444444444,13.9584615384615,0.276704545454545,5.87626712809301,70.7257142857143,18.2974358974359,0.545641025641026,0.182677165354331,16.4200107798689,1708.2995951417,396.356275303644,7.84442883872917,0.00446428571428571,11.6428747585991,72.7199694008038,1.03610444177671,2.83773991645407,0.52657617394784,23.8877241295069,72.7244336865181,56328.5679644182,283.666357196467,158002.477626492,136855.82401332,2038.92217766508,22453.8279043136,3820.92606054488,242644.721733433,137139.490370517,1.2285564838769,0.329573934837093,0,2.48183103960511,0.2131507775524,0.44360480041073,0.197714322714323,2.08302638455435,2.81140497444221,7389.80743705226,536.863293376947,0,11610.3795964232,344.827491194754,2778.44480725736,1396.8437632215,11909.9234987259,12147.2428898002,0.0273972602739726,0.478771097046413,0,0,0.111014911014911,1.05229590333039,0.0513227513227513,1.24203082594202,0.478771097046413,297.645654615845,173.010571704399,0,0,138.9354559448,5514.37864974478,166.105335870626,6117.06509617605,173.010571704399,94930.89,1138650.56426,2761540.26405764,28414.5456
1991,6059.78904109589,11729.3452054795,107.898630136986,10415.4794520548,4557.70684931507,5959.87945205479,11780.3315068493,105.178082191781,10459.7260273973,4643.41369863014,8.61100961538462,0.1647,0.603875598086124,0.134580152671756,12.9932692307692,0.336868686868687,5.88488545835136,67.0157894736842,17.447619047619,0.666666666666667,0.200381679389313,15.8902861799762,1269.2968543484,723.037272006344,5.50798011512297,0.0209458783513405,5.7591203789208,34.4578081232493,1.96328031212485,1.99391768362357,0.277405962384954,15.5017044521771,34.4787540016006,47342.6738134935,497.755114608143,96258.4233001748,93262.6102923834,4253.70251740994,17504.8391444748,2144.07751927784,167503.716294831,93760.3654069916,0.587078189300412,0.82230236648189,0,4.93859393667861,0.130582010582011,0.477248677248677,0.288717948717949,1.48362682584905,5.7608963031605,6109.06188171767,863.45263386503,0,16222.5008430968,347.971072473072,2400.40209876324,1846.90496327114,10704.3400162251,17085.9534769619,0.0201465201465201,0.0555555555555556,0,0,0,1.09254934437543,0.0746031746031746,1.18729903912513,0.0555555555555556,254.176918228647,49.5709738924518,0,0,0,5725.86170704752,491.747825158609,6471.78645043478,49.5709738924518,99333.972,837918.43442,3963403.24654644,19855.6176
1992,7473.60382513661,12546.5737704918,133.142076502732,11073.087431694,3985.40710382514,7081.34972677596,12543.6202185792,133.734972677596,11084.2349726776,4260.85792349727,11.0415348837209,0.128776595744681,0.524063926940639,0.123030303030303,12.2735159817352,0.330092592592593,5.96436190352323,72.3,19.0545454545455,0.614611872146119,0.177067669172932,17.0711063224583,526.300023963575,743.230289959262,4.33868610153091,0.00601708074534161,6.12789070756508,164.592785592498,0.478921568627451,3.24181531130746,0.132739762571695,14.3200534516026,164.598802673243,32005.435584092,16.2502780042204,60927.4003491364,273963.923238584,663.201577131678,34042.409175444,1055.6409386724,128694.087624476,273980.173516589,0.4463667864892,1.47922480620155,0.139784946236559,8.38850761555489,0.204537871204538,0.949011469630026,0.140475847411837,1.88017692097216,9.86773242175645,2617.17753477892,1450.13070863585,461.955201550948,17204.0720652333,280.750546493036,3513.89626986542,1113.56285368693,7987.34240637526,18654.2027738691,0.0317460317460317,0.0930103035366193,0,0,0.0423280423280423,1.04681633756999,0.146878306878307,1.26776871852237,0.0930103035366193,372.922917170559,62.449425997124,0,0,24.8632991527676,5120.95668575828,266.041178893327,5784.78408097493,62.449425997124,267814.476,1023189.65889,1010593.27475695,39855.3792
1993,26705.7643835616,35628.4931506849,2631.4,28866.5753424658,8350.07123287671,26308.6904109589,33517.9452054795,2633.1698630137,27116.5753424658,6658.09315068493,5.81870229007634,0.128560606060606,0.544244604316547,0.0911450381679389,13.4391608391608,0.315267175572519,3.46434731566619,62.0076923076923,17.4475524475524,0.627272727272727,0.165606060606061,16.1378388777557,609.333812604841,965.432542535346,11.2275142749407,0.0113795518207283,13.823241604334,19.4767907162865,2.8797218887555,3.38941323488958,1.63635454181673,32.9562455447366,19.4881702681072,53143.0600742569,469.838287675692,71739.5852671181,42689.975181741,3751.82624405386,22685.7532921732,5484.75324878863,156804.978126391,43159.8134694167,1.17239266276005,1.42331560283688,1.404218004218,5.19374685973514,0.23537784679089,1.75738722380558,0.864182194616977,5.4335579321915,6.61706246257202,4560.43486531913,1427.51333095353,3532.6780207282,12500.8671160521,225.119782550359,5549.67786599596,1097.47326751828,14965.3838021119,13928.3804470056,0.0991332611050921,0,0.0158730158730159,0,0.133921568627451,1.41314473959211,0.392663765109307,2.05473635030697,0,607.367624366786,0,1.72268121644342,0,82.6544795015217,4921.74462565363,441.196838582732,6054.68624932112,0,56600.112,1134961.29678,2805434.46927723,22099.9632
1994,7696.92602739726,14013.1890410959,42.9972602739726,12102.7397260274,5000.2602739726,8256.72054794521,15284.6712328767,42.6383561643836,13126.6301369863,5784.9698630137,4.95446808510638,0.146883116883117,0.6301875,0.094375,13.51125,0.271518987341772,5.47796736063053,80.9797297297297,17.3251533742331,0.552173913043478,0.145826771653543,16.0963920877302,515.847578347578,441.773504273504,2.47344836764137,0.00446428571428571,4.26734116723613,41.5897315447918,0.295028011204482,2.42206373808265,0.654916640569271,10.1127979247339,41.5941958305061,28656.9777855431,15.290140529631,42231.0141468147,194729.964706739,513.342805603618,28050.7062556875,8384.40831150133,107836.44930515,194745.254847269,0,1.01508722300802,0,7.54449443819523,0.037037037037037,0.259259259259259,0.503968253968254,0.80026455026455,8.55958166120324,0,1006.45552422045,0,19526.1440065209,84.8783743399613,3185.77259729032,2865.51401597687,6136.16498760715,20532.5995307413,0.196078431372549,0.0100529100529101,0,0,0.183603603603604,0.871883119928709,0.0735667174023338,1.3251318723072,0.0100529100529101,922.537246774602,4.26663621104032,0,0,148.784136019629,3756.12896664468,450.047382398485,5277.49773183739,4.26663621104032,23770.386,355159.90887,687846.000333401,103470.52088
1995,60214.2493150685,67501.1863013699,15300.1232876712,39782.4657534247,7042.82739726027,57737.3698630137,65329.5698630137,15215.2410958904,38329.2602739726,7186.33698630137,2.70833333333333,0.101968503937008,0.421679389312977,0.0744615384615385,14.0984732824427,0.308695652173913,2.02177245478544,53.042735042735,16.3587786259542,0.491603053435115,0.13763358778626,16.3843059112302,728.013419602205,172.238197939133,15.3887403038138,0.216911764705882,6.75849724505187,14.4039740896359,2.16443077230892,1.20618987979807,8.57127851140456,34.0891367123773,14.6208858543417,54706.5103480369,896.461205210154,19893.0597854266,48545.8859918694,3038.55358131095,7805.38748171626,14172.53209508,99616.0432915707,49442.3471970795,0.798742527313956,0.383690708252112,0.0338983050847458,4.35608278286103,0.239912280701754,0.734244313191682,1.49809130263676,3.3048887289289,4.73977349111314,4173.70259587912,461.480074714555,60.3350167365239,17010.3118808144,544.261318366661,4826.77424568134,2149.00697769932,11754.080154363,17471.7919555289,0.159077109896782,0.148148148148148,0,0,0.114646464646465,1.43747672253259,0.870647409064461,2.5818477061403,0.148148148148148,1340.1774736255,59.6001985401697,0,0,56.2425777942337,5337.91965241221,915.709911984158,7650.0496158161,59.6001985401697,24581.658,265715.67041,316667.426161901,48870.46286
1996,39485.8469945355,48263.349726776,5455.45901639344,34079.5081967213,8289.8825136612,35107.1202185792,43314.543715847,4704.00273224044,31098.9071038251,7436.66120218579,2.9103937007874,0.113511450381679,0.500229007633588,0.0762595419847328,14.1847328244275,0.247328244274809,2.99751305315071,57.7350427350427,17.0625954198473,0.509923664122137,0.135038167938931,16.500480501557,502.935670524166,712.602110279101,8.6722052928803,0.0462375167458288,8.98095535416964,11.8935460053587,0.4782697169777,0.823120035360856,1.30112044817927,20.2556708475678,11.9397835221045,40123.8207050158,207.869883925849,73855.9837697813,49576.7371327762,964.901584133666,7727.08197129551,10096.4925365706,132768.280566797,49784.6070167021,1.19057852126971,0.332371794871795,0.265277777777778,3.39644012944984,0.247511737089202,0.55854685588716,1.15828877005348,3.42020366207732,3.72881192432163,4420.18319860149,288.956861343472,1066.58092886239,18845.7865932965,531.295826205961,4841.71626993693,9168.91373138805,20028.6899549948,19134.74345464,0.0663390663390663,0.04403186797553,0.0158730158730159,0,0.25,0.770563117939141,0.365965300849022,1.46874050100025,0.04403186797553,495.30846040873,24.1226096963067,148.254216131559,0,205.831804765285,2941.12081949045,859.068491454662,4649.58379225068,24.1226096963067,24091.158,303650.35346,495258.17053206,50637.03032
1997,41503.1123287671,49989.3205479452,12749.7123287671,25818.7671232877,7241.1698630137,47426.6054794521,55540.8520547945,13527.6657534247,29027.0410958904,7123.80273972603,3.95983870967742,0.121162790697674,0.571538461538462,0.0743846153846154,13.4961240310078,0.249230769230769,3.87078694200221,60.0762711864407,17.7746153846154,0.523846153846154,0.133307692307692,16.7047003343821,544.633859590191,873.026536781995,5.61101652199341,0.0173319327731092,29.5952613737803,14.4210309123649,1.0375775310124,1.37959331168365,0.98515906362545,38.6086078020952,14.4383628451381,37473.9289224113,347.477468430876,221136.87530436,34927.8571008202,1597.43517134598,10943.8834083211,3690.0696756415,274842.19248208,35275.3345692511,0.906928277897723,0.742432950191571,1.2595928226363,2.91838971938106,0.486111111111111,0.812162618083671,0.587023002260338,4.05181783198914,3.66082266957264,6350.4959520846,527.071211275496,5741.16182067198,14162.9549356115,498.793785311315,4501.51932981416,3993.54284310395,21085.513730986,14690.026146887,0.0140845070422535,0.0649350649350649,0.0501867413632119,0,0.0810485810485811,0.776258379220436,1.25383980651586,2.17541801519035,0.0649350649350649,78.6858136216396,40.4853800959298,378.976492457091,0,47.6791560936231,4816.49555375241,2552.20851289758,7874.04552882234,40.4853800959298,15218.076,313745.82659,1151248.8757482,84863.38246
1998,63611.2465753425,69721.2520547945,11641.8794520548,42799.1780821918,5563.21369863014,59339.301369863,66317.5452054795,11624.6356164384,40077.7534246575,6641.75890410959,3.82027272727273,0.0889075630252101,0.454656488549618,0.0655384615384615,14.64609375,0.227868852459016,2.27186443193026,48.0932203389831,16.1718320610687,0.496124031007752,0.129615384615385,15.8485671434509,720.788160385476,781.018757528825,8.53468316813905,0.0215336134453782,13.7047317003725,19.9971113445378,0.969175170068027,2.86352928928075,10.5191951780712,36.5913145059315,20.0186449579832,32355.8687317204,683.661192224735,53696.5329901259,59497.2481496072,1375.11547672741,17433.4068149193,27396.4431683373,132257.36718183,60180.9093418319,1.18482726423903,0.286008230452675,0.774897214040255,5.000555000555,0.193936151239522,0.719452508168903,2.54536829568623,5.41848143337394,5.28656323100768,2778.93646133832,254.272990588749,1726.08062383137,21294.3289303583,291.230663162437,6428.90203355846,2673.49356374301,13898.6433456336,21548.6019209471,0.152370884929024,0.0548523206751055,0.211173358232182,0,0.041025641025641,0.749310847153743,0.65464587394412,1.80852660528471,0.0548523206751055,596.442152467323,43.7065836337414,589.535935191283,0,32.6495685825186,3957.73220123686,1064.37031543012,6240.73017290811,43.7065836337414,18981.786,527688.6044,871643.318703647,45528.75106
1999,26233.7315068493,35147.8328767123,2191.24383561644,26839.1780821918,7485.19178082192,31169.3424657534,39181.8246575342,2250.51780821918,30070.9589041096,6730.77260273973,4.19872,0.128503937007874,0.5446875,0.060078125,14.8237288135593,0.214285714285714,3.80050330707864,58.895652173913,15.512265625,0.494488188976378,0.118346456692913,15.4617849923609,688.510019392372,808.742727860375,1.76798757964724,0.0194577831132453,14.3126839197217,8.80608493397359,3.01926270508203,1.43554317490653,6.47540766306523,27.0108850424228,8.82554271708683,8815.16597922324,87.902342603906,72481.2078459404,38599.7450399014,4696.5668400647,13670.8350515375,10283.3505190203,109947.126235786,38687.6473825053,0.576702833031947,0.339706536238328,0.0362599206349206,8.83515882116424,0.364894795127353,0.447922266904654,2.29614048815669,3.72192030385557,9.17486535740257,4867.87001827909,273.011306604051,287.740713207309,49818.8744823073,543.242778314719,2182.71244696539,4077.16791472582,11958.7338714923,50091.8857889113,0.0355940355940356,0.0140845070422535,0,0,0.176767676767677,0.792147826193646,2.23845799662294,3.24296753517829,0.0140845070422535,236.15061339957,8.45956403002648,0,0,179.622310338679,4891.53001111661,1934.9464487341,7242.24938358896,8.45956403002648,37080.342,412540.01692,2070198.56576426,22638.54732
2000,24628.3825136612,34448.9726775956,4073.25956284153,24859.8360655738,8941.5218579235,25052.6393442623,34774.9316939891,4079.34426229508,25290.4371584699,8750.08743169399,5.11223076923077,0.117890625,0.504772727272727,0.0721212121212121,14.3030303030303,0.277952755905512,3.95144256524611,63.1271186440678,16.7621374045802,0.570454545454545,0.126590909090909,16.1498059373718,430.088141025641,3037.70032051282,1.66791765201064,0.0220838335334134,23.1994268861391,8.26401049550255,1.98952581032413,1.02961389709426,5.62590253492701,33.5123867804951,8.28609432903596,9843.60919354932,84.8222016885819,236286.636449667,28889.1888275775,2612.52743642799,8246.78691014672,12313.171663391,269302.731653182,28974.0110292661,1.02235473177495,1.87834733629126,0.37765737874097,8.85481473623414,0.330793650793651,0.577611331035989,1.34230121293801,3.65071830528357,10.7331620725254,8351.72026156887,1627.48289507752,5410.3918221487,35150.0981222168,617.615043986306,4237.37359019629,4161.71776567832,22778.8184835785,36777.5810172944,0.10995670995671,0.045045045045045,0.029637526652452,0,0.131752305665349,0.870854700854701,0.62283964969387,1.76504089282308,0.045045045045045,763.554782152019,16.4714863477457,476.714424153712,0,125.723774780217,3240.14722463683,962.009590287206,5568.14979600999,16.4714863477457,28079.196,417955.39519,2951384.64768714,23516.59774
2001,11385.3424657534,18868.8767123288,662.783561643836,15411.5342465753,6578.20547945205,9632.54246575342,17939.8246575342,506,14527.2328767123,7067.4301369863,6.63984732824427,0.173461538461538,0.682727272727273,0.0843939393939394,14.1030534351145,0.352272727272727,5.30466404375769,65.195,16.9540151515152,0.700757575757576,0.142348484848485,16.3489374035703,369.690635451505,1327.96822742475,1.78294240773232,0.342927170868347,27.7103714562748,12.1837610044018,1.84928471388555,1.7758470600919,0.404479099332041,33.5229247373166,12.5266881752701,9606.34197915364,1563.05175624223,180290.299755634,40596.3771945523,2876.3085943173,12934.2530615418,4261.47178619289,209968.675176839,42159.4289507946,0.666648629148629,2.63657310431504,1.28301886792453,5.33225576164114,0.113526570048309,1.05457341269841,0.611381275174379,3.72914875499426,7.96882886595618,5192.63611294847,3089.00657463158,3172.86079153959,27882.3277317147,373.44755521953,3961.45607494055,3690.76161743114,16391.1621520793,30971.3343063463,0.146428571428571,0.0865313776706182,0,0,0.015625,1.06674385975571,0.368055555555556,1.59685298673983,0.0865313776706182,510.069374681914,52.7117132699015,0,0,10.6509943714841,5410.33178285252,1570.92532612959,7501.97747803551,52.7117132699015,21728.256,188729.68719,983260.648650161,80338.95866
2002,12970.1287671233,21878.5315068493,1049.58630136986,18333.6712328767,7590.38356164384,12696.2493150685,21646.2849315068,978.353424657534,18101.397260274,7698.37534246575,6.83671755725191,0.165483870967742,0.629923664122137,0.0845736434108527,14.081679389313,0.290322580645161,4.79890318598846,68.6440677966102,17.0034351145038,0.585496183206107,0.148854961832061,16.358301340705,524.725274725275,1072.43859082094,4.20060735832795,0.437640056022409,3.50039400375535,12.0244847939176,0.392311924769908,0.263217927030952,1.59697879151661,9.95351000540076,12.46212484994,29437.3767096388,1519.42219417861,24282.6630850757,36977.0970401821,756.237525453056,2787.72803827558,4835.47909096316,62099.4844494063,38496.5192343607,0.612466300822465,2.27798986067577,0.36734693877551,11.121689025515,0.0965909090909091,0.361468531468531,0.331397599690283,1.7692702798477,13.3996788861908,4020.49745079601,3534.72647177274,755.865131777814,34876.152533615,332.346813909913,3888.80182294255,3222.90270904163,12220.4139284679,38410.8790053878,0.0456469456469456,0.266495884473413,0.00529100529100529,0,0.159718648138617,0.513675213675214,0.64326518788056,1.36759700063234,0.266495884473413,324.806181880828,203.835101448296,65.4567908943356,0,187.59276209044,5083.60762219775,1020.74150398991,6682.20486105327,203.835101448296,34063.218,339023.78762,1174735.93538415,69264.4721
2003,18961.4465753425,29357.0684931507,1433.90684931507,25321.7808219178,9036.58356164384,19438.2136986301,29456.6849315069,1549.77808219178,25283.4246575342,8734.29315068493,5.55304347826087,0.152109375,0.56963503649635,0.0768382352941177,14.418115942029,0.397080291970803,3.91246077428748,81.0650406504065,17.0229710144928,0.536764705882353,0.121449275362319,16.4749316889576,477.884615384615,1162.59615384615,19.680658417213,0.682804371748699,3.82515602394804,17.9814925970388,0.62547018807523,0.269138585174619,0.838896808723489,25.2393200231344,18.6642969687875,97839.7249475305,2440.67675710401,27598.7751022584,78357.10054452,822.647796180821,2675.30649380345,5012.51506317661,133948.96940295,80797.777301624,1.51069851363969,1.0138727577752,0.319347319347319,3.97292291042291,0.180803571428571,0.308376068376068,0.288844256760623,2.60806972955227,4.98679566819811,5378.91110242364,1826.19884582606,1222.274834355,18152.6851674615,422.753906269272,2220.69511512482,1701.68861003018,10946.3235682029,19978.8840132876,0.0537772087067862,0.117886178861789,0,0,0.0454545454545454,0.657284251915124,0.310511175341137,1.06702718141759,0.117886178861789,144.468310320378,104.463896112254,0,0,26.7133481033914,2904.98254493287,1011.66002188368,4087.82422524032,104.463896112254,58314.24,323063.68988,938074.779772435,90031.17442
2004,19992.4945355191,29558.4808743169,4212.83879781421,22863.1147540984,8435.1912568306,20594.8524590164,30406.7513661202,4308.30601092896,23594.3989071038,8464.54371584699,5.19671532846715,0.173409090909091,0.635797101449275,0.0792028985507246,13.7891304347826,0.346616541353383,4.25878844216505,70.8429752066116,16.9802898550725,0.597810218978102,0.124057971014493,16.5450192674061,568.076923076923,1422.05128205128,2.47312915550836,0.0341824229691877,2.77435050943454,2.96074054621849,0.220441926770708,0.172286073520317,0.369817927170868,6.0100255924048,2.99492296918767,13004.3301347416,124.129867170431,12628.8721277737,13577.1157612626,408.606697067456,1988.14561917942,1593.30191766757,29623.2564964297,13701.245628433,0.474135019238112,1.47090286692341,0.152910052910053,1.66799124202739,0.411186696900983,0.363131313131313,0.445197948079038,1.8465610302595,3.1388941089508,4711.06886009635,1040.73066062645,501.501723156081,10018.4554462751,593.226441164151,3049.25855328169,1699.97757970966,10555.0331574079,11059.1861069015,0.0264550264550265,0.0808823529411765,0.0158730158730159,0,0.00529100529100529,0.436507936507937,0.72231240981241,1.20643939393939,0.0808823529411765,178.279416615565,46.2559595852825,61.2065857191352,0,1.73425579163938,3526.58863726308,1239.01544032918,5006.8243357186,46.2559595852825,95595,393748.36496,894655.04148013,96428.33698
2005,23419.4876712329,34010.6520547945,1861.78356164384,24854.2465753425,9593.19178082192,21323.1287671233,30964.504109589,981.93698630137,23131.7808219178,8936.40821917808,4.0935,0.150325203252033,0.532428571428571,0.073,13.7364285714286,0.305109489051095,3.6682533312019,77.25,16.5560714285714,0.523571428571429,0.126785714285714,16.3763639853918,361.217948717949,1302.96474358974,2.80975063102164,0.305059523809524,5.54501358235602,6.1843987595038,0.0818577430972389,0.308874552151863,0.156009903961585,8.90150641258835,6.48945828331333,10818.7338904842,1573.14777799737,24381.5606988822,22510.2183949222,136.124019322236,2439.02275320226,1080.04514222763,38855.4865041185,24083.3661729196,2.41662301379431,0.66188347839724,0.268884268884269,2.82915802294929,0.184012066365008,0.354989550679206,0.31227951123813,3.53678841096092,3.49104150134653,6837.01429669534,1006.67200312467,1194.44180209884,14896.6786103722,305.638236269395,1618.34953773301,1687.24356748063,11642.6874402772,15903.3506134969,0.321478398053639,0.024702380952381,0,0,0.00529100529100529,0.738130934532734,0.212101063829787,1.27700140170717,0.024702380952381,691.029953692576,21.5607069016227,0,0,2.47613016907663,3400.45759428993,488.060088419098,4582.02376657068,21.5607069016227,25882.536,362525.90581,670265.402401282,66076.62362
