"Year","Mean_outflow_CY","Mean_inflow_CY","Mean_YOLO_CY","Mean_SAC_CY","Mean_Export_CY","Mean_outflow_WY","Mean_inflow_WY","Mean_YOLO_WY","Mean_SAC_WY","Mean_Export_WY","Chlorophyll","DissAmmonia","DissNitrateNitrite","Salinity","Secchi","Temperature","TotPhos","Temperature_model","FMWT_fish_catch_per_tow_AmericanShad","FMWT_fish_catch_per_tow_PacificHerring","FMWT_fish_catch_per_tow_ThreadfinShad","FMWT_fish_catch_per_tow_NorthernAnchovy","FMWT_fish_catch_per_tow_DeltaSmelt","FMWT_fish_catch_per_tow_StripedBass_age0","FMWT_fish_catch_per_tow_LongfinSmelt","FMWT_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","FMWT_fish_catch_per_tow_Marine_pelagic_forage_fishes","FMWT_fish_biomass_AmericanShad","FMWT_fish_biomass_PacificHerring","FMWT_fish_biomass_ThreadfinShad","FMWT_fish_biomass_NorthernAnchovy","FMWT_fish_biomass_DeltaSmelt","FMWT_fish_biomass_StripedBass_age0","FMWT_fish_biomass_LongfinSmelt","FMWT_fish_biomass_Estuarine_pelagic_forage_fishes","FMWT_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_MidwaterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_MidwaterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_AmericanShad","BayStudy_MidwaterTrawl_fish_biomass_PacificHerring","BayStudy_MidwaterTrawl_fish_biomass_ThreadfinShad","BayStudy_MidwaterTrawl_fish_biomass_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_biomass_DeltaSmelt","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age0","BayStudy_MidwaterTrawl_fish_biomass_LongfinSmelt","BayStudy_MidwaterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_OtterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_OtterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_OtterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_OtterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_OtterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_AmericanShad","BayStudy_OtterTrawl_fish_biomass_PacificHerring","BayStudy_OtterTrawl_fish_biomass_ThreadfinShad","BayStudy_OtterTrawl_fish_biomass_NorthernAnchovy","BayStudy_OtterTrawl_fish_biomass_DeltaSmelt","BayStudy_OtterTrawl_fish_biomass_StripedBass_age0","BayStudy_OtterTrawl_fish_biomass_LongfinSmelt","BayStudy_OtterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_Marine_pelagic_forage_fishes","DJFMP_fish_catch_per_seine_Silverside","DJFMP_fish_biomass_Silverside","Cladoceran_BPUE","Herbivorous_Copepods_BPUE","Mysids_BPUE","Predatory_Copepods_BPUE","Rotifers_BPUE","Corbicula_cpue","Potamocorbula_cpue","Amphipoda_cpue"
2008,9360.39617486339,15255.5901639344,579.565573770492,12687.2950819672,4441.88797814208,9283.44535519126,15900.2950819672,574.904371584699,13219.1530054645,5145.74316939891,6.70393939393939,0.114047619047619,0.759772727272727,5.38531665560561,82.4,17.2643762428224,0.118560606060606,16.0593465941154,0.520763305322129,0.33577430972389,0.407227891156463,1.76947779111645,0.0730192076830732,0.602429721888756,0.194357743097239,1.79779786914766,2.10525210084034,3964.34356257181,1443.73078666947,2431.7770398886,5221.91087367797,133.85742520862,7490.22424972489,979.747770304969,14999.9500476989,6665.64166034743,1.025,1.18333333333333,0.0166666666666667,6.25,0.283333333333333,0.956666666666667,0.216666666666667,2.49833333333333,7.43333333333333,6308.3634420279,2577.55425050299,258.724041809058,21627.1789571687,600.477227288626,12446.3531391002,465.300467455901,20079.2183176817,24204.7332076716,0.25,0.05,0,0,0.0166666666666667,6.20666666666667,0.3,6.77333333333333,0.05,2381.44796681713,28.2930325197874,0,0,9.19822134681151,36934.9151316521,631.808969273653,39957.3702890897,28.2930325197874,14.2188888888889,13256.4836214831,6066.398,515122.854575551,199371.031330663,130019.67194,203415.4876,490.518162393162,3074.65277777778,132.165310650888
2009,9561.47671232877,16319.6136986301,436.41095890411,14036.0821917808,5401.94246575342,9450.17534246575,15915.4465753425,437.479452054795,13777.5616438356,5073.55068493151,6.38590909090909,0.101707317073171,0.571742424242424,5.34930008153145,97.0840336134454,16.8598752297391,0.100378787878788,16.113359066856,1.18322328931573,0.0126050420168067,0.126965786314526,3.21728691476591,0.054171668667467,0.205555214510046,0.141791716686675,1.71170767549444,3.22989195678271,7001.83048654943,72.481744554555,942.125858844168,11830.7732604305,120.45962206093,2673.31081845269,1393.39462390431,12131.1214098115,11903.2550049851,1.21428571428571,0.442857142857143,0.242857142857143,2.6,0.114285714285714,0.597142857142857,0.328571428571429,2.49714285714286,3.04285714285714,5564.17150796032,233.953943417606,817.103252729532,9911.32688158884,257.677792221806,6704.05734564813,2408.94915682329,15751.9590553831,10145.2808250064,0.128571428571429,0.0428571428571429,0.0142857142857143,0,0,2.0852380952381,0.0571428571428571,2.2852380952381,0.0428571428571429,800.175392005518,23.6485400721959,72.8133207967153,0,0,9490.73072686832,389.126600749597,10752.8460404201,23.6485400721959,172.397222222222,191891.780860972,16922.298,363077.473212383,30458.5912242911,124465.52762,22739.2792,479.03311965812,3275.77457264957,128.009944115713
2010,17703.7561643836,26369.098630137,906.443835616438,21148.8493150685,7704.51506849315,14037.6328767123,21841.9095890411,800.01095890411,17648.1643835616,6593.41095890411,3.43424242424242,0.0926016260162602,0.525606060606061,4.43044486304254,97.4166666666667,16.2993117242724,0.102121212121212,15.9948749755935,1.11488595438175,0.19327731092437,0.277125850340136,6.27821128451381,0.0930072028811525,0.0850427671068427,0.166236494597839,1.73629826930772,6.47148859543818,7043.68933339853,877.839842005044,1284.96340468766,28640.5949935738,227.523432560465,841.730250278329,643.267762236536,10041.1741831615,29518.4348355788,0.842857142857143,2.82857142857143,0.414285714285714,3.12857142857143,0.357142857142857,0.435714285714286,0.328571428571429,2.37857142857143,5.95714285714286,5239.15417991661,1538.12483523668,907.42693546872,13216.7660548512,522.18347479613,3753.25354372476,2084.85762611487,12506.8757600211,14754.8908900879,0.0142857142857143,0,0,0,0.0428571428571429,5.04285714285714,0,5.1,0,127.863324107035,0,0,0,31.2163541826333,10846.9323447416,0,11006.0120230312,0,53.4955555555556,52555.7959254708,10786.348,378891.055378255,154254.135195777,80129.79296,40140.2932,508.413461538462,1748.39743589744,221.970537475345
2011,34223.1561643836,44727.4,3505.69315068493,29348.2191780822,9043.18356164383,37191.7726027397,47443.8301369863,3615.36712328767,31547.2876712329,9224.8,3.35477272727273,0.0689922480620155,0.32030303030303,3.52760297283945,96.4833333333333,15.6766355919157,0.0841666666666667,15.6018801086551,1.73312825130052,0.113445378151261,0.380142056822729,0.747899159663866,0.938195278111245,0.803962835134054,0.749159663865546,4.60458808523409,0.861344537815126,6789.42249732438,604.622736792134,2541.03962064688,4209.74695757434,1878.88400335899,5085.15555564924,3961.20875974544,20255.7104367249,4814.36969436647,1.66428571428571,0.271428571428571,0.0928571428571429,0.5,0.851785714285714,1.37678571428571,0.428571428571429,4.41428571428571,0.771428571428571,6315.5174626722,336.342787637444,312.275647556998,1907.94577433033,783.498315956211,3720.46382914032,1418.86635174222,12550.6216070679,2244.28856196778,0.0785714285714286,0.0857142857142857,0,0,0.128571428571429,5.68214285714286,0.114285714285714,6.00357142857143,0.0857142857142857,956.504833349555,46.6607091399119,0,0,70.2062811187626,15773.5812656906,671.601943361451,17471.8943235203,46.6607091399119,65.8222222222222,61455.739739373,16481.606,387602.240208414,30739.017920365,113519.09298,331862.8704,444.711538461539,557.959401709402,227.93392504931
2012,13955.9535519126,21590.9836065574,631.877049180328,18712.4863387978,6409.36885245902,11130.0519125683,19612.2240437158,319.05737704918,16634.043715847,6847.9262295082,5.53175572519084,0.102325581395349,0.579848484848485,4.8156245398511,107.9,17.1470005722244,0.119924242424242,16.4380796925059,0.868762505002001,0.2046818727491,0.0714885954381753,0.613145258103241,0.113085234093637,0.26937399959984,0.120018007202881,1.44272834133653,0.817827130852341,5073.98965746744,871.746873395904,393.123769112338,1231.76332522506,247.520286791509,3472.28154196352,1024.67511383475,10211.5903691695,2103.51019862096,2.1,0.485714285714286,0.0714285714285714,0.742857142857143,0.342857142857143,2.07619047619048,0.2,4.79047619047619,1.22857142857143,11593.0384339187,1446.61615885156,332.487590712901,4804.32568448593,862.642782282031,6061.97690260185,1132.61830434391,19982.7640138594,6250.94184333749,0,0.0857142857142857,0,0,0.0285714285714286,1.83571428571429,0.0142857142857143,1.87857142857143,0.0857142857142857,0,34.3909934061271,0,0,48.1762673723719,9756.15765162056,402.012239655404,10206.3461586483,34.3909934061271,28.3694444444444,25411.8269716838,6696.88,477914.590691384,110091.998202201,95401.86588,32113.4836,262.419871794872,1213.80876068376,249.445266272189
2013,8897.67671232877,15718.8136986301,390.956164383562,13628.7945205479,4895.00821917808,12651.9424657534,20034.5643835616,697.769863013699,17390.8219178082,5898.78904109589,6.87507575757576,0.106692307692308,0.588167938931298,5.65937349013827,105.308333333333,16.6111615285753,0.121212121212121,16.3427560606006,0.70421168467387,0.0198079231692677,0.622959183673469,1.68052220888355,0.0549869947979192,0.157953181272509,0.202010804321729,1.7421218487395,1.70033013205282,5044.1414198336,103.73756128297,4464.91335263247,3860.1374317135,120.132432987279,2651.73710792261,1416.98805967777,13697.9123730537,3963.87499299647,1.7,0.842857142857143,1.22857142857143,3.08571428571429,0.5,0.45,0.342857142857143,4.22142857142857,3.92857142857143,8878.37148603604,566.166608498906,3972.99085149561,9072.07846296147,475.128352007522,4675.98320840908,520.874059233788,18523.347957182,9638.24507146038,0.0571428571428571,0,0.0142857142857143,0,0.0571428571428571,3.55714285714286,0.128571428571429,3.81428571428571,0,376.551565863297,0,98.0061662225703,0,39.7627941463697,19438.7051872047,96.0463663784952,20049.0720798154,0,56.1883333333333,51333.9887368525,18294.476,421534.255818748,116208.418267207,111645.80308,27551.3664,423.878205128205,2920.53952991453,279.87857495069
2014,8378.07123287671,12551.1945205479,557.605479452055,10778.4931506849,2849.12602739726,5925.85205479452,10414.6383561644,326.778082191781,8904.68493150685,2814.2904109589,3.50412213740458,0.123095238095238,0.661590909090909,6.14843382491401,117.776859504132,17.7232117942342,0.143257575757576,17.5758095471868,0.819157663065226,0.0471188475390156,0.726170468187275,1.56182472989196,0.0286314525810324,0.15474784610814,0.0227490996398559,1.75145652958153,1.60894357743097,8074.66327417036,265.584467422643,4444.43925570125,3168.323324075,50.3039430488253,3366.48364418532,86.5773424988704,16022.4674596046,3433.90779149764,1.23333333333333,1.13333333333333,0.283333333333333,12.65,0.0166666666666667,0.128333333333333,0.25,1.91166666666667,13.7833333333333,9535.69111184868,1213.60349060058,1291.85953105239,53412.5093021915,13.4527792108324,1822.19317208765,1030.24539324997,13693.4419874495,54626.1127927921,0.233333333333333,0,0,0,0,1.38666666666667,0.0166666666666667,1.63666666666667,0,1571.19884081265,0,0,0,0,15109.0356453477,239.335580668798,16919.5700668291,0,120.522777777778,98817.7168352956,18722.128,515597.182300913,107122.029648923,144664.09366,70225.1078,406.784188034188,4490.65170940171,149.249054898093
2015,6486.93424657534,10559.9479452055,481.704109589041,8641.83561643836,2297.2602739726,8600.41643835616,12903.7424657534,708.632876712329,10618.2465753425,2678.8301369863,3.95901515151515,0.103228346456693,0.585419847328244,6.81279114748139,101.14406779661,18.0760721960224,0.142424242424242,17.3870074184199,0.171498599439776,0.00840336134453781,2.30365146058423,5.60249099639856,0.0229591836734694,0.129361359928587,0.00930372148859544,2.63677432511466,5.6108943577431,1423.50028826102,236.753329401453,11782.2112551492,12993.5967485134,50.0035935249911,3028.33701969406,196.602468192032,16480.6546248213,13230.3500779149,0.492857142857143,0.283333333333333,0.233333333333333,13.0428571428571,0.366666666666667,0.665714285714286,0.0738095238095238,1.83238095238095,13.3261904761905,14445.6011519583,212.267490918361,607.754655401228,36579.8949236966,438.385829529232,11842.5282891768,558.979475310212,27893.2494013758,36792.162414615,0.0428571428571429,0,0,0,0.0142857142857143,0.59047619047619,0,0.647619047619048,0,646.299560055966,0,0,0,10.7224970684138,5560.13542475772,0,6217.1574818821,0,54.1811111111111,57783.9961410321,22237.326,482953.959589505,164539.316774388,167804.03118,58907.6794,301.148504273504,2776.7094017094,69.3006245890861
2016,18464.1666666667,25915.3469945355,1444.95081967213,22533.825136612,6249.62021857924,15688.9644808743,21837.9207650273,1273.26229508197,18920.6284153005,4833.5737704918,6.10454545454545,0.109767441860465,0.445267175572519,5.32750791133336,103.076923076923,17.0270763620683,0.134090909090909,16.790880439906,0.793542416966787,0,1.74389755902361,10.5307322929172,0.025,0.283507266542981,0.00777310924369748,2.85372035177707,10.5307322929172,4248.5245441373,0,7178.50030536514,26506.8044365698,57.2783993012858,4404.14490201643,69.3832099364428,15957.8313607566,26506.8044365698,1.095,0.775,0.025,13.225,0.02,1.775,0.0666666666666667,2.98166666666667,14,6233.74598879725,748.315257430306,53.6582847893537,20819.0976268269,16.1433350529989,5009.30169353748,88.9594856037039,11401.8087877808,21567.4128842572,0,0.0333333333333333,0,0,0,2.33166666666667,0,2.33166666666667,0.0333333333333333,0,19.1843709468203,0,0,0,9006.02008022422,0,9006.02008022422,19.1843709468203,78.916,74569.6169000758,64337.818,504077.928221721,426324.89659059,136112.85442,61821.7838,217.41452991453,1370.05876068376,117.942554240631
2017,64930.9260273973,74635.6410958904,20094.8575342466,37692.0547945205,8835.15342465753,67175.704109589,76659.0876712329,20266.1561643836,39829.1780821918,8928.39726027397,3.53099236641221,0.0909848484848485,0.520454545454546,3.19777763408227,85.962962962963,16.057640115784,0.0931818181818182,16.5475056402133,6.79071628651461,0.0378151260504202,0.899239695878351,6.43712484993998,0.00567226890756303,1.24444652861144,0.172258903561425,9.11233368347339,6.4749399759904,29219.6899546816,120.296025371596,6360.53796323199,19708.9271043729,7.31329554667912,12926.8582827981,576.724183183843,49091.1236794422,19829.2231297445,12.86,0.02,0.88,6.4,0,2.06,0.22,16.02,6.42,56487.322018543,39.26101798156,6684.18028645538,24859.2637275086,0,22235.8585684413,641.843185820226,86049.20405926,24898.5247454901,0.44,0,0.02,0,0,3.12166666666667,0.14,3.72166666666667,0,2013.97086238852,0,50.9245307718804,0,0,38912.8826521718,326.6030504916,41304.3810958238,0,51.7461111111111,39945.3985302761,64404.848,777496.427751443,439990.881064293,135933.80568,610728.9334,573.584401709402,847.222222222222,189.205292570677
2018,13332.1232876712,20586.4520547945,355.038356164384,16948.5479452055,6179.16438356164,13520.101369863,21337.1698630137,371.86301369863,17407.6164383562,6364.12602739726,4.399609375,0.121634920634921,0.527870229007634,5.27779657104503,116.037037037037,16.4836193961527,0.107507575757576,16.6439796767366,1.89157663065226,0.00630252100840336,0.394547819127651,7.63062224889956,0,0.0981271995977878,0.148919567827131,2.53317121720483,7.63692476990796,14528.9312075441,349.092981512123,2152.52964032197,29767.0261897455,0,1524.47614046816,572.086854875595,18778.0238432098,30116.1191712577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333333333333333,0,0.0166666666666667,0,0,1.91,0.0333333333333333,1.99333333333333,0,141.523793061624,0,179.716344327401,0,0,7679.64078996677,174.585276971661,8175.46620432745,0,35.2501111111111,48839.3273916182,20374.34,510594.679378691,190492.616472453,167007.65792,58735.2754,377.537393162393,978.365384615385,147.394806048652
2019,38870.4520547945,46903.9205479452,5256.80273972603,32385.0136986301,7253.75068493151,37886.9506849315,45885.5479452055,5253.95068493151,31671.0684931507,7381.87397260274,2.489140625,0.143189189189189,0.480938596491228,3.33571948849778,99.962962962963,16.2578894331408,0.0917716535433071,16.4618378842682,4.15739295718287,0.0168067226890756,0.918647458983593,1.86554621848739,0,0.616904261704682,0.105197078831533,5.79814175670268,1.88235294117647,26283.4723132254,198.17825791525,8919.86643077144,2844.7463753416,0,7045.5246131354,878.801738411429,43127.6650955437,3042.92463325685,6,0,0,3.2,0,1,0,7,3.2,30925.4546235284,0,0,7766.55477021231,0,8866.67130239228,0,39792.1259259206,7766.55477021231,0.642857142857143,0,0,0,0,3.56771428571429,0.242857142857143,4.45342857142857,0,3108.80169560278,0,0,0,0,25311.6796703927,156.119980309211,28576.6013463047,0,50.4106666666667,38989.5263438776,19272.766,499832.845997508,117589.069869517,113810.30992,208600.8452,501.201923076923,1625,194.125986193294
2020,8288.23357664234,15023.1240875912,85.8905109489051,12872.3722627737,4679.50729927007,9110.28961748634,15836.6338797814,85.1448087431694,13360.8196721311,5037.0737704918,3.11353535353535,0.184211538461538,0.540606060606061,5.79532055654654,124.975609756098,17.5470790645359,0.108525252525253,17.3490347456298,2.65906362545018,0.00420168067226891,1.87319427771108,4.2750600240096,0,0.126931509783401,0.0140756302521008,4.67326504319677,4.27926170468187,19726.5348343044,347.79664204543,12962.8243364531,11971.8940432988,0,2308.06802430359,104.285645020559,35101.7128400817,12319.6906853442,10.08,0.12,0.38,10.84,0,0.253333333333333,0.12,10.8333333333333,10.96,37145.2865410832,142.116742811725,1381.41332445738,34776.8379208933,0,1938.23435356702,430.206054729642,40895.1402738372,34918.9546637051,0.2,0,0,0,0,1.85,0.04,2.09,0,1084.22079447336,0,0,0,0,20244.2745411678,319.342950183639,21647.8382858248,0,17.2944444444444,31842.2647267657,56797.238,388040.771134713,92986.6420180572,251166.6622,51539.902,860.220797720798,1906.87321937322,170.556651325882
