MonthYear,Analyte,EMP C10,EMP C10A,EMP C3,EMP C3A,EMP C7,EMP C9,EMP D10,EMP D11,EMP D12,EMP D14A,EMP D15,EMP D16,EMP D19,EMP D22,EMP D24,EMP D26,EMP D28A,EMP D4,EMP D41,EMP D41A,EMP D6,EMP D7,EMP D8,EMP D9,EMP EZ2,EMP EZ2-SJR,EMP EZ6,EMP EZ6-SJR,EMP MD10A,EMP MD7A,EMP NZ002,EMP NZ004,EMP NZ032,EMP NZ068,EMP NZ325,EMP NZS42,EMP P10A,EMP P12A,EMP P8
1995-01-01T08:00:00Z,DissChloride,54,NA,3,NA,64,47,11,8,16,19,15,11,15,6,6,9,25,7,4040,NA,1700,17,13,12,NA,NA,NA,NA,28,9,NA,NA,NA,NA,NA,NA,47,58,46
1995-02-01T08:00:00Z,DissChloride,39,NA,3,NA,41,43,6,4,12,13,12,9,19,5,5,9,26,6,1570,NA,72,9,8,8,NA,NA,NA,NA,38,7,NA,NA,NA,NA,NA,NA,42,46,43
1995-03-01T08:00:00Z,DissChloride,23,NA,2,NA,25,24,8,3,14,44,24,10,36,3,5,25,38,5,1700,NA,11,6,6,5,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,31,27,32
1995-04-01T08:00:00Z,DissChloride,18,NA,2,NA,18,20,10,6,13,15,13,12,20,6,4,12,24,8,5320,NA,260,13,14,10,NA,NA,NA,NA,26,4,NA,NA,NA,NA,NA,NA,4,34,18
1995-05-01T07:00:00Z,DissChloride,14,NA,2,NA,14,16,5,2,10,22,9,8,17,4,4,15,14,4,4170,NA,8,36,5,4,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,NA,24,23,14
1995-06-01T07:00:00Z,DissChloride,18,NA,4,NA,17,19,8,5,9,11,8,8,10,5,4,8,18,7,7270,NA,636,29,8,8,NA,NA,NA,NA,16,4,NA,NA,NA,NA,NA,NA,18,23,24
1995-07-01T07:00:00Z,DissChloride,26,NA,3,NA,21,18,7,4,7,8,7,6,6,4,4,7,NA,11,7480,NA,1420,313,11,6,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,24,68,50
1995-08-01T07:00:00Z,DissChloride,56,NA,3,NA,68,16,308,36,53,12,17,9,7,8,5,6,8,265,10700,NA,3810,3410,716,582,NA,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,20,79,78
1995-09-01T07:00:00Z,DissChloride,2,NA,6,NA,43,26,41,10,11,8,7,7,7,6,6,6,8,12,9370,NA,4810,1440,521,65,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,21,88,52
1995-10-01T07:00:00Z,DissChloride,14,NA,7,NA,16,21,512,21,31,8,8,8,8,8,7,9,12,116,11000,NA,5800,2660,1160,529,NA,NA,NA,NA,11,6,NA,NA,NA,NA,NA,NA,22,17,22
1995-11-01T08:00:00Z,DissChloride,79,NA,6,NA,84,21,2210,331,353,37,44,31,17,44,7,9,17,639,13900,NA,7890,4800,2780,2900,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,18,86,61
1995-12-01T08:00:00Z,DissChloride,87,NA,6,NA,86,31,83,22,32,22,26,16,13,7,6,10,18,24,12000,NA,6220,1210,802,61,NA,NA,NA,NA,47,15,NA,NA,NA,NA,NA,NA,27,98,89
1996-01-01T08:00:00Z,DissChloride,89,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,9,8880,NA,1220,114,34,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996-02-01T08:00:00Z,DissChloride,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,35,6,5830,NA,941,19,12,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
1996-03-01T08:00:00Z,DissChloride,21,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,36,10,2810,NA,26,20,14,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
1996-04-01T08:00:00Z,DissChloride,45,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,33,10,6740,NA,978,25,15,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
1996-05-01T07:00:00Z,DissChloride,33,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,52,16,12300,NA,4180,1030,505,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996-06-01T07:00:00Z,DissChloride,56,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,7,8690,NA,2430,323,54,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
1996-07-01T07:00:00Z,DissChloride,84,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,344,12400,NA,6110,3670,2100,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
1996-08-01T07:00:00Z,DissChloride,75,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,33,192,12500,NA,5970,3310,1990,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
1996-09-01T07:00:00Z,DissChloride,60,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,24,806,14600,NA,7080,4870,2310,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
1996-10-01T07:00:00Z,DissChloride,30,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,60,1640,15100,NA,9080,5690,4490,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
1996-11-01T08:00:00Z,DissChloride,90,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,88,1590,15200,NA,10200,5710,4980,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
1996-12-01T08:00:00Z,DissChloride,17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,71,7,7800,NA,1980,NA,17,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
1997-02-01T08:00:00Z,DissChloride,17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,10,2480,NA,216,14,12,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
1997-03-01T08:00:00Z,DissChloride,31,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26,12,10500,NA,3630,712,523,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
1997-04-01T08:00:00Z,DissChloride,105,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,19,193,12800,NA,6210,3060,1530,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,104
1997-05-01T07:00:00Z,DissChloride,4,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,37,127,12200,NA,5040,2300,1190,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1997-06-01T07:00:00Z,DissChloride,72,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24,413,12600,NA,5560,3620,1750,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
1997-07-01T07:00:00Z,DissChloride,81,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,285,13200,NA,6740,4240,2490,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
1997-08-01T07:00:00Z,DissChloride,69,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,38,381,14200,NA,6590,3740,1700,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
1997-09-01T07:00:00Z,DissChloride,81,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,26,559,13700,NA,6980,3850,2310,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
1997-10-01T07:00:00Z,DissChloride,69,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,146,2300,16100,NA,9470,6600,5360,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
1997-11-01T08:00:00Z,DissChloride,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,136,3080,16300,NA,9990,6960,6220,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
1997-12-01T08:00:00Z,DissChloride,116,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,194,184,13900,NA,6790,2090,1840,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,118
1998-01-01T08:00:00Z,DissChloride,137,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,81,594,14600,NA,9080,4360,3050,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
1998-02-01T08:00:00Z,DissChloride,19,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,62,6,1370,NA,27,11,12,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
1998-03-01T08:00:00Z,DissChloride,27,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,37,9,4740,NA,66,14,15,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
1998-04-01T08:00:00Z,DissChloride,17,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,24,12,9010,NA,1200,110,14,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1998-05-01T07:00:00Z,DissChloride,17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,22,10,6430,NA,347,41,11,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
1998-06-01T07:00:00Z,DissChloride,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,8,6020,NA,380,15,8,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
1998-07-01T07:00:00Z,DissChloride,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,13,11100,NA,1840,476,28,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1998-08-01T07:00:00Z,DissChloride,39,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,31,10000,NA,4830,1250,790,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
1998-09-01T07:00:00Z,DissChloride,24,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,24,4730,NA,3380,1270,157,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
1998-10-01T07:00:00Z,DissChloride,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,96,6410,NA,5780,NA,1240,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
1998-11-01T08:00:00Z,DissChloride,65,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,202,13900,NA,7390,4800,2500,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
