MonthYear,Analyte,C10A,C3A,D10,D12,D16,D22,D26,D28A,D4,D41,D6,D7,D8,MD10A,P8
2017-03-01T08:00:00Z,Secchi,NA,NA,28,44,52,28,88,76,32,56,24,28,28,112,48
2017-04-01T07:00:00Z,Secchi,NA,NA,56,64,84,56,88,104,84,68,44,56,64,160,72
2017-05-01T07:00:00Z,Secchi,NA,NA,24,80,136,92,156,116,76,64,40,28,80,172,80
2017-06-01T07:00:00Z,Secchi,NA,NA,56,88,132,108,156,180,84,92,56,52,56,160,64
2017-07-01T07:00:00Z,Secchi,NA,NA,32,48,80,52,88,128,48,48,28,24,44,80,60
2017-08-01T07:00:00Z,Secchi,NA,NA,44,76,96,60,136,180,56,56,64,48,80,96,112
2017-09-01T07:00:00Z,Secchi,NA,NA,48,60,124,100,136,268,56,76,56,32,56,108,104
2017-10-01T07:00:00Z,Secchi,NA,NA,60,48,136,88,140,288,48,104,76,56,44,196,140
2017-11-01T07:00:00Z,Secchi,NA,NA,48,100,200,80,288,252,72,132,60,40,56,144,76
2017-12-01T08:00:00Z,Secchi,NA,NA,40,44,168,48,124,216,48,124,88,68,56,204,164
2018-01-01T08:00:00Z,Secchi,NA,NA,24,60,140,100,144,160,72,92,76,64,56,252,260
2018-02-01T08:00:00Z,Secchi,NA,NA,64,60,136,92,124,192,52,96,84,40,60,204,196
2018-03-01T08:00:00Z,Secchi,NA,NA,40,56,140,96,136,216,52,140,64,24,56,276,196
2018-04-01T07:00:00Z,Secchi,NA,NA,72,120,116,120,68,156,88,96,36,52,84,120,56
2018-05-01T07:00:00Z,Secchi,NA,NA,36,60,140,84,148,176,52,140,60,44,44,204,80
2018-06-01T07:00:00Z,Secchi,NA,NA,44,64,196,76,180,188,44,96,44,40,44,168,100
2018-07-01T07:00:00Z,Secchi,NA,NA,44,56,156,40,160,200,48,84,40,44,60,116,120
2018-08-01T07:00:00Z,Secchi,NA,NA,44,64,144,56,136,212,68,76,48,56,60,84,84
2018-09-01T07:00:00Z,Secchi,NA,NA,76,80,164,76,164,276,56,112,100,80,96,248,112
2018-10-01T07:00:00Z,Secchi,NA,NA,72,60,168,52,188,292,76,132,104,76,8,220,200
2018-11-01T07:00:00Z,Secchi,NA,NA,116,92,108,112,170,70,116,92,80,53,80,200,165
2018-12-01T08:00:00Z,Secchi,NA,NA,76,76,180,60,156,240,74,136,92,68,80,236,196
2019-01-01T08:00:00Z,Secchi,NA,NA,52,44,56,52,80,116,56,96,80,52,60,160,100
2019-02-01T08:00:00Z,Secchi,NA,NA,16,46,60,52,48,124,48,32,16,16,16,36,44
2019-03-01T08:00:00Z,Secchi,NA,NA,28,28,32,24,56,88,24,60,28,28,36,136,76
2019-04-01T07:00:00Z,Secchi,NA,NA,44,96,88,68,96,180,80,80,44,28,48,200,92
2019-05-01T07:00:00Z,Secchi,NA,NA,48,76,140,80,136,160,68,80,60,40,84,164,100
2019-06-01T07:00:00Z,Secchi,NA,NA,72,80,136,100,136,132,84,96,48,44,68,116,80
2019-07-01T07:00:00Z,Secchi,NA,NA,36,56,120,60,124,164,48,80,52,100,40,128,100
2019-08-01T07:00:00Z,Secchi,NA,NA,52,60,100,76,144,208,56,108,48,40,60,160,128
2019-09-01T07:00:00Z,Secchi,NA,NA,32,60,112,80,140,252,48,128,56,36,48,256,116
2019-10-01T07:00:00Z,Secchi,NA,NA,32,64,154,124,200,216,60,204,52,68,52,284,124
2019-11-01T07:00:00Z,Secchi,NA,NA,32,68,156,56,180,192,44,156,104,64,52,324,168
2019-12-01T08:00:00Z,Secchi,NA,NA,52,52,96,48,112,88,72,100,92,44,72,300,248
2020-01-01T08:00:00Z,Secchi,NA,NA,40,72,160,100,156,156,40,104,64,30,40,200,116
2020-02-01T08:00:00Z,Secchi,NA,NA,36,28,104,80,88,44,40,120,60,52,36,160,212
2020-03-01T08:00:00Z,Secchi,NA,NA,38,64,200,96,176,60,64,88,80,48,46,332,340
2020-06-01T07:00:00Z,Secchi,NA,NA,40,48,120,60,130,156,36,116,68,40,44,164,100
2020-07-01T07:00:00Z,Secchi,NA,NA,80,84,144,68,188,268,84,112,64,44,96,196,160
2020-08-01T07:00:00Z,Secchi,NA,NA,92,84,112,64,144,144,80,100,80,68,92,180,120
2020-09-01T07:00:00Z,Secchi,NA,NA,60,104,160,76,148,200,124,104,56,48,80,180,172
2020-10-01T07:00:00Z,Secchi,NA,NA,92,96,184,60,160,240,132,116,120,84,116,224,180
2020-11-01T07:00:00Z,Secchi,NA,NA,56,104,176,40,152,302,68,84,80,48,60,376,264
2020-12-01T08:00:00Z,Secchi,NA,NA,NA,80,160,NA,NA,304,NA,NA,NA,NA,NA,NA,NA
1997-01-01T08:00:00Z,Secchi,NA,16,20,22,24,24,32,30,24,40,20,20,23,26,26
