MonthYear,Analyte,C10A,C3A,D10,D12,D16,D22,D26,D28A,D4,D41,D6,D7,D8,MD10A,P8
2004-05-01T07:00:00Z,DissNitrateNitrite,1.12,0.12,NA,NA,NA,NA,0.41,0.18,0.3,0.33,0.31,0.3,0.31,0.5,1.1
2004-06-01T07:00:00Z,DissNitrateNitrite,1.7,0.18,NA,NA,NA,NA,0.45,0.36,0.46,0.33,0.41,0.43,0.45,0.3,1.4
2004-07-01T07:00:00Z,DissNitrateNitrite,1.5,0.08,NA,NA,NA,NA,0.31,0.25,0.42,0.42,0.5,0.51,0.47,0.12,1.7
2004-08-01T07:00:00Z,DissNitrateNitrite,2.2,0.11,NA,NA,NA,NA,0.19,0.12,0.27,0.32,0.43,0.41,0.35,0.1,1.6
2004-09-01T07:00:00Z,DissNitrateNitrite,2.4,0.12,NA,NA,NA,NA,0.24,0.16,0.29,0.09,0.24,0.29,0.28,0.05,2.4
2004-10-01T07:00:00Z,DissNitrateNitrite,1.8,0.17,NA,NA,NA,NA,0.36,0.24,0.38,0.27,0.36,0.37,0.38,0.26,2.1
2004-11-01T08:00:00Z,DissNitrateNitrite,1.85,0.19,NA,NA,NA,NA,0.45,0.51,0.5,0.24,0.42,0.44,0.47,0.59,2.14
2004-12-01T08:00:00Z,DissNitrateNitrite,2.52,0.32,NA,NA,NA,NA,0.48,0.59,0.51,0.33,0.47,0.52,0.44,1,3
2005-01-01T08:00:00Z,DissNitrateNitrite,0.78,0.3,NA,NA,NA,NA,0.9,0.97,0.44,0.33,0.47,0.5,0.52,1.3,0.94
2005-02-01T08:00:00Z,DissNitrateNitrite,1.3,0.15,NA,NA,NA,NA,0.58,0.78,0.49,0.37,0.47,0.52,0.5,1.2,1.8
2005-03-01T08:00:00Z,DissNitrateNitrite,1.1,0.18,NA,NA,NA,NA,0.55,0.76,0.4,0.33,0.5,0.51,0.48,0.74,0.97
2005-04-01T08:00:00Z,DissNitrateNitrite,0.41,0.14,NA,NA,NA,NA,0.32,0.59,0.28,0.29,0.35,0.36,0.35,0.18,0.46
2005-05-01T07:00:00Z,DissNitrateNitrite,0.39,0.13,NA,NA,NA,NA,0.25,0.58,0.2,0.26,0.29,0.25,0.23,0.01,0.47
2005-06-01T07:00:00Z,DissNitrateNitrite,0.29,0.1,NA,NA,NA,NA,0.18,0.17,0.18,0.28,0.24,0.21,0.2,0.2,0.42
2005-07-01T07:00:00Z,DissNitrateNitrite,2,0.1,NA,NA,NA,NA,0.2,0.13,0.24,0.27,0.3,0.29,0.27,0.04,0.69
2005-08-01T07:00:00Z,DissNitrateNitrite,1.5,0.1,NA,NA,NA,NA,0.2,0.15,0.3,0.24,0.36,0.36,0.24,0.07,1.4
2005-09-01T07:00:00Z,DissNitrateNitrite,1.7,0.08,NA,NA,NA,NA,0.21,0.11,0.25,0.21,0.26,0.32,0.28,0.04,1.6
2005-10-01T07:00:00Z,DissNitrateNitrite,1.7,0.19,NA,NA,NA,NA,0.3,0.21,0.34,0.26,0.33,0.35,0.35,0.22,1.6
2005-11-01T08:00:00Z,DissNitrateNitrite,2.27,0.23,NA,NA,NA,NA,0.46,0.39,0.51,0.32,0.44,0.47,0.48,0.7,1.17
2005-12-01T08:00:00Z,DissNitrateNitrite,1.8,0.24,NA,NA,NA,NA,0.49,0.5,0.5,0.43,0.5,0.52,0.5,1.3,2.3
