MonthYear,Analyte,C10A,C3A,D26,D28A,D4,D41,D6,D7,D8,MD10A,P8
2001-01-01T08:00:00Z,DissAmmonia,0.09,0.42,0.17,0.07,0.19,0.12,0.17,0.19,0.19,0.07,2.4
2001-02-01T08:00:00Z,DissAmmonia,0.17,0.2,0.18,0.11,0.19,0.11,0.16,0.2,0.19,0.02,2
2001-03-01T08:00:00Z,DissAmmonia,0.08,0.19,0.13,0.08,0.11,0.06,0.13,0.09,0.09,0.11,0.57
2001-04-01T08:00:00Z,DissAmmonia,0.01,0.46,0.14,0.03,0.16,0.05,0.12,0.11,0.1,0.01,0.21
2001-05-01T07:00:00Z,DissAmmonia,0.16,0.65,0.06,0.02,0.06,0.01,0.11,0.09,0.08,0.03,0.13
2001-06-01T07:00:00Z,DissAmmonia,0.01,0.44,0.08,0.06,0.04,0.08,0.1,0.08,0.06,0.03,0.35
2001-07-01T07:00:00Z,DissAmmonia,0.01,0.45,0.12,0.02,0.06,0.04,0.09,0.07,0.07,0.01,0.02
2001-08-01T07:00:00Z,DissAmmonia,0.01,0.4,0.11,0.02,0.07,0.05,0.11,0.07,0.07,0.01,0.16
2001-09-01T07:00:00Z,DissAmmonia,0.01,0.5,0.14,0.02,0.04,0.06,0.06,0.02,0.02,0.02,0.1
2001-10-01T07:00:00Z,DissAmmonia,0.02,0.36,0.1,0.02,0.05,0.1,0.1,0.07,0.08,0.03,0.42
2001-11-01T08:00:00Z,DissAmmonia,0.03,0.67,0.18,0.06,0.12,0.1,0.22,0.12,0.13,0.04,0.5
2001-12-01T08:00:00Z,DissAmmonia,0.11,0.22,0.17,0.15,0.17,0.18,0.2,0.22,0.19,0.12,0.91
2002-01-01T08:00:00Z,DissAmmonia,0.28,0.14,0.13,0.12,0.12,0.14,0.14,0.12,0.15,0.22,0.66
2002-02-01T08:00:00Z,DissAmmonia,0.07,0.15,0.14,0.15,0.17,0.08,0.13,0.16,0.15,0.08,0.91
2002-03-01T08:00:00Z,DissAmmonia,0.09,0.37,0.14,0.08,0.13,0.08,0.12,0.15,0.13,0.03,0.88
2002-04-01T08:00:00Z,DissAmmonia,0.03,0.41,0.09,0.02,0.09,0.09,0.1,0.08,0.09,0.01,0.56
2002-05-01T07:00:00Z,DissAmmonia,0.02,0.46,0.11,0.03,0.06,0.05,0.09,0.08,0.05,0.02,0.06
2002-06-01T07:00:00Z,DissAmmonia,0.01,0.56,0.08,0.03,0.04,0.06,0.09,0.06,0.04,0.04,0.14
2002-07-01T07:00:00Z,DissAmmonia,0.01,0.33,0.08,0.01,0.05,0.07,0.07,0.06,0.07,0.02,0.12
2002-08-01T07:00:00Z,DissAmmonia,0.01,0.36,0.12,0.01,0.05,0.04,0.08,0.06,0.04,0.01,0.01
2002-09-01T07:00:00Z,DissAmmonia,0.01,0.45,0.18,0.02,0.04,0.04,0.07,0.07,0.04,0.03,0.91
2002-10-01T07:00:00Z,DissAmmonia,0.01,0.46,0.15,0.03,0.06,0.05,0.07,0.06,0.06,0.01,0.74
2002-11-01T08:00:00Z,DissAmmonia,0.02,0.37,0.18,NA,0.1,0.09,0.13,0.12,0.12,0.12,0.3
2002-12-01T08:00:00Z,DissAmmonia,0.03,0.72,0.18,0.05,0.17,0.09,0.15,0.15,0.16,0.04,1.7
2003-01-01T08:00:00Z,DissAmmonia,0.05,0.14,0.09,0.11,0.13,0.1,0.12,0.12,0.12,0.09,1.1
2003-02-01T08:00:00Z,DissAmmonia,0.07,0.14,0.09,0.06,0.1,0.05,0.09,0.07,0.1,0.03,1.5
2003-03-01T08:00:00Z,DissAmmonia,0.06,0.39,0.06,0.03,0.12,0.02,0.08,0.1,0.09,0.01,1.44
2003-04-01T08:00:00Z,DissAmmonia,0.02,0.38,0.05,0.01,0.09,0.05,0.1,0.08,0.07,0.01,0.01
2003-05-01T07:00:00Z,DissAmmonia,0.01,0.16,0.06,0.02,0.04,0.06,0.04,0.01,0.04,0.01,0.53
2003-06-01T07:00:00Z,DissAmmonia,0.01,0.16,0.04,0.02,0.05,0.04,0.06,0.05,0.03,0.02,0.25
2003-07-01T07:00:00Z,DissAmmonia,0.01,0.22,0.07,0.02,0.04,0.02,0.08,0.04,0.04,0.01,0.06
2003-08-01T07:00:00Z,DissAmmonia,0.01,0.14,0.08,0.02,0.06,0.02,0.09,0.1,0.05,0.02,0.22
2003-09-01T07:00:00Z,DissAmmonia,0.01,0.31,0.07,0.02,0.04,0.06,0.07,0.06,0.04,0.03,0.1
2003-10-01T07:00:00Z,DissAmmonia,0.01,0.58,0.12,0.02,0.06,0.05,0.09,0.07,0.07,0.02,0.18
2003-11-01T08:00:00Z,DissAmmonia,0.14,0.86,0.18,0.07,0.14,0.11,0.14,0.13,0.14,0.04,0.2
2003-12-01T08:00:00Z,DissAmmonia,0.05,0.16,0.19,0.08,0.2,0.14,0.19,0.23,0.21,0.05,1.22
2004-01-01T08:00:00Z,DissAmmonia,0.04,0.07,0.09,0.09,0.11,0.1,0.12,0.11,0.11,0.11,1.61
2004-02-01T08:00:00Z,DissAmmonia,0.13,0.27,0.1,0.08,0.2,0.08,0.15,0.12,0.13,0.22,2.94
2004-03-01T08:00:00Z,DissAmmonia,0.18,0.06,0.08,0.05,0.05,0.02,0.06,0.05,0.06,0.03,0.89
2004-04-01T08:00:00Z,DissAmmonia,0.01,0.2,0.06,0.01,0.08,0.06,0.1,0.08,0.07,0.01,0.09
2004-05-01T07:00:00Z,DissAmmonia,0.01,0.48,0.08,0.02,0.06,0.09,0.09,0.07,0.07,0.03,0.09
2004-06-01T07:00:00Z,DissAmmonia,0.01,0.24,0.06,0.04,0.06,0.1,0.11,0.09,0.08,0.01,0.47
2004-07-01T07:00:00Z,DissAmmonia,0.01,0.29,0.08,0.02,0.05,0.12,0.12,0.08,0.06,0.01,0.43
2004-08-01T07:00:00Z,DissAmmonia,0.03,0.34,0.09,0.02,0.05,0.05,0.07,0.05,0.05,0.01,0.02
2004-09-01T07:00:00Z,DissAmmonia,0.01,0.47,0.12,0.02,0.05,0.04,0.09,0.06,0.06,0.01,0.09
2004-10-01T07:00:00Z,DissAmmonia,0.03,0.32,0.15,0.03,0.08,0.11,0.11,0.1,0.09,0.01,0.81
2004-11-01T08:00:00Z,DissAmmonia,0.02,0.33,0.21,0.07,0.16,0.1,0.16,0.15,0.16,0.03,0.7
2004-12-01T08:00:00Z,DissAmmonia,0.03,0.34,0.16,0.08,0.21,0.12,0.19,0.21,0.2,0.05,1.2
2005-01-01T08:00:00Z,DissAmmonia,0.17,0.11,0.15,0.09,0.09,0.11,0.14,0.12,0.12,0.16,0.47
2005-02-01T08:00:00Z,DissAmmonia,0.11,0.15,0.13,0.06,0.14,0.11,0.14,0.13,0.13,0.06,1
2005-03-01T08:00:00Z,DissAmmonia,0.01,0.31,0.12,0.04,0.13,0.07,0.11,0.08,0.1,0.02,0.31
2005-04-01T08:00:00Z,DissAmmonia,0.01,0.26,0.1,0.03,0.12,0.03,0.08,0.06,0.07,0.01,0.2
2005-05-01T07:00:00Z,DissAmmonia,0.01,0.12,0.07,0.03,0.07,0.07,0.07,0.04,0.06,0.01,0.18
2005-06-01T07:00:00Z,DissAmmonia,0.04,0.23,0.07,0.03,0.07,0.05,0.05,0.02,0.05,0.01,0.01
2005-07-01T07:00:00Z,DissAmmonia,0.01,0.36,0.09,0.02,0.04,0.06,0.07,0.04,0.04,0.01,0.14
2005-08-01T07:00:00Z,DissAmmonia,0.01,0.44,0.05,0.01,0.03,0.04,0.07,0.05,0.03,0.01,0.47
2005-09-01T07:00:00Z,DissAmmonia,0.04,0.31,0.1,0.02,0.06,0.02,0.05,0.05,0.05,0.01,0.35
2005-10-01T07:00:00Z,DissAmmonia,0.02,0.34,0.13,0.02,0.08,0.07,0.11,0.09,0.09,0.02,0.31
2005-11-01T08:00:00Z,DissAmmonia,0.03,0.46,0.17,0.05,0.14,0.11,0.14,0.14,0.13,0.04,0.52
2005-12-01T08:00:00Z,DissAmmonia,0.05,0.36,0.17,0.1,0.25,0.17,0.2,0.2,0.22,0.36,2.3
2006-01-01T08:00:00Z,DissAmmonia,0.07,0.06,0.08,0.04,0.04,0.08,0.08,0.04,0.06,0.13,0.06
2006-02-01T08:00:00Z,DissAmmonia,0.05,0.07,0.06,0.03,0.08,0.04,0.07,0.07,0.06,0.01,0.42
2006-03-01T08:00:00Z,DissAmmonia,0.01,0.07,0.06,0.02,0.03,0.06,0.04,0.02,0.04,0.02,0.12
2006-04-01T08:00:00Z,DissAmmonia,0.01,0.03,0.06,0.02,0.02,0.06,0.02,0.02,0.03,0.01,0.1
2006-05-01T07:00:00Z,DissAmmonia,0.03,0.06,0.06,0.06,0.05,0.04,0.06,0.02,0.04,0.02,0.09
2006-06-01T07:00:00Z,DissAmmonia,0.01,0.19,0.08,0.04,0.06,0.03,0.08,0.05,0.05,0.04,0.04
2006-07-01T07:00:00Z,DissAmmonia,0.01,0.26,0.07,0.02,0.03,0.07,0.08,0.06,0.04,0.01,0.27
2006-08-01T07:00:00Z,DissAmmonia,0.01,0.21,0.07,0.02,0.04,0.1,0.08,0.06,0.05,0.03,0.41
2006-09-01T07:00:00Z,DissAmmonia,0.02,0.2,0.09,0.02,0.05,0.08,0.09,0.07,0.07,0.01,0.38
2006-10-01T07:00:00Z,DissAmmonia,0.01,0.39,0.1,0.02,0.06,0.08,0.09,0.07,0.07,0.04,0.21
2006-11-01T08:00:00Z,DissAmmonia,0.02,0.37,0.12,0.02,0.11,0.1,0.12,0.1,0.11,0.03,0.11
2006-12-01T08:00:00Z,DissAmmonia,0.03,0.33,0.18,0.05,0.16,0.11,0.15,0.14,0.12,0.04,0.52
2007-01-01T08:00:00Z,DissAmmonia,0.03,0.33,0.14,0.09,0.2,0.09,0.15,0.19,0.2,0.01,0.35
2007-02-01T08:00:00Z,DissAmmonia,0.03,0.4,0.17,0.05,0.23,0.11,0.19,0.19,0.21,0.01,0.09
2007-03-01T08:00:00Z,DissAmmonia,0.06,0.23,0.12,0.03,0.1,0.04,0.09,0.11,0.11,0.03,0.08
2007-04-01T07:00:00Z,DissAmmonia,0.01,0.44,0.07,0.03,0.1,0.07,0.09,0.04,0.06,0.01,0.15
2007-05-01T07:00:00Z,DissAmmonia,0.03,0.48,0.07,0.04,0.06,0.08,0.1,0.08,0.08,0.01,0.18
2007-06-01T07:00:00Z,DissAmmonia,0.01,0.58,0.08,0.04,0.05,0.1,0.08,0.06,0.07,0.03,0.34
2007-07-01T07:00:00Z,DissAmmonia,0.01,0.23,0.07,0.03,0.05,0.04,0.06,0.06,0.06,0.02,0.04
2007-08-01T07:00:00Z,DissAmmonia,0.01,0.22,0.07,0.03,0.07,0.01,0.07,0.07,0.05,0.02,0.07
2007-09-01T07:00:00Z,DissAmmonia,0.01,0.16,0.1,0.02,0.06,0.04,0.07,0.06,0.07,0.01,0.03
2007-10-01T07:00:00Z,DissAmmonia,0.01,0.39,0.09,0.03,0.08,0.06,0.11,0.09,0.1,0.02,0.11
2007-11-01T07:00:00Z,DissAmmonia,0.02,0.41,0.19,0.05,0.1,0.08,0.13,0.12,0.12,0.02,0.09
2007-12-01T08:00:00Z,DissAmmonia,0.02,0.39,0.2,0.14,0.21,0.1,0.15,0.17,0.19,0.03,0.14
2008-01-01T08:00:00Z,DissAmmonia,0.09,0.23,0.17,0.16,0.19,0.15,0.22,0.25,0.23,0.2,0.3
2008-02-01T08:00:00Z,DissAmmonia,0.1,0.21,0.11,0.1,0.1,0.08,0.13,0.13,0.12,0.09,0.16
2008-03-01T08:00:00Z,DissAmmonia,0.02,0.31,0.09,0.04,0.1,0.06,0.11,0.09,0.11,0.02,0.1
2008-04-01T07:00:00Z,DissAmmonia,0.01,0.44,0.06,0.01,0.08,0.06,0.07,0.05,0.08,0.02,0.08
2008-05-01T07:00:00Z,DissAmmonia,0.01,0.42,0.07,0.02,0.08,0.11,0.11,0.07,0.11,0.02,0.1
2008-06-01T07:00:00Z,DissAmmonia,0.01,0.31,0.08,0.02,0.06,0.07,0.09,0.05,0.06,0.06,0.08
2008-07-01T07:00:00Z,DissAmmonia,0.02,0.46,0.09,0.02,0.04,0.11,0.1,0.06,0.06,0.02,0.04
2008-08-01T07:00:00Z,DissAmmonia,0.02,0.6,0.06,0.02,0.03,0.06,0.08,0.02,0.03,0.02,0.06
2008-09-01T07:00:00Z,DissAmmonia,0.01,0.42,0.08,0.03,0.06,0.05,0.09,0.03,0.07,0.02,0.05
2008-10-01T07:00:00Z,DissAmmonia,0.01,0.37,0.09,0.02,0.06,0.05,0.09,0.06,0.08,0.02,0.04
2008-11-01T07:00:00Z,DissAmmonia,0.01,0.42,0.15,0.05,0.13,0.1,0.14,0.14,0.14,0.01,0.23
2008-12-01T08:00:00Z,DissAmmonia,0.01,0.44,0.18,0.04,0.15,0.1,0.15,0.15,0.16,0.03,0.14
2009-01-01T08:00:00Z,DissAmmonia,0.01,0.62,0.19,0.11,0.23,0.1,0.18,0.21,0.23,0.01,0.11
2009-02-01T08:00:00Z,DissAmmonia,0.16,0.09,0.17,0.07,0.27,0.13,0.2,0.2,0.2,0.05,0.07
2009-03-01T08:00:00Z,DissAmmonia,0.01,0.43,0.08,0.03,0.14,0.05,0.1,0.08,0.1,0.03,0.06
2009-04-01T07:00:00Z,DissAmmonia,0.01,0.32,0.07,0.02,0.13,0.07,0.1,0.08,0.08,0.01,0.06
2009-05-01T07:00:00Z,DissAmmonia,0.01,0.3,0.05,0.02,0.05,0.05,0.07,0.04,0.06,0.01,0.05
2009-06-01T07:00:00Z,DissAmmonia,0.01,0.41,0.05,0.02,0.05,0.1,0.08,0.04,0.07,0.02,0.02
2009-07-01T07:00:00Z,DissAmmonia,0.01,0.13,0.08,0.02,0.06,0.01,0.06,0.07,0.08,0.02,0.05
2009-08-01T07:00:00Z,DissAmmonia,0.01,0.02,0.06,0.01,0.03,0.05,0.06,0.02,0.03,0.01,0.03
2009-09-01T07:00:00Z,DissAmmonia,0.01,0.32,0.05,0.01,0.05,0.06,0.09,0.06,0.05,0.01,0.04
2009-10-01T07:00:00Z,DissAmmonia,0.01,0.36,0.08,0.01,0.07,0.07,0.11,0.09,0.08,0.02,0.06
2009-11-01T07:00:00Z,DissAmmonia,0.02,0.35,0.12,0.03,0.12,0.1,0.15,0.15,0.14,0.03,0.07
2009-12-01T08:00:00Z,DissAmmonia,0.02,0.44,0.13,0.05,0.14,0.11,0.16,0.16,0.17,0.01,0.05
2010-01-01T08:00:00Z,DissAmmonia,0.03,0.33,0.15,0.07,0.21,0.11,0.17,0.2,0.21,0.03,0.13
2010-02-01T08:00:00Z,DissAmmonia,0.06,0.14,0.1,0.08,0.13,0.1,0.12,0.1,0.1,0.08,0.22
2010-03-01T08:00:00Z,DissAmmonia,0.1,0.18,0.11,0.05,0.1,0.08,0.11,0.1,0.1,0.08,0.13
2010-04-01T07:00:00Z,DissAmmonia,0.02,0.77,0.1,0.02,0.13,0.06,0.07,0.04,0.06,0.02,0.12
2010-05-01T07:00:00Z,DissAmmonia,0.01,0.22,0.03,0.01,0.05,0.06,0.07,0.02,0.04,0.01,0.04
2010-06-01T07:00:00Z,DissAmmonia,0.01,0.16,0.08,0.03,0.06,0.06,0.09,0.06,0.07,0.02,0.05
2010-07-01T07:00:00Z,DissAmmonia,0.01,0.25,0.06,0.02,0.03,0.05,0.08,0.06,0.05,0.01,0.08
2010-08-01T07:00:00Z,DissAmmonia,0.01,0.1,0.05,0.01,0.02,0.08,0.08,0.05,0.03,0.01,0.03
2010-09-01T07:00:00Z,DissAmmonia,0.01,0.14,0.07,0.02,0.03,0.06,0.07,0.03,0.03,0.02,0.04
2010-10-01T07:00:00Z,DissAmmonia,0.01,0.26,0.06,0.01,0.04,0.06,0.1,0.07,0.06,0.02,0.06
2010-11-01T07:00:00Z,DissAmmonia,0.03,0.47,0.09,0.04,0.1,0.1,0.12,0.11,0.11,0.03,0.05
2010-12-01T08:00:00Z,DissAmmonia,0.02,0.11,0.11,0.06,0.14,0.13,0.14,0.18,0.13,0.04,0.06
2011-01-01T08:00:00Z,DissAmmonia,0.04,0.07,0.08,0.06,0.09,0.1,0.13,0.1,0.1,0.08,0.08
2011-02-01T08:00:00Z,DissAmmonia,0.01,0.03,0.11,0.04,0.14,0.08,0.12,0.14,0.14,0.02,0.1
2011-03-01T08:00:00Z,DissAmmonia,0.07,0.11,0.09,0.04,0.09,0.09,0.12,0.1,0.1,0.03,0.07
2011-04-01T07:00:00Z,DissAmmonia,0.01,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.01,0.02
2011-05-01T07:00:00Z,DissAmmonia,0.02,0.1,0.04,0.04,0.03,0.06,0.05,0.01,0.03,0.01,0.03
2011-06-01T07:00:00Z,DissAmmonia,0.01,0.09,0.05,0.02,0.06,0.09,0.04,0.04,0.05,0.02,0.03
2011-07-01T07:00:00Z,DissAmmonia,0.02,0.15,0.05,0.02,0.04,0.03,0.06,0.01,0.01,0.01,0.01
2011-08-01T07:00:00Z,DissAmmonia,0.01,0.36,0.06,0.02,0.02,0.06,0.06,0.02,0.03,0.02,0.03
2011-09-01T07:00:00Z,DissAmmonia,0.01,0.14,0.05,0.02,0.04,0.02,0.06,0.05,0.04,0.02,0.02
2011-10-01T07:00:00Z,DissAmmonia,0.01,0.22,0.08,0.02,0.06,0.05,0.1,0.07,0.08,0.02,0.03
2011-11-01T07:00:00Z,DissAmmonia,0.04,0.38,0.13,0.04,0.09,0.1,0.13,0.12,0.1,0.02,0.11
2011-12-01T08:00:00Z,DissAmmonia,0.04,0.27,0.14,0.08,0.16,0.12,0.16,0.15,0.16,0.02,0.07
2012-01-01T08:00:00Z,DissAmmonia,0.07,0.44,0.11,0.08,0.2,0.13,0.2,0.19,0.21,0.05,0.1
2012-02-01T08:00:00Z,DissAmmonia,0.1,0.37,0.16,0.06,0.14,0.12,0.18,0.18,0.16,0.06,0.11
2012-03-01T08:00:00Z,DissAmmonia,0.02,0.32,0.14,0.07,0.12,0.13,0.16,0.13,0.14,0.06,0.1
2012-04-01T07:00:00Z,DissAmmonia,0.02,0.31,0.1,0.04,0.09,0.09,0.1,0.06,0.08,0.06,0.11
